Time,o.c,o.h,o.l,o.o
2011-05-04 00:00:00+00:00,3.4060900000000003,3.5416206666666663,3.250366666666667,3.49
2011-05-05 00:00:00+00:00,3.333,3.4498,3.333,3.4044933333333334
2011-05-06 00:00:00+00:00,3.452,3.607475,3.31,3.3350000000000004
2011-05-07 00:00:00+00:00,3.641,3.7,3.425,3.4450000000000003
2011-05-08 00:00:00+00:00,3.86585,3.9,3.63,3.64012
2011-05-09 00:00:00+00:00,3.8,3.8999,3.6912160000000003,3.867073333333333
2011-05-10 00:00:00+00:00,5.805,5.948076666666667,3.81,3.82995
2011-05-11 00:00:00+00:00,5.5,5.9,4.61,5.7749500000000005
2011-05-12 00:00:00+00:00,6.363463333333333,6.4586286363636365,5.25019,5.4898
2011-05-13 00:00:00+00:00,8.193999999999999,8.413960000000001,6.3201,6.3201
2011-05-14 00:00:00+00:00,7.026584285714287,8.849523333333334,6.1212277777777775,8.1201
2011-05-15 00:00:00+00:00,6.988455,7.5657190000000005,6.20001,6.967418333333334
2011-05-16 00:00:00+00:00,8.0,8.426316666666667,6.9,6.987526000000001
2011-05-17 00:00:00+00:00,7.20995,8.270231428571426,6.999033333333332,7.8974
2011-05-18 00:00:00+00:00,6.8849912500000015,7.4473825,6.6207,7.1911
2011-05-19 00:00:00+00:00,6.88955,7.3,6.611125,6.7002
2011-05-20 00:00:00+00:00,5.5903616666666665,7.099905000000001,5.5903616666666665,6.910401666666666
2011-05-21 00:00:00+00:00,6.132744285714287,6.431588888888888,5.6086599999999995,5.707233333333334
2011-05-22 00:00:00+00:00,6.736269999999999,6.7593074999999985,6.042529999999998,6.14
2011-05-23 00:00:00+00:00,7.106383999999999,7.4218839999999995,6.69,6.690025
2011-05-24 00:00:00+00:00,7.42,7.495754000000002,6.96,7.12495
2011-05-25 00:00:00+00:00,8.409413571428571,8.938356470588232,7.21612,7.4829550000000005
2011-05-26 00:00:00+00:00,8.77355,8.871955,8.020116,8.259027619047616
2011-05-27 00:00:00+00:00,8.5002,8.805601999999997,8.5002,8.7002
2011-05-28 00:00:00+00:00,8.3001,8.69899,8.1116,8.5168
2011-05-29 00:00:00+00:00,8.4299,8.489925999999999,8.131,8.3001
2011-05-30 00:00:00+00:00,8.800025000000002,8.978255,8.28975,8.418833333333334
2011-05-31 00:00:00+00:00,8.715455,9.451111111111112,8.325620434782612,8.8
2011-06-01 00:00:00+00:00,9.607497500000001,9.686029166666668,8.50005,8.745149999999999
2011-06-02 00:00:00+00:00,10.643019999999998,10.842054545454548,9.501295,9.600003333333332
2011-06-03 00:00:00+00:00,14.317785714285714,14.43502380952381,10.600063636363636,10.600063636363636
2011-06-04 00:00:00+00:00,18.64759333333334,18.64759333333334,14.054714285714288,14.262
2011-06-05 00:00:00+00:00,16.675,18.93489545454545,16.260526315789473,18.916520833333333
2011-06-06 00:00:00+00:00,18.37141428571429,19.229666666666667,16.5202,16.683333333333334
2011-06-07 00:00:00+00:00,23.396988372093016,24.147934782608708,18.260350000000006,18.260350000000006
2011-06-08 00:00:00+00:00,29.64085384615385,31.894607692307684,22.59850769230769,23.873654285714284
2011-06-09 00:00:00+00:00,28.9407,31.49985500000001,26.909635714285702,29.950091428571433
2011-06-10 00:00:00+00:00,23.86174117647059,29.34941,20.07805416666666,28.8266
2011-06-11 00:00:00+00:00,14.651199999999998,23.99000000000001,13.619802272727272,23.9259
2011-06-12 00:00:00+00:00,18.71959,23.80877428571429,10.38475,14.766026666666665
2011-06-13 00:00:00+00:00,19.409272222222214,24.442120000000003,16.461782608695646,18.550426315789476
2011-06-14 00:00:00+00:00,19.32056428571429,20.385675862068968,18.0556,19.79538095238095
2011-06-15 00:00:00+00:00,19.49,19.996059375,19.128441176470584,19.222654545454546
2011-06-16 00:00:00+00:00,17.363817999999995,19.84390909090909,17.363817999999995,19.43042727272727
2011-06-17 00:00:00+00:00,15.834064285714286,18.1192733333333,13.35960740740741,16.864953968253953
2011-06-18 00:00:00+00:00,16.876666666666665,16.942236363636365,15.1176,15.9058125
2011-06-19 00:00:00+00:00,17.405467272497287,18.484259574468087,16.88266666666667,16.88266666666667
2011-06-20 00:00:00+00:00,17.4795582704942,17.622045781621875,17.175776660260688,17.417128488841946
2011-06-21 00:00:00+00:00,17.850482972780885,18.18623811659334,17.47336748298017,17.524938389328426
2011-06-22 00:00:00+00:00,17.906287114865226,17.915129692931533,17.350771835973543,17.826345717562013
2011-06-23 00:00:00+00:00,18.16839759701135,18.5048821061371,17.885035407892396,17.903855558444764
2011-06-24 00:00:00+00:00,18.585396059959713,18.6314477446375,17.47866912549234,18.179617810711843
2011-06-25 00:00:00+00:00,17.943275642315022,18.637333956731602,17.82529048827578,18.568118882886523
2011-06-26 00:00:00+00:00,16.366438571428574,18.184227332122127,14.108853846153846,17.950921811955904
2011-06-27 00:00:00+00:00,16.750066666666665,17.843405333333337,16.062495000000002,16.453663333333335
2011-06-28 00:00:00+00:00,16.943002500000002,17.175,16.524040000000007,16.749992000000002
2011-06-29 00:00:00+00:00,16.899833333333333,17.047261538461534,16.691539999999996,16.948279166666662
2011-06-30 00:00:00+00:00,16.153598125000002,16.992343750000003,15.823578444444443,16.846
2011-07-01 00:00:00+00:00,15.363328181818185,16.700256399999994,15.292192333333334,16.0933575
2011-07-02 00:00:00+00:00,15.4,15.7989,15.33078,15.381676666666667
2011-07-03 00:00:00+00:00,15.440396666666668,15.648951666666667,15.3134,15.37124
2011-07-04 00:00:00+00:00,13.820056,15.487106666666667,13.284014520547943,15.446458000000002
2011-07-05 00:00:00+00:00,12.886805625,14.204615833333335,11.096572777777775,13.872619
2011-07-06 00:00:00+00:00,14.767071111111115,16.378641428571427,12.689218333333335,12.741341999999998
2011-07-07 00:00:00+00:00,14.770078461538462,15.640681875,14.566385714285715,14.779759375000005
2011-07-08 00:00:00+00:00,14.313770000000002,15.09645125,13.9469625,14.783725555555556
