Time,utxo-value-spent-mean-btc-24h
2010-03-25 00:00:00+00:00,70.0610465116279
2010-03-26 00:00:00+00:00,52.6315789473684
2010-03-27 00:00:00+00:00,108.333333333333
2010-03-28 00:00:00+00:00,113.157894736842
2010-03-29 00:00:00+00:00,50.7352941176471
2010-03-30 00:00:00+00:00,50.0
2010-03-31 00:00:00+00:00,58.968
2010-04-01 00:00:00+00:00,50.0
2010-04-02 00:00:00+00:00,50.0
2010-04-03 00:00:00+00:00,68.9392
2010-04-04 00:00:00+00:00,50.0
2010-04-05 00:00:00+00:00,73.3599310344827
2010-04-06 00:00:00+00:00,50.9009900990099
2010-04-07 00:00:00+00:00,52.4108571428571
2010-04-08 00:00:00+00:00,60.5635294117647
2010-04-09 00:00:00+00:00,183.589813664596
2010-04-10 00:00:00+00:00,52.8689716312057
2010-04-11 00:00:00+00:00,93.5442774566474
2010-04-12 00:00:00+00:00,170.216727272727
2010-04-13 00:00:00+00:00,62.1052631578948
2010-04-14 00:00:00+00:00,56.5692105263158
2010-04-15 00:00:00+00:00,162.357163323782
2010-04-16 00:00:00+00:00,58.4284162895928
2010-04-17 00:00:00+00:00,48.7687356321839
2010-04-18 00:00:00+00:00,11.1240665268205
2010-04-19 00:00:00+00:00,79.8100326797386
2010-04-20 00:00:00+00:00,65.472972972973
2010-04-21 00:00:00+00:00,52.4758823529412
2010-04-22 00:00:00+00:00,359.0475
2010-04-23 00:00:00+00:00,52.0267105263158
2010-04-24 00:00:00+00:00,78.2778064516129
2010-04-25 00:00:00+00:00,88.0983425414365
2010-04-26 00:00:00+00:00,114.580094339623
2010-04-27 00:00:00+00:00,94.7633707865169
2010-04-28 00:00:00+00:00,61.4783941605839
2010-04-29 00:00:00+00:00,96.1268965517241
2010-04-30 00:00:00+00:00,1335.22434782609
2010-05-01 00:00:00+00:00,74.2657142857143
2010-05-02 00:00:00+00:00,52.25
2010-05-03 00:00:00+00:00,68.228813559322
2010-05-04 00:00:00+00:00,91.0633816425121
2010-05-05 00:00:00+00:00,108.626628571429
2010-05-06 00:00:00+00:00,55.9894718309859
2010-05-07 00:00:00+00:00,360.042553191489
2010-05-08 00:00:00+00:00,62.6532616487455
2010-05-09 00:00:00+00:00,86.6526315789473
2010-05-10 00:00:00+00:00,57.1856774193548
2010-05-11 00:00:00+00:00,50.0036585365854
2010-05-12 00:00:00+00:00,159.339044117647
2010-05-13 00:00:00+00:00,93.2288888888889
2010-05-14 00:00:00+00:00,16.7137659574468
2010-05-15 00:00:00+00:00,3.14794146341463
2010-05-16 00:00:00+00:00,51.8859574468085
2010-05-17 00:00:00+00:00,78.2954744525547
2010-05-18 00:00:00+00:00,68.2673913043479
2010-05-19 00:00:00+00:00,111.712481751825
2010-05-20 00:00:00+00:00,48.5439240506329
2010-05-21 00:00:00+00:00,216.445434782609
2010-05-22 00:00:00+00:00,167.331573033708
2010-05-23 00:00:00+00:00,109.643582089552
2010-05-24 00:00:00+00:00,53.4700854700855
2010-05-25 00:00:00+00:00,62.396694214876
2010-05-26 00:00:00+00:00,95.1467231638418
2010-05-27 00:00:00+00:00,78.5565053763441
2010-05-28 00:00:00+00:00,274.832803738318
2010-05-29 00:00:00+00:00,273.154320987654
2010-05-30 00:00:00+00:00,63.5151162790698
2010-05-31 00:00:00+00:00,71.46875
2010-06-01 00:00:00+00:00,64.3601801801802
2010-06-02 00:00:00+00:00,100.095789473684
2010-06-03 00:00:00+00:00,41.3423076923077
2010-06-04 00:00:00+00:00,498.882307692308
2010-06-05 00:00:00+00:00,67.741935483871
2010-06-06 00:00:00+00:00,78.9294495412844
2010-06-07 00:00:00+00:00,91.8912162162162
2010-06-08 00:00:00+00:00,71.219696969697
2010-06-09 00:00:00+00:00,460.455859872611
2010-06-10 00:00:00+00:00,355.793595505618
2010-06-11 00:00:00+00:00,67.07
2010-06-12 00:00:00+00:00,117.759166666667
2010-06-13 00:00:00+00:00,96.1621621621621
2010-06-14 00:00:00+00:00,181.133974895397
2010-06-15 00:00:00+00:00,254.063829787234
2010-06-16 00:00:00+00:00,169.817041420118
2010-06-17 00:00:00+00:00,250.441954022989
2010-06-18 00:00:00+00:00,101.637543859649
2010-06-19 00:00:00+00:00,240.217242798354
2010-06-20 00:00:00+00:00,281.9584375
2010-06-21 00:00:00+00:00,255.087852348993
2010-06-22 00:00:00+00:00,187.943614457831
2010-06-23 00:00:00+00:00,278.450704225352
2010-06-24 00:00:00+00:00,206.346305732484
2010-06-25 00:00:00+00:00,250.883116883117
2010-06-26 00:00:00+00:00,890.450606060606
2010-06-27 00:00:00+00:00,113.225225225225
2010-06-28 00:00:00+00:00,379.706302521009
2010-06-29 00:00:00+00:00,170.031625
2010-06-30 00:00:00+00:00,52.855316091954
2010-07-01 00:00:00+00:00,137.172908163265
2010-07-02 00:00:00+00:00,229.383866090713
2010-07-03 00:00:00+00:00,219.578313253012
2010-07-04 00:00:00+00:00,61.0147540983607
2010-07-05 00:00:00+00:00,290.147595628415
2010-07-06 00:00:00+00:00,212.478021978022
2010-07-07 00:00:00+00:00,228.513069767442
2010-07-08 00:00:00+00:00,144.213162393162
2010-07-09 00:00:00+00:00,98.4915254237288
2010-07-10 00:00:00+00:00,110.825621621622
2010-07-11 00:00:00+00:00,175.583605947955
2010-07-12 00:00:00+00:00,1333.0958329062
2010-07-13 00:00:00+00:00,315.954357366771
2010-07-14 00:00:00+00:00,52.1420681265204
2010-07-15 00:00:00+00:00,39.4164003673094
2010-07-16 00:00:00+00:00,62.8421465428277
2010-07-17 00:00:00+00:00,48.0995608782435
2010-07-18 00:00:00+00:00,58.9380555555555
2010-07-19 00:00:00+00:00,84.8017086330934
2010-07-20 00:00:00+00:00,40.8501912568306
2010-07-21 00:00:00+00:00,58.5901271186441
2010-07-22 00:00:00+00:00,134.344474576271
2010-07-23 00:00:00+00:00,67.8118092105263
2010-07-24 00:00:00+00:00,36.8198316498317
2010-07-25 00:00:00+00:00,14.4195557598039
2010-07-26 00:00:00+00:00,70.9811183673469
2010-07-27 00:00:00+00:00,66.8746331236897
2010-07-28 00:00:00+00:00,27.7569967132292
2010-07-29 00:00:00+00:00,10.8859109080525
2010-07-30 00:00:00+00:00,48.8179661016949
2010-07-31 00:00:00+00:00,52.1401689189189
2010-08-01 00:00:00+00:00,906.376577181208
2010-08-02 00:00:00+00:00,202.431114649681
2010-08-03 00:00:00+00:00,59.0139941690963
2010-08-04 00:00:00+00:00,94.2197478991597
2010-08-05 00:00:00+00:00,50.5601115241636
2010-08-06 00:00:00+00:00,45.5441421568628
2010-08-07 00:00:00+00:00,64.9689460154242
2010-08-08 00:00:00+00:00,31.9970588235294
2010-08-09 00:00:00+00:00,55.2594428571429
2010-08-10 00:00:00+00:00,117.203633217993
2010-08-11 00:00:00+00:00,143.309164490862
2010-08-12 00:00:00+00:00,60.3955
2010-08-13 00:00:00+00:00,50.8891001451379
2010-08-14 00:00:00+00:00,37.331198156682
2010-08-15 00:00:00+00:00,71.3779746835443
2010-08-16 00:00:00+00:00,108.936818897638
2010-08-17 00:00:00+00:00,171.219143835616
2010-08-18 00:00:00+00:00,28.7162058371736
2010-08-19 00:00:00+00:00,75.2845018450185
2010-08-20 00:00:00+00:00,76.2330154639175
2010-08-21 00:00:00+00:00,135.238846153846
2010-08-22 00:00:00+00:00,63.4105279503105
2010-08-23 00:00:00+00:00,52.5920414201184
2010-08-24 00:00:00+00:00,28.0131606905711
2010-08-25 00:00:00+00:00,69.1786956521739
2010-08-26 00:00:00+00:00,35.2668069306931
2010-08-27 00:00:00+00:00,112.538431372549
2010-08-28 00:00:00+00:00,46.8437182859155
2010-08-29 00:00:00+00:00,51.2177976190476
2010-08-30 00:00:00+00:00,39.3150852298295
2010-08-31 00:00:00+00:00,52.2145383569571
2010-09-01 00:00:00+00:00,52.477354009854
2010-09-02 00:00:00+00:00,100.686086956812
2010-09-03 00:00:00+00:00,121.862612244898
2010-09-04 00:00:00+00:00,146.470048780488
2010-09-05 00:00:00+00:00,458.895351170568
2010-09-06 00:00:00+00:00,278.974686340959
2010-09-07 00:00:00+00:00,83.2934246575342
2010-09-08 00:00:00+00:00,60.2314334354949
2010-09-09 00:00:00+00:00,101.387982190505
2010-09-10 00:00:00+00:00,45.8683818705502
2010-09-11 00:00:00+00:00,44.8175877192982
2010-09-12 00:00:00+00:00,37.5098585864647
2010-09-13 00:00:00+00:00,237.683427992089
2010-09-14 00:00:00+00:00,74.9853326863366
2010-09-15 00:00:00+00:00,86.2063723466091
2010-09-16 00:00:00+00:00,83.7373123486682
2010-09-17 00:00:00+00:00,97.5364378238343
2010-09-18 00:00:00+00:00,142.093094462541
2010-09-19 00:00:00+00:00,134.202781111601
