Time,investor-capitalization-btc-24h
2011-05-20 00:00:00+00:00,7245840.244699931
2011-05-21 00:00:00+00:00,6738065.0567611
2011-05-22 00:00:00+00:00,6987912.063618619
2011-05-23 00:00:00+00:00,7154253.784728082
2011-05-24 00:00:00+00:00,7272901.207883818
2011-05-25 00:00:00+00:00,7390504.835697891
2011-05-26 00:00:00+00:00,7578784.567414527
2011-05-27 00:00:00+00:00,8285574.729139791
2011-05-28 00:00:00+00:00,8337328.0186470505
2011-05-29 00:00:00+00:00,8391532.166103758
2011-05-30 00:00:00+00:00,8548450.949654672
2011-05-31 00:00:00+00:00,8723045.6538921
2011-06-01 00:00:00+00:00,8858433.191906556
2011-06-02 00:00:00+00:00,9242749.85668531
2011-06-03 00:00:00+00:00,10362684.578981318
2011-06-04 00:00:00+00:00,11016923.27518405
2011-06-05 00:00:00+00:00,11958436.277239092
2011-06-06 00:00:00+00:00,15384983.270405084
2011-06-07 00:00:00+00:00,15974355.975257033
2011-06-08 00:00:00+00:00,20135757.30687407
2011-06-09 00:00:00+00:00,22754931.847775597
2011-06-10 00:00:00+00:00,24975410.193828467
2011-06-11 00:00:00+00:00,25138736.82991212
2011-06-12 00:00:00+00:00,28306683.79543078
2011-06-13 00:00:00+00:00,29204553.999929897
2011-06-14 00:00:00+00:00,31959751.4564891
2011-06-15 00:00:00+00:00,34351141.36418913
2011-06-16 00:00:00+00:00,35268211.48447959
2011-06-17 00:00:00+00:00,35160615.10285927
2011-06-18 00:00:00+00:00,35504667.75478217
2011-06-19 00:00:00+00:00,35703386.98539984
2011-06-20 00:00:00+00:00,35913223.60271736
2011-06-21 00:00:00+00:00,36355389.502869844
2011-06-22 00:00:00+00:00,36364534.75721056
2011-06-23 00:00:00+00:00,36877700.425667815
2011-06-24 00:00:00+00:00,37085363.642970614
2011-06-25 00:00:00+00:00,37161973.81834119
2011-06-26 00:00:00+00:00,37335523.218932055
2011-06-27 00:00:00+00:00,38102393.775811434
2011-06-28 00:00:00+00:00,38563308.81695366
2011-06-29 00:00:00+00:00,38792671.830068186
2011-06-30 00:00:00+00:00,39165590.31803838
2011-07-01 00:00:00+00:00,39058354.89355645
2011-07-02 00:00:00+00:00,38938740.862838246
2011-07-03 00:00:00+00:00,38969409.73884409
2011-07-04 00:00:00+00:00,38868703.76112731
2011-07-05 00:00:00+00:00,38923549.859531164
2011-07-06 00:00:00+00:00,38959771.43072087
2011-07-07 00:00:00+00:00,38956583.043400764
2011-07-08 00:00:00+00:00,38893410.402640395
2011-07-09 00:00:00+00:00,38865120.586602174
2011-07-10 00:00:00+00:00,39081427.702425465
2011-07-11 00:00:00+00:00,39120995.12929657
2011-07-12 00:00:00+00:00,39120970.571712226
2011-07-13 00:00:00+00:00,39146075.02912148
2011-07-14 00:00:00+00:00,39143699.11561157
2011-07-15 00:00:00+00:00,39161215.70923643
2011-07-16 00:00:00+00:00,39130553.57312125
2011-07-17 00:00:00+00:00,39138713.30272295
2011-07-18 00:00:00+00:00,36928477.10860102
2011-07-19 00:00:00+00:00,37041589.5986656
2011-07-20 00:00:00+00:00,36546011.35157126
2011-07-21 00:00:00+00:00,36526686.17729969
2011-07-22 00:00:00+00:00,36496528.743415624
2011-07-23 00:00:00+00:00,36501870.10379963
2011-07-24 00:00:00+00:00,36519594.11164066
2011-07-25 00:00:00+00:00,36561589.624774784
2011-07-26 00:00:00+00:00,36573948.60573835
2011-07-27 00:00:00+00:00,36608233.82342103
2011-07-28 00:00:00+00:00,36529232.04680603
2011-07-29 00:00:00+00:00,36547186.06881752
2011-07-30 00:00:00+00:00,36596923.288658254
2011-07-31 00:00:00+00:00,36526641.70310723
2011-08-01 00:00:00+00:00,36488696.10137254
2011-08-02 00:00:00+00:00,36437893.317250945
2011-08-03 00:00:00+00:00,36094182.45787458
2011-08-04 00:00:00+00:00,36003403.40152907
2011-08-05 00:00:00+00:00,35894807.91623978
2011-08-06 00:00:00+00:00,35413153.35140461
2011-08-07 00:00:00+00:00,35005179.59711021
2011-08-08 00:00:00+00:00,34258405.01401827
2011-08-09 00:00:00+00:00,34351390.5694733
2011-08-10 00:00:00+00:00,34301772.930540964
2011-08-11 00:00:00+00:00,34222528.19633058
2011-08-12 00:00:00+00:00,34186196.50248334
2011-08-13 00:00:00+00:00,34184910.246567376
2011-08-14 00:00:00+00:00,34188308.46158619
2011-08-15 00:00:00+00:00,34279184.2878154
2011-08-16 00:00:00+00:00,34343712.23690423
2011-08-17 00:00:00+00:00,34389721.74581529
2011-08-18 00:00:00+00:00,34412474.67824705
2011-08-19 00:00:00+00:00,34433485.336883046
