Time,receiving-addresses-btc-24h
2011-01-02 00:00:00+00:00,565
2011-01-03 00:00:00+00:00,867
2011-01-04 00:00:00+00:00,766
2011-01-05 00:00:00+00:00,957
2011-01-06 00:00:00+00:00,701
2011-01-07 00:00:00+00:00,841
2011-01-08 00:00:00+00:00,1093
2011-01-09 00:00:00+00:00,969
2011-01-10 00:00:00+00:00,1025
2011-01-11 00:00:00+00:00,1085
2011-01-12 00:00:00+00:00,872
2011-01-13 00:00:00+00:00,964
2011-01-14 00:00:00+00:00,915
2011-01-15 00:00:00+00:00,1014
2011-01-16 00:00:00+00:00,1040
2011-01-17 00:00:00+00:00,935
2011-01-18 00:00:00+00:00,985
2011-01-19 00:00:00+00:00,1052
2011-01-20 00:00:00+00:00,1020
2011-01-21 00:00:00+00:00,1346
2011-01-22 00:00:00+00:00,1543
2011-01-23 00:00:00+00:00,1243
2011-01-24 00:00:00+00:00,1485
2011-01-25 00:00:00+00:00,1010
2011-01-26 00:00:00+00:00,1071
2011-01-27 00:00:00+00:00,959
2011-01-28 00:00:00+00:00,1245
2011-01-29 00:00:00+00:00,1533
2011-01-30 00:00:00+00:00,2696
2011-01-31 00:00:00+00:00,1607
2011-02-01 00:00:00+00:00,1172
2011-02-02 00:00:00+00:00,969
2011-02-03 00:00:00+00:00,829
2011-02-04 00:00:00+00:00,975
2011-02-05 00:00:00+00:00,876
2011-02-06 00:00:00+00:00,925
2011-02-07 00:00:00+00:00,888
2011-02-08 00:00:00+00:00,924
2011-02-09 00:00:00+00:00,1534
2011-02-10 00:00:00+00:00,2833
2011-02-11 00:00:00+00:00,3494
2011-02-12 00:00:00+00:00,2676
2011-02-13 00:00:00+00:00,2428
2011-02-14 00:00:00+00:00,2633
2011-02-15 00:00:00+00:00,2668
2011-02-16 00:00:00+00:00,2325
2011-02-17 00:00:00+00:00,2916
2011-02-18 00:00:00+00:00,2780
2011-02-19 00:00:00+00:00,2152
2011-02-20 00:00:00+00:00,2554
2011-02-21 00:00:00+00:00,2707
2011-02-22 00:00:00+00:00,3019
2011-02-23 00:00:00+00:00,3044
2011-02-24 00:00:00+00:00,2876
2011-02-25 00:00:00+00:00,2734
2011-02-26 00:00:00+00:00,2584
2011-02-27 00:00:00+00:00,2878
2011-02-28 00:00:00+00:00,2360
2011-03-01 00:00:00+00:00,4290
2011-03-02 00:00:00+00:00,2811
2011-03-03 00:00:00+00:00,4216
2011-03-04 00:00:00+00:00,2581
2011-03-05 00:00:00+00:00,2646
2011-03-06 00:00:00+00:00,2596
2011-03-07 00:00:00+00:00,2646
2011-03-08 00:00:00+00:00,3296
2011-03-09 00:00:00+00:00,2689
2011-03-10 00:00:00+00:00,2409
2011-03-11 00:00:00+00:00,2449
2011-03-12 00:00:00+00:00,2582
2011-03-13 00:00:00+00:00,2373
2011-03-14 00:00:00+00:00,2049
2011-03-15 00:00:00+00:00,2737
2011-03-16 00:00:00+00:00,2405
2011-03-17 00:00:00+00:00,2641
2011-03-18 00:00:00+00:00,2421
2011-03-19 00:00:00+00:00,2636
2011-03-20 00:00:00+00:00,3884
2011-03-21 00:00:00+00:00,4048
2011-03-22 00:00:00+00:00,3221
2011-03-23 00:00:00+00:00,5955
2011-03-24 00:00:00+00:00,3523
2011-03-25 00:00:00+00:00,3248
2011-03-26 00:00:00+00:00,4006
2011-03-27 00:00:00+00:00,3967
2011-03-28 00:00:00+00:00,4057
2011-03-29 00:00:00+00:00,3803
2011-03-30 00:00:00+00:00,2868
2011-03-31 00:00:00+00:00,3356
2011-04-01 00:00:00+00:00,2538
2011-04-02 00:00:00+00:00,2698
2011-04-03 00:00:00+00:00,2914
2011-04-04 00:00:00+00:00,3651
2011-04-05 00:00:00+00:00,3383
2011-04-06 00:00:00+00:00,3064
2011-04-07 00:00:00+00:00,2656
2011-04-08 00:00:00+00:00,2836
2011-04-09 00:00:00+00:00,2913
2011-04-10 00:00:00+00:00,2734
2011-04-11 00:00:00+00:00,3076
2011-04-12 00:00:00+00:00,3210
2011-04-13 00:00:00+00:00,3464
2011-04-14 00:00:00+00:00,5009
2011-04-15 00:00:00+00:00,3026
2011-04-16 00:00:00+00:00,3104
2011-04-17 00:00:00+00:00,3369
2011-04-18 00:00:00+00:00,4323
2011-04-19 00:00:00+00:00,5150
2011-04-20 00:00:00+00:00,4177
2011-04-21 00:00:00+00:00,3182
2011-04-22 00:00:00+00:00,3235
2011-04-23 00:00:00+00:00,3683
2011-04-24 00:00:00+00:00,3506
2011-04-25 00:00:00+00:00,4047
2011-04-26 00:00:00+00:00,4964
2011-04-27 00:00:00+00:00,6142
2011-04-28 00:00:00+00:00,4880
2011-04-29 00:00:00+00:00,5407
2011-04-30 00:00:00+00:00,6675
2011-05-01 00:00:00+00:00,6056
2011-05-02 00:00:00+00:00,4670
2011-05-03 00:00:00+00:00,4801
2011-05-04 00:00:00+00:00,4843
2011-05-05 00:00:00+00:00,5585
2011-05-06 00:00:00+00:00,5525
2011-05-07 00:00:00+00:00,5781
2011-05-08 00:00:00+00:00,4917
2011-05-09 00:00:00+00:00,5742
2011-05-10 00:00:00+00:00,5284
2011-05-11 00:00:00+00:00,5335
2011-05-12 00:00:00+00:00,5491
2011-05-13 00:00:00+00:00,7175
2011-05-14 00:00:00+00:00,7228
2011-05-15 00:00:00+00:00,6561
2011-05-16 00:00:00+00:00,9626
2011-05-17 00:00:00+00:00,8624
2011-05-18 00:00:00+00:00,10461
2011-05-19 00:00:00+00:00,10028
2011-05-20 00:00:00+00:00,9448
2011-05-21 00:00:00+00:00,8822
2011-05-22 00:00:00+00:00,9092
2011-05-23 00:00:00+00:00,9945
2011-05-24 00:00:00+00:00,11179
2011-05-25 00:00:00+00:00,12325
2011-05-26 00:00:00+00:00,11735
2011-05-27 00:00:00+00:00,8622
2011-05-28 00:00:00+00:00,9544
2011-05-29 00:00:00+00:00,8978
2011-05-30 00:00:00+00:00,10726
2011-05-31 00:00:00+00:00,11571
2011-06-01 00:00:00+00:00,11534
2011-06-02 00:00:00+00:00,12613
2011-06-03 00:00:00+00:00,14641
2011-06-04 00:00:00+00:00,16535
2011-06-05 00:00:00+00:00,15131
2011-06-06 00:00:00+00:00,17449
2011-06-07 00:00:00+00:00,15823
2011-06-08 00:00:00+00:00,20931
2011-06-09 00:00:00+00:00,22314
2011-06-10 00:00:00+00:00,20586
2011-06-11 00:00:00+00:00,20006
2011-06-12 00:00:00+00:00,22655
2011-06-13 00:00:00+00:00,21368
2011-06-14 00:00:00+00:00,25382
2011-06-15 00:00:00+00:00,23390
2011-06-16 00:00:00+00:00,24166
2011-06-17 00:00:00+00:00,21912
2011-06-18 00:00:00+00:00,22542
2011-06-19 00:00:00+00:00,23494
2011-06-20 00:00:00+00:00,22112
2011-06-21 00:00:00+00:00,21127
2011-06-22 00:00:00+00:00,23480
2011-06-23 00:00:00+00:00,21121
2011-06-24 00:00:00+00:00,21661
2011-06-25 00:00:00+00:00,19172
2011-06-26 00:00:00+00:00,19767
2011-06-27 00:00:00+00:00,24112
2011-06-28 00:00:00+00:00,22202
2011-06-29 00:00:00+00:00,20871
2011-06-30 00:00:00+00:00,19739
2011-07-01 00:00:00+00:00,26718
2011-07-02 00:00:00+00:00,29374
2011-07-03 00:00:00+00:00,19574
2011-07-04 00:00:00+00:00,20349
2011-07-05 00:00:00+00:00,19435
2011-07-06 00:00:00+00:00,22520
2011-07-07 00:00:00+00:00,19490
2011-07-08 00:00:00+00:00,21077
2011-07-09 00:00:00+00:00,19345
2011-07-10 00:00:00+00:00,25113
2011-07-11 00:00:00+00:00,22085
2011-07-12 00:00:00+00:00,19492
2011-07-13 00:00:00+00:00,23644
2011-07-14 00:00:00+00:00,25695
2011-07-15 00:00:00+00:00,21014
2011-07-16 00:00:00+00:00,20543
2011-07-17 00:00:00+00:00,21180
2011-07-18 00:00:00+00:00,21198
2011-07-19 00:00:00+00:00,21433
2011-07-20 00:00:00+00:00,21633
2011-07-21 00:00:00+00:00,21855
2011-07-22 00:00:00+00:00,21198
2011-07-23 00:00:00+00:00,19137
2011-07-24 00:00:00+00:00,20225
2011-07-25 00:00:00+00:00,23186
2011-07-26 00:00:00+00:00,20160
2011-07-27 00:00:00+00:00,20630
2011-07-28 00:00:00+00:00,21602
2011-07-29 00:00:00+00:00,19520
2011-07-30 00:00:00+00:00,17189
2011-07-31 00:00:00+00:00,21443
2011-08-01 00:00:00+00:00,20533
2011-08-02 00:00:00+00:00,18254
2011-08-03 00:00:00+00:00,14572
2011-08-04 00:00:00+00:00,15429
2011-08-05 00:00:00+00:00,18622
2011-08-06 00:00:00+00:00,17060
2011-08-07 00:00:00+00:00,17259
2011-08-08 00:00:00+00:00,17966
2011-08-09 00:00:00+00:00,20259
2011-08-10 00:00:00+00:00,16201
2011-08-11 00:00:00+00:00,14872
2011-08-12 00:00:00+00:00,13625
2011-08-13 00:00:00+00:00,16292
2011-08-14 00:00:00+00:00,18177
2011-08-15 00:00:00+00:00,15581
2011-08-16 00:00:00+00:00,17244
2011-08-17 00:00:00+00:00,16662
2011-08-18 00:00:00+00:00,17676
2011-08-19 00:00:00+00:00,18932
2011-08-20 00:00:00+00:00,18345
2011-08-21 00:00:00+00:00,19626
2011-08-22 00:00:00+00:00,21977
2011-08-23 00:00:00+00:00,19391
2011-08-24 00:00:00+00:00,18734
2011-08-25 00:00:00+00:00,19604
2011-08-26 00:00:00+00:00,17412
2011-08-27 00:00:00+00:00,16747
2011-08-28 00:00:00+00:00,15994
2011-08-29 00:00:00+00:00,16312
2011-08-30 00:00:00+00:00,14833
2011-08-31 00:00:00+00:00,14262
2011-09-01 00:00:00+00:00,13555
2011-09-02 00:00:00+00:00,13518
2011-09-03 00:00:00+00:00,12048
2011-09-04 00:00:00+00:00,14801
2011-09-05 00:00:00+00:00,14950
2011-09-06 00:00:00+00:00,15263
2011-09-07 00:00:00+00:00,13668
2011-09-08 00:00:00+00:00,12588
2011-09-09 00:00:00+00:00,13996
2011-09-10 00:00:00+00:00,11869
2011-09-11 00:00:00+00:00,12479
2011-09-12 00:00:00+00:00,13124
2011-09-13 00:00:00+00:00,12386
2011-09-14 00:00:00+00:00,12014
2011-09-15 00:00:00+00:00,12671
2011-09-16 00:00:00+00:00,11787
2011-09-17 00:00:00+00:00,10717
2011-09-18 00:00:00+00:00,11899
2011-09-19 00:00:00+00:00,12966
2011-09-20 00:00:00+00:00,18399
2011-09-21 00:00:00+00:00,13447
2011-09-22 00:00:00+00:00,14896
2011-09-23 00:00:00+00:00,17710
2011-09-24 00:00:00+00:00,16845
2011-09-25 00:00:00+00:00,17075
2011-09-26 00:00:00+00:00,15521
2011-09-27 00:00:00+00:00,16082
2011-09-28 00:00:00+00:00,11518
2011-09-29 00:00:00+00:00,10739
2011-09-30 00:00:00+00:00,10992
2011-10-01 00:00:00+00:00,10356
2011-10-02 00:00:00+00:00,9737
2011-10-03 00:00:00+00:00,11544
2011-10-04 00:00:00+00:00,11007
2011-10-05 00:00:00+00:00,11321
2011-10-06 00:00:00+00:00,11535
2011-10-07 00:00:00+00:00,11182
2011-10-08 00:00:00+00:00,10260
2011-10-09 00:00:00+00:00,10328
2011-10-10 00:00:00+00:00,11097
2011-10-11 00:00:00+00:00,11301
2011-10-12 00:00:00+00:00,11150
2011-10-13 00:00:00+00:00,9355
2011-10-14 00:00:00+00:00,11140
2011-10-15 00:00:00+00:00,10603
2011-10-16 00:00:00+00:00,9343
2011-10-17 00:00:00+00:00,11005
2011-10-18 00:00:00+00:00,9696
2011-10-19 00:00:00+00:00,9756
2011-10-20 00:00:00+00:00,9054
2011-10-21 00:00:00+00:00,9904
2011-10-22 00:00:00+00:00,9726
2011-10-23 00:00:00+00:00,10652
2011-10-24 00:00:00+00:00,11071
2011-10-25 00:00:00+00:00,10524
2011-10-26 00:00:00+00:00,9937
2011-10-27 00:00:00+00:00,9026
2011-10-28 00:00:00+00:00,9729
2011-10-29 00:00:00+00:00,10343
2011-10-30 00:00:00+00:00,9207
2011-10-31 00:00:00+00:00,9684
2011-11-01 00:00:00+00:00,10300
2011-11-02 00:00:00+00:00,10540
2011-11-03 00:00:00+00:00,10416
2011-11-04 00:00:00+00:00,12117
2011-11-05 00:00:00+00:00,10713
2011-11-06 00:00:00+00:00,9452
2011-11-07 00:00:00+00:00,10044
2011-11-08 00:00:00+00:00,10963
2011-11-09 00:00:00+00:00,11525
2011-11-10 00:00:00+00:00,11714
2011-11-11 00:00:00+00:00,9461
2011-11-12 00:00:00+00:00,9684
2011-11-13 00:00:00+00:00,9914
2011-11-14 00:00:00+00:00,10624
2011-11-15 00:00:00+00:00,11102
2011-11-16 00:00:00+00:00,10574
2011-11-17 00:00:00+00:00,9450
2011-11-18 00:00:00+00:00,9905
2011-11-19 00:00:00+00:00,7918
2011-11-20 00:00:00+00:00,8216
2011-11-21 00:00:00+00:00,7828
2011-11-22 00:00:00+00:00,8702
2011-11-23 00:00:00+00:00,8545
2011-11-24 00:00:00+00:00,8011
2011-11-25 00:00:00+00:00,9193
2011-11-26 00:00:00+00:00,7755
2011-11-27 00:00:00+00:00,8325
2011-11-28 00:00:00+00:00,9735
2011-11-29 00:00:00+00:00,10965
2011-11-30 00:00:00+00:00,10736
2011-12-01 00:00:00+00:00,10785
2011-12-02 00:00:00+00:00,10339
2011-12-03 00:00:00+00:00,9146
2011-12-04 00:00:00+00:00,9081
2011-12-05 00:00:00+00:00,10064
2011-12-06 00:00:00+00:00,12024
2011-12-07 00:00:00+00:00,9784
2011-12-08 00:00:00+00:00,9356
2011-12-09 00:00:00+00:00,9046
2011-12-10 00:00:00+00:00,9147
2011-12-11 00:00:00+00:00,8507
2011-12-12 00:00:00+00:00,8229
2011-12-13 00:00:00+00:00,9299
2011-12-14 00:00:00+00:00,9159
2011-12-15 00:00:00+00:00,7618
2011-12-16 00:00:00+00:00,7923
2011-12-17 00:00:00+00:00,7826
2011-12-18 00:00:00+00:00,7775
2011-12-19 00:00:00+00:00,9645
2011-12-20 00:00:00+00:00,10061
2011-12-21 00:00:00+00:00,8816
2011-12-22 00:00:00+00:00,9314
2011-12-23 00:00:00+00:00,9312
2011-12-24 00:00:00+00:00,7539
2011-12-25 00:00:00+00:00,8744
2011-12-26 00:00:00+00:00,9078
2011-12-27 00:00:00+00:00,8621
2011-12-28 00:00:00+00:00,8063
2011-12-29 00:00:00+00:00,8665
2011-12-30 00:00:00+00:00,7916
2011-12-31 00:00:00+00:00,7827
2012-01-01 00:00:00+00:00,8272
2012-01-02 00:00:00+00:00,8691
2012-01-03 00:00:00+00:00,9234
2012-01-04 00:00:00+00:00,9351
2012-01-05 00:00:00+00:00,11273
2012-01-06 00:00:00+00:00,10740
2012-01-07 00:00:00+00:00,9478
2012-01-08 00:00:00+00:00,10408
2012-01-09 00:00:00+00:00,9976
2012-01-10 00:00:00+00:00,11142
2012-01-11 00:00:00+00:00,11487
2012-01-12 00:00:00+00:00,10503
2012-01-13 00:00:00+00:00,10841
2012-01-14 00:00:00+00:00,11330
2012-01-15 00:00:00+00:00,10051
2012-01-16 00:00:00+00:00,11191
2012-01-17 00:00:00+00:00,10780
2012-01-18 00:00:00+00:00,10962
2012-01-19 00:00:00+00:00,11225
2012-01-20 00:00:00+00:00,10686
2012-01-21 00:00:00+00:00,10167
2012-01-22 00:00:00+00:00,8660
2012-01-23 00:00:00+00:00,10154
2012-01-24 00:00:00+00:00,11384
2012-01-25 00:00:00+00:00,12576
2012-01-26 00:00:00+00:00,10731
2012-01-27 00:00:00+00:00,10539
2012-01-28 00:00:00+00:00,9879
2012-01-29 00:00:00+00:00,10277
2012-01-30 00:00:00+00:00,10410
2012-01-31 00:00:00+00:00,11344
2012-02-01 00:00:00+00:00,11025
2012-02-02 00:00:00+00:00,12065
2012-02-03 00:00:00+00:00,12090
2012-02-04 00:00:00+00:00,11916
2012-02-05 00:00:00+00:00,10987
2012-02-06 00:00:00+00:00,10266
2012-02-07 00:00:00+00:00,11171
2012-02-08 00:00:00+00:00,11343
2012-02-09 00:00:00+00:00,11655
2012-02-10 00:00:00+00:00,12390
2012-02-11 00:00:00+00:00,11172
2012-02-12 00:00:00+00:00,10900
2012-02-13 00:00:00+00:00,12275
2012-02-14 00:00:00+00:00,13924
2012-02-15 00:00:00+00:00,13916
2012-02-16 00:00:00+00:00,14197
2012-02-17 00:00:00+00:00,10618
2012-02-18 00:00:00+00:00,11012
2012-02-19 00:00:00+00:00,10088
2012-02-20 00:00:00+00:00,10731
2012-02-21 00:00:00+00:00,10873
2012-02-22 00:00:00+00:00,11846
2012-02-23 00:00:00+00:00,13065
2012-02-24 00:00:00+00:00,11749
2012-02-25 00:00:00+00:00,10556
2012-02-26 00:00:00+00:00,9897
2012-02-27 00:00:00+00:00,11108
2012-02-28 00:00:00+00:00,11839
2012-02-29 00:00:00+00:00,11643
2012-03-01 00:00:00+00:00,11382
2012-03-02 00:00:00+00:00,12721
2012-03-03 00:00:00+00:00,9246
2012-03-04 00:00:00+00:00,11584
2012-03-05 00:00:00+00:00,12081
2012-03-06 00:00:00+00:00,11107
2012-03-07 00:00:00+00:00,11512
2012-03-08 00:00:00+00:00,11633
2012-03-09 00:00:00+00:00,11510
2012-03-10 00:00:00+00:00,9485
2012-03-11 00:00:00+00:00,9453
2012-03-12 00:00:00+00:00,10704
2012-03-13 00:00:00+00:00,12533
2012-03-14 00:00:00+00:00,11711
2012-03-15 00:00:00+00:00,10941
2012-03-16 00:00:00+00:00,11795
2012-03-17 00:00:00+00:00,11911
2012-03-18 00:00:00+00:00,10459
2012-03-19 00:00:00+00:00,11166
2012-03-20 00:00:00+00:00,11643
2012-03-21 00:00:00+00:00,12010
2012-03-22 00:00:00+00:00,11596
2012-03-23 00:00:00+00:00,10326
2012-03-24 00:00:00+00:00,10437
2012-03-25 00:00:00+00:00,10083
2012-03-26 00:00:00+00:00,11392
2012-03-27 00:00:00+00:00,11292
2012-03-28 00:00:00+00:00,12009
2012-03-29 00:00:00+00:00,12424
2012-03-30 00:00:00+00:00,11205
2012-03-31 00:00:00+00:00,10445
2012-04-01 00:00:00+00:00,9338
2012-04-02 00:00:00+00:00,10833
2012-04-03 00:00:00+00:00,12812
2012-04-04 00:00:00+00:00,12038
2012-04-05 00:00:00+00:00,11714
2012-04-06 00:00:00+00:00,11430
2012-04-07 00:00:00+00:00,10403
2012-04-08 00:00:00+00:00,10314
2012-04-09 00:00:00+00:00,11186
2012-04-10 00:00:00+00:00,13055
2012-04-11 00:00:00+00:00,13569
2012-04-12 00:00:00+00:00,13571
2012-04-13 00:00:00+00:00,11545
2012-04-14 00:00:00+00:00,12819
2012-04-15 00:00:00+00:00,11891
2012-04-16 00:00:00+00:00,14157
2012-04-17 00:00:00+00:00,13202
2012-04-18 00:00:00+00:00,14158
2012-04-19 00:00:00+00:00,12787
2012-04-20 00:00:00+00:00,14077
2012-04-21 00:00:00+00:00,11855
2012-04-22 00:00:00+00:00,10949
2012-04-23 00:00:00+00:00,12206
2012-04-24 00:00:00+00:00,12813
2012-04-25 00:00:00+00:00,13090
2012-04-26 00:00:00+00:00,14352
2012-04-27 00:00:00+00:00,12423
2012-04-28 00:00:00+00:00,11888
2012-04-29 00:00:00+00:00,11971
2012-04-30 00:00:00+00:00,14685
2012-05-01 00:00:00+00:00,15041
2012-05-02 00:00:00+00:00,15022
2012-05-03 00:00:00+00:00,17136
2012-05-04 00:00:00+00:00,17220
2012-05-05 00:00:00+00:00,15748
2012-05-06 00:00:00+00:00,14691
2012-05-07 00:00:00+00:00,19778
2012-05-08 00:00:00+00:00,19034
2012-05-09 00:00:00+00:00,19696
2012-05-10 00:00:00+00:00,15639
2012-05-11 00:00:00+00:00,20539
2012-05-12 00:00:00+00:00,18575
2012-05-13 00:00:00+00:00,16525
2012-05-14 00:00:00+00:00,27228
2012-05-15 00:00:00+00:00,22115
2012-05-16 00:00:00+00:00,19814
2012-05-17 00:00:00+00:00,17990
2012-05-18 00:00:00+00:00,21453
2012-05-19 00:00:00+00:00,26361
2012-05-20 00:00:00+00:00,24278
2012-05-21 00:00:00+00:00,25044
2012-05-22 00:00:00+00:00,21823
2012-05-23 00:00:00+00:00,23667
2012-05-24 00:00:00+00:00,22713
2012-05-25 00:00:00+00:00,23866
2012-05-26 00:00:00+00:00,20241
2012-05-27 00:00:00+00:00,21271
2012-05-28 00:00:00+00:00,23646
2012-05-29 00:00:00+00:00,25715
2012-05-30 00:00:00+00:00,22639
2012-05-31 00:00:00+00:00,22069
2012-06-01 00:00:00+00:00,23039
2012-06-02 00:00:00+00:00,15676
2012-06-03 00:00:00+00:00,25541
2012-06-04 00:00:00+00:00,32900
2012-06-05 00:00:00+00:00,34015
2012-06-06 00:00:00+00:00,18630
2012-06-07 00:00:00+00:00,26564
2012-06-08 00:00:00+00:00,21455
2012-06-09 00:00:00+00:00,24689
2012-06-10 00:00:00+00:00,28115
2012-06-11 00:00:00+00:00,25569
2012-06-12 00:00:00+00:00,17629
2012-06-13 00:00:00+00:00,38750
2012-06-14 00:00:00+00:00,39582
2012-06-15 00:00:00+00:00,37621
2012-06-16 00:00:00+00:00,32074
2012-06-17 00:00:00+00:00,32125
2012-06-18 00:00:00+00:00,31015
2012-06-19 00:00:00+00:00,27692
2012-06-20 00:00:00+00:00,25019
2012-06-21 00:00:00+00:00,22979
2012-06-22 00:00:00+00:00,22731
2012-06-23 00:00:00+00:00,22587
2012-06-24 00:00:00+00:00,22234
2012-06-25 00:00:00+00:00,26303
2012-06-26 00:00:00+00:00,28568
2012-06-27 00:00:00+00:00,30240
2012-06-28 00:00:00+00:00,25907
2012-06-29 00:00:00+00:00,26015
2012-06-30 00:00:00+00:00,25324
2012-07-01 00:00:00+00:00,24878
2012-07-02 00:00:00+00:00,28725
2012-07-03 00:00:00+00:00,26597
2012-07-04 00:00:00+00:00,24127
2012-07-05 00:00:00+00:00,21667
2012-07-06 00:00:00+00:00,22684
2012-07-07 00:00:00+00:00,25436
2012-07-08 00:00:00+00:00,21550
2012-07-09 00:00:00+00:00,25095
2012-07-10 00:00:00+00:00,30106
2012-07-11 00:00:00+00:00,27576
2012-07-12 00:00:00+00:00,26767
2012-07-13 00:00:00+00:00,23820
2012-07-14 00:00:00+00:00,23500
2012-07-15 00:00:00+00:00,24005
2012-07-16 00:00:00+00:00,29755
2012-07-17 00:00:00+00:00,32260
2012-07-18 00:00:00+00:00,27279
2012-07-19 00:00:00+00:00,27230
2012-07-20 00:00:00+00:00,29985
2012-07-21 00:00:00+00:00,29114
2012-07-22 00:00:00+00:00,31823
2012-07-23 00:00:00+00:00,33083
2012-07-24 00:00:00+00:00,28394
2012-07-25 00:00:00+00:00,25250
2012-07-26 00:00:00+00:00,24668
2012-07-27 00:00:00+00:00,26195
2012-07-28 00:00:00+00:00,31012
2012-07-29 00:00:00+00:00,27412
2012-07-30 00:00:00+00:00,28675
2012-07-31 00:00:00+00:00,44972
2012-08-01 00:00:00+00:00,31572
2012-08-02 00:00:00+00:00,32484
2012-08-03 00:00:00+00:00,28748
2012-08-04 00:00:00+00:00,27806
2012-08-05 00:00:00+00:00,29599
2012-08-06 00:00:00+00:00,34137
2012-08-07 00:00:00+00:00,31933
2012-08-08 00:00:00+00:00,38953
2012-08-09 00:00:00+00:00,29969
2012-08-10 00:00:00+00:00,30036
2012-08-11 00:00:00+00:00,29834
2012-08-12 00:00:00+00:00,31142
2012-08-13 00:00:00+00:00,39015
2012-08-14 00:00:00+00:00,32859
2012-08-15 00:00:00+00:00,37141
2012-08-16 00:00:00+00:00,47219
2012-08-17 00:00:00+00:00,43710
2012-08-18 00:00:00+00:00,39948
2012-08-19 00:00:00+00:00,34220
2012-08-20 00:00:00+00:00,33519
2012-08-21 00:00:00+00:00,41240
2012-08-22 00:00:00+00:00,38190
2012-08-23 00:00:00+00:00,35008
2012-08-24 00:00:00+00:00,34706
2012-08-25 00:00:00+00:00,29138
2012-08-26 00:00:00+00:00,27444
2012-08-27 00:00:00+00:00,30714
2012-08-28 00:00:00+00:00,31407
2012-08-29 00:00:00+00:00,32185
2012-08-30 00:00:00+00:00,28165
2012-08-31 00:00:00+00:00,38825
2012-09-01 00:00:00+00:00,36091
2012-09-02 00:00:00+00:00,28404
2012-09-03 00:00:00+00:00,27551
2012-09-04 00:00:00+00:00,33029
2012-09-05 00:00:00+00:00,34233
2012-09-06 00:00:00+00:00,37536
2012-09-07 00:00:00+00:00,32933
2012-09-08 00:00:00+00:00,27647
2012-09-09 00:00:00+00:00,32560
2012-09-10 00:00:00+00:00,30088
2012-09-11 00:00:00+00:00,36437
2012-09-12 00:00:00+00:00,28148
2012-09-13 00:00:00+00:00,27229
2012-09-14 00:00:00+00:00,30779
2012-09-15 00:00:00+00:00,24818
2012-09-16 00:00:00+00:00,25265
2012-09-17 00:00:00+00:00,26013
2012-09-18 00:00:00+00:00,31946
2012-09-19 00:00:00+00:00,34328
2012-09-20 00:00:00+00:00,36963
2012-09-21 00:00:00+00:00,28929
2012-09-22 00:00:00+00:00,21812
2012-09-23 00:00:00+00:00,23520
2012-09-24 00:00:00+00:00,26594
2012-09-25 00:00:00+00:00,33721
2012-09-26 00:00:00+00:00,36096
2012-09-27 00:00:00+00:00,31397
2012-09-28 00:00:00+00:00,36231
2012-09-29 00:00:00+00:00,26870
2012-09-30 00:00:00+00:00,24787
2012-10-01 00:00:00+00:00,30467
2012-10-02 00:00:00+00:00,37747
2012-10-03 00:00:00+00:00,33296
2012-10-04 00:00:00+00:00,36809
2012-10-05 00:00:00+00:00,34956
2012-10-06 00:00:00+00:00,30976
2012-10-07 00:00:00+00:00,32931
2012-10-08 00:00:00+00:00,37820
2012-10-09 00:00:00+00:00,37949
2012-10-10 00:00:00+00:00,35677
2012-10-11 00:00:00+00:00,31472
2012-10-12 00:00:00+00:00,35121
2012-10-13 00:00:00+00:00,29373
2012-10-14 00:00:00+00:00,29983
2012-10-15 00:00:00+00:00,33413
2012-10-16 00:00:00+00:00,31502
2012-10-17 00:00:00+00:00,34648
2012-10-18 00:00:00+00:00,34212
2012-10-19 00:00:00+00:00,29037
2012-10-20 00:00:00+00:00,32135
2012-10-21 00:00:00+00:00,31132
2012-10-22 00:00:00+00:00,32938
2012-10-23 00:00:00+00:00,30615
2012-10-24 00:00:00+00:00,32264
2012-10-25 00:00:00+00:00,28226
2012-10-26 00:00:00+00:00,27509
2012-10-27 00:00:00+00:00,21694
2012-10-28 00:00:00+00:00,20952
2012-10-29 00:00:00+00:00,22283
2012-10-30 00:00:00+00:00,27125
2012-10-31 00:00:00+00:00,25708
2012-11-01 00:00:00+00:00,23574
2012-11-02 00:00:00+00:00,26058
2012-11-03 00:00:00+00:00,25278
2012-11-04 00:00:00+00:00,22458
2012-11-05 00:00:00+00:00,28580
2012-11-06 00:00:00+00:00,31163
2012-11-07 00:00:00+00:00,32777
2012-11-08 00:00:00+00:00,29337
2012-11-09 00:00:00+00:00,28224
2012-11-10 00:00:00+00:00,23378
2012-11-11 00:00:00+00:00,23998
2012-11-12 00:00:00+00:00,23422
2012-11-13 00:00:00+00:00,25244
2012-11-14 00:00:00+00:00,28052
2012-11-15 00:00:00+00:00,34741
2012-11-16 00:00:00+00:00,35743
2012-11-17 00:00:00+00:00,43857
2012-11-18 00:00:00+00:00,33039
2012-11-19 00:00:00+00:00,33060
2012-11-20 00:00:00+00:00,34327
2012-11-21 00:00:00+00:00,33200
2012-11-22 00:00:00+00:00,31956
2012-11-23 00:00:00+00:00,25859
2012-11-24 00:00:00+00:00,27661
2012-11-25 00:00:00+00:00,27549
2012-11-26 00:00:00+00:00,31458
2012-11-27 00:00:00+00:00,30157
2012-11-28 00:00:00+00:00,33830
2012-11-29 00:00:00+00:00,31128
2012-11-30 00:00:00+00:00,28760
2012-12-01 00:00:00+00:00,26346
