Time,utx-os-spent-btc-24h
2011-01-06 00:00:00+00:00,903
2011-01-07 00:00:00+00:00,1066
2011-01-08 00:00:00+00:00,1555
2011-01-09 00:00:00+00:00,1424
2011-01-10 00:00:00+00:00,1491
2011-01-11 00:00:00+00:00,1627
2011-01-12 00:00:00+00:00,1280
2011-01-13 00:00:00+00:00,1655
2011-01-14 00:00:00+00:00,1600
2011-01-15 00:00:00+00:00,1205
2011-01-16 00:00:00+00:00,1174
2011-01-17 00:00:00+00:00,886
2011-01-18 00:00:00+00:00,1067
2011-01-19 00:00:00+00:00,1157
2011-01-20 00:00:00+00:00,978
2011-01-21 00:00:00+00:00,1599
2011-01-22 00:00:00+00:00,2269
2011-01-23 00:00:00+00:00,1622
2011-01-24 00:00:00+00:00,1773
2011-01-25 00:00:00+00:00,991
2011-01-26 00:00:00+00:00,1201
2011-01-27 00:00:00+00:00,1250
2011-01-28 00:00:00+00:00,1324
2011-01-29 00:00:00+00:00,2059
2011-01-30 00:00:00+00:00,4419
2011-01-31 00:00:00+00:00,2237
2011-02-01 00:00:00+00:00,1932
2011-02-02 00:00:00+00:00,1212
2011-02-03 00:00:00+00:00,937
2011-02-04 00:00:00+00:00,1161
2011-02-05 00:00:00+00:00,1166
2011-02-06 00:00:00+00:00,1260
2011-02-07 00:00:00+00:00,1019
2011-02-08 00:00:00+00:00,1024
2011-02-09 00:00:00+00:00,1481
2011-02-10 00:00:00+00:00,2885
2011-02-11 00:00:00+00:00,2967
2011-02-12 00:00:00+00:00,2475
2011-02-13 00:00:00+00:00,2244
2011-02-14 00:00:00+00:00,3325
2011-02-15 00:00:00+00:00,2687
2011-02-16 00:00:00+00:00,2438
2011-02-17 00:00:00+00:00,2709
2011-02-18 00:00:00+00:00,3018
2011-02-19 00:00:00+00:00,2049
2011-02-20 00:00:00+00:00,2269
2011-02-21 00:00:00+00:00,2198
2011-02-22 00:00:00+00:00,2776
2011-02-23 00:00:00+00:00,2823
2011-02-24 00:00:00+00:00,2749
2011-02-25 00:00:00+00:00,2586
2011-02-26 00:00:00+00:00,2550
2011-02-27 00:00:00+00:00,2967
2011-02-28 00:00:00+00:00,2379
2011-03-01 00:00:00+00:00,3727
2011-03-02 00:00:00+00:00,2675
2011-03-03 00:00:00+00:00,3795
2011-03-04 00:00:00+00:00,2936
2011-03-05 00:00:00+00:00,3759
2011-03-06 00:00:00+00:00,2644
2011-03-07 00:00:00+00:00,2677
2011-03-08 00:00:00+00:00,3521
2011-03-09 00:00:00+00:00,2690
2011-03-10 00:00:00+00:00,2274
2011-03-11 00:00:00+00:00,2691
2011-03-12 00:00:00+00:00,3671
2011-03-13 00:00:00+00:00,3430
2011-03-14 00:00:00+00:00,3916
2011-03-15 00:00:00+00:00,4048
2011-03-16 00:00:00+00:00,4214
2011-03-17 00:00:00+00:00,4046
2011-03-18 00:00:00+00:00,3281
2011-03-19 00:00:00+00:00,4014
2011-03-20 00:00:00+00:00,6152
2011-03-21 00:00:00+00:00,6856
2011-03-22 00:00:00+00:00,3028
2011-03-23 00:00:00+00:00,6172
2011-03-24 00:00:00+00:00,3320
2011-03-25 00:00:00+00:00,3091
2011-03-26 00:00:00+00:00,4801
2011-03-27 00:00:00+00:00,4089
2011-03-28 00:00:00+00:00,4595
2011-03-29 00:00:00+00:00,3803
2011-03-30 00:00:00+00:00,2679
2011-03-31 00:00:00+00:00,3312
2011-04-01 00:00:00+00:00,2592
2011-04-02 00:00:00+00:00,2618
2011-04-03 00:00:00+00:00,2482
2011-04-04 00:00:00+00:00,3492
2011-04-05 00:00:00+00:00,3142
2011-04-06 00:00:00+00:00,2800
2011-04-07 00:00:00+00:00,2489
2011-04-08 00:00:00+00:00,2896
2011-04-09 00:00:00+00:00,2582
2011-04-10 00:00:00+00:00,2816
2011-04-11 00:00:00+00:00,3398
2011-04-12 00:00:00+00:00,4084
2011-04-13 00:00:00+00:00,4101
2011-04-14 00:00:00+00:00,4244
2011-04-15 00:00:00+00:00,4401
2011-04-16 00:00:00+00:00,4912
2011-04-17 00:00:00+00:00,3512
2011-04-18 00:00:00+00:00,4742
2011-04-19 00:00:00+00:00,5433
2011-04-20 00:00:00+00:00,5974
2011-04-21 00:00:00+00:00,2861
2011-04-22 00:00:00+00:00,3309
2011-04-23 00:00:00+00:00,4162
2011-04-24 00:00:00+00:00,4137
2011-04-25 00:00:00+00:00,5123
2011-04-26 00:00:00+00:00,5424
2011-04-27 00:00:00+00:00,8792
2011-04-28 00:00:00+00:00,5474
2011-04-29 00:00:00+00:00,5813
2011-04-30 00:00:00+00:00,8098
2011-05-01 00:00:00+00:00,7532
2011-05-02 00:00:00+00:00,4888
2011-05-03 00:00:00+00:00,5151
2011-05-04 00:00:00+00:00,5215
2011-05-05 00:00:00+00:00,6378
2011-05-06 00:00:00+00:00,5747
2011-05-07 00:00:00+00:00,5758
2011-05-08 00:00:00+00:00,5040
2011-05-09 00:00:00+00:00,6353
2011-05-10 00:00:00+00:00,6506
2011-05-11 00:00:00+00:00,6052
2011-05-12 00:00:00+00:00,6248
2011-05-13 00:00:00+00:00,8847
2011-05-14 00:00:00+00:00,8042
2011-05-15 00:00:00+00:00,7406
2011-05-16 00:00:00+00:00,8257
2011-05-17 00:00:00+00:00,7992
2011-05-18 00:00:00+00:00,10086
2011-05-19 00:00:00+00:00,8315
2011-05-20 00:00:00+00:00,8980
2011-05-21 00:00:00+00:00,8514
2011-05-22 00:00:00+00:00,8613
2011-05-23 00:00:00+00:00,10014
2011-05-24 00:00:00+00:00,9586
2011-05-25 00:00:00+00:00,11063
2011-05-26 00:00:00+00:00,12474
2011-05-27 00:00:00+00:00,8117
2011-05-28 00:00:00+00:00,8368
2011-05-29 00:00:00+00:00,8066
2011-05-30 00:00:00+00:00,9276
2011-05-31 00:00:00+00:00,11254
2011-06-01 00:00:00+00:00,11852
2011-06-02 00:00:00+00:00,13694
2011-06-03 00:00:00+00:00,18376
2011-06-04 00:00:00+00:00,16458
2011-06-05 00:00:00+00:00,13994
2011-06-06 00:00:00+00:00,18841
2011-06-07 00:00:00+00:00,15857
2011-06-08 00:00:00+00:00,26010
2011-06-09 00:00:00+00:00,22779
2011-06-10 00:00:00+00:00,20636
2011-06-11 00:00:00+00:00,18978
2011-06-12 00:00:00+00:00,23080
2011-06-13 00:00:00+00:00,21621
2011-06-14 00:00:00+00:00,23644
2011-06-15 00:00:00+00:00,23568
2011-06-16 00:00:00+00:00,24131
2011-06-17 00:00:00+00:00,21493
2011-06-18 00:00:00+00:00,20188
2011-06-19 00:00:00+00:00,21114
2011-06-20 00:00:00+00:00,17853
2011-06-21 00:00:00+00:00,16539
2011-06-22 00:00:00+00:00,17619
2011-06-23 00:00:00+00:00,16584
2011-06-24 00:00:00+00:00,18198
2011-06-25 00:00:00+00:00,17314
2011-06-26 00:00:00+00:00,18955
2011-06-27 00:00:00+00:00,23769
2011-06-28 00:00:00+00:00,19490
2011-06-29 00:00:00+00:00,17784
2011-06-30 00:00:00+00:00,17308
2011-07-01 00:00:00+00:00,18679
2011-07-02 00:00:00+00:00,13709
2011-07-03 00:00:00+00:00,14063
2011-07-04 00:00:00+00:00,17153
2011-07-05 00:00:00+00:00,17521
2011-07-06 00:00:00+00:00,20697
2011-07-07 00:00:00+00:00,16432
2011-07-08 00:00:00+00:00,14868
2011-07-09 00:00:00+00:00,13966
2011-07-10 00:00:00+00:00,15768
2011-07-11 00:00:00+00:00,18018
2011-07-12 00:00:00+00:00,14405
2011-07-13 00:00:00+00:00,15270
2011-07-14 00:00:00+00:00,15010
2011-07-15 00:00:00+00:00,13246
2011-07-16 00:00:00+00:00,15273
2011-07-17 00:00:00+00:00,15075
2011-07-18 00:00:00+00:00,20344
2011-07-19 00:00:00+00:00,17934
2011-07-20 00:00:00+00:00,16084
2011-07-21 00:00:00+00:00,15260
2011-07-22 00:00:00+00:00,16105
2011-07-23 00:00:00+00:00,13580
2011-07-24 00:00:00+00:00,14976
2011-07-25 00:00:00+00:00,18399
2011-07-26 00:00:00+00:00,16098
2011-07-27 00:00:00+00:00,15121
2011-07-28 00:00:00+00:00,15393
2011-07-29 00:00:00+00:00,12287
2011-07-30 00:00:00+00:00,10354
2011-07-31 00:00:00+00:00,13960
2011-08-01 00:00:00+00:00,15720
2011-08-02 00:00:00+00:00,16833
2011-08-03 00:00:00+00:00,15521
2011-08-04 00:00:00+00:00,15288
2011-08-05 00:00:00+00:00,12869
2011-08-06 00:00:00+00:00,13586
2011-08-07 00:00:00+00:00,11530
2011-08-08 00:00:00+00:00,16128
2011-08-09 00:00:00+00:00,17753
2011-08-10 00:00:00+00:00,15046
2011-08-11 00:00:00+00:00,13331
2011-08-12 00:00:00+00:00,12788
2011-08-13 00:00:00+00:00,13440
2011-08-14 00:00:00+00:00,14421
2011-08-15 00:00:00+00:00,17129
2011-08-16 00:00:00+00:00,17725
2011-08-17 00:00:00+00:00,15209
2011-08-18 00:00:00+00:00,13092
2011-08-19 00:00:00+00:00,15100
2011-08-20 00:00:00+00:00,12749
2011-08-21 00:00:00+00:00,13297
2011-08-22 00:00:00+00:00,14332
2011-08-23 00:00:00+00:00,13113
2011-08-24 00:00:00+00:00,13059
2011-08-25 00:00:00+00:00,13009
2011-08-26 00:00:00+00:00,14652
2011-08-27 00:00:00+00:00,12939
2011-08-28 00:00:00+00:00,9953
2011-08-29 00:00:00+00:00,14826
2011-08-30 00:00:00+00:00,13812
2011-08-31 00:00:00+00:00,12723
2011-09-01 00:00:00+00:00,13457
2011-09-02 00:00:00+00:00,12467
2011-09-03 00:00:00+00:00,10710
2011-09-04 00:00:00+00:00,12803
2011-09-05 00:00:00+00:00,13308
2011-09-06 00:00:00+00:00,15585
2011-09-07 00:00:00+00:00,13313
2011-09-08 00:00:00+00:00,12380
2011-09-09 00:00:00+00:00,18072
2011-09-10 00:00:00+00:00,12890
2011-09-11 00:00:00+00:00,13103
2011-09-12 00:00:00+00:00,13799
2011-09-13 00:00:00+00:00,11785
2011-09-14 00:00:00+00:00,11473
2011-09-15 00:00:00+00:00,12543
2011-09-16 00:00:00+00:00,11593
2011-09-17 00:00:00+00:00,10038
2011-09-18 00:00:00+00:00,10598
2011-09-19 00:00:00+00:00,13740
2011-09-20 00:00:00+00:00,17179
2011-09-21 00:00:00+00:00,17109
2011-09-22 00:00:00+00:00,11133
2011-09-23 00:00:00+00:00,10659
2011-09-24 00:00:00+00:00,10951
2011-09-25 00:00:00+00:00,10420
2011-09-26 00:00:00+00:00,9762
2011-09-27 00:00:00+00:00,10907
2011-09-28 00:00:00+00:00,10621
2011-09-29 00:00:00+00:00,9766
2011-09-30 00:00:00+00:00,10593
2011-10-01 00:00:00+00:00,10171
2011-10-02 00:00:00+00:00,9119
2011-10-03 00:00:00+00:00,11393
2011-10-04 00:00:00+00:00,11319
2011-10-05 00:00:00+00:00,10709
2011-10-06 00:00:00+00:00,11523
2011-10-07 00:00:00+00:00,10783
2011-10-08 00:00:00+00:00,9962
2011-10-09 00:00:00+00:00,10168
2011-10-10 00:00:00+00:00,10545
2011-10-11 00:00:00+00:00,12053
2011-10-12 00:00:00+00:00,11425
2011-10-13 00:00:00+00:00,9395
2011-10-14 00:00:00+00:00,11696
2011-10-15 00:00:00+00:00,10145
2011-10-16 00:00:00+00:00,9488
2011-10-17 00:00:00+00:00,12029
2011-10-18 00:00:00+00:00,9305
2011-10-19 00:00:00+00:00,9623
2011-10-20 00:00:00+00:00,8089
2011-10-21 00:00:00+00:00,8359
2011-10-22 00:00:00+00:00,9478
2011-10-23 00:00:00+00:00,9900
2011-10-24 00:00:00+00:00,10613
2011-10-25 00:00:00+00:00,9353
2011-10-26 00:00:00+00:00,9729
2011-10-27 00:00:00+00:00,8376
2011-10-28 00:00:00+00:00,9999
2011-10-29 00:00:00+00:00,10889
2011-10-30 00:00:00+00:00,9043
2011-10-31 00:00:00+00:00,8994
2011-11-01 00:00:00+00:00,10173
2011-11-02 00:00:00+00:00,10282
2011-11-03 00:00:00+00:00,10695
2011-11-04 00:00:00+00:00,12290
2011-11-05 00:00:00+00:00,11027
2011-11-06 00:00:00+00:00,8084
2011-11-07 00:00:00+00:00,10564
2011-11-08 00:00:00+00:00,11854
2011-11-09 00:00:00+00:00,12043
2011-11-10 00:00:00+00:00,12256
2011-11-11 00:00:00+00:00,10033
2011-11-12 00:00:00+00:00,9587
2011-11-13 00:00:00+00:00,9107
2011-11-14 00:00:00+00:00,11690
2011-11-15 00:00:00+00:00,11859
2011-11-16 00:00:00+00:00,11643
2011-11-17 00:00:00+00:00,10036
2011-11-18 00:00:00+00:00,9627
2011-11-19 00:00:00+00:00,8978
2011-11-20 00:00:00+00:00,10828
2011-11-21 00:00:00+00:00,8602
2011-11-22 00:00:00+00:00,10524
2011-11-23 00:00:00+00:00,10111
2011-11-24 00:00:00+00:00,10319
2011-11-25 00:00:00+00:00,10067
2011-11-26 00:00:00+00:00,9323
2011-11-27 00:00:00+00:00,9072
2011-11-28 00:00:00+00:00,11481
2011-11-29 00:00:00+00:00,13746
2011-11-30 00:00:00+00:00,15309
2011-12-01 00:00:00+00:00,13294
2011-12-02 00:00:00+00:00,12050
2011-12-03 00:00:00+00:00,11120
2011-12-04 00:00:00+00:00,10187
2011-12-05 00:00:00+00:00,11490
2011-12-06 00:00:00+00:00,15062
2011-12-07 00:00:00+00:00,12134
2011-12-08 00:00:00+00:00,12614
2011-12-09 00:00:00+00:00,10493
2011-12-10 00:00:00+00:00,10443
2011-12-11 00:00:00+00:00,12356
2011-12-12 00:00:00+00:00,11004
2011-12-13 00:00:00+00:00,10993
2011-12-14 00:00:00+00:00,10604
2011-12-15 00:00:00+00:00,8544
2011-12-16 00:00:00+00:00,10735
2011-12-17 00:00:00+00:00,9787
2011-12-18 00:00:00+00:00,8490
2011-12-19 00:00:00+00:00,12490
2011-12-20 00:00:00+00:00,15746
2011-12-21 00:00:00+00:00,10883
2011-12-22 00:00:00+00:00,11340
2011-12-23 00:00:00+00:00,10413
2011-12-24 00:00:00+00:00,8555
2011-12-25 00:00:00+00:00,9828
2011-12-26 00:00:00+00:00,10767
2011-12-27 00:00:00+00:00,10512
2011-12-28 00:00:00+00:00,9964
2011-12-29 00:00:00+00:00,10333
2011-12-30 00:00:00+00:00,9421
2011-12-31 00:00:00+00:00,11281
2012-01-01 00:00:00+00:00,12053
2012-01-02 00:00:00+00:00,13486
2012-01-03 00:00:00+00:00,13290
2012-01-04 00:00:00+00:00,13351
2012-01-05 00:00:00+00:00,16918
2012-01-06 00:00:00+00:00,17402
2012-01-07 00:00:00+00:00,14062
2012-01-08 00:00:00+00:00,14984
2012-01-09 00:00:00+00:00,15402
2012-01-10 00:00:00+00:00,19789
2012-01-11 00:00:00+00:00,19738
2012-01-12 00:00:00+00:00,14058
2012-01-13 00:00:00+00:00,13456
2012-01-14 00:00:00+00:00,13114
2012-01-15 00:00:00+00:00,12997
2012-01-16 00:00:00+00:00,15393
2012-01-17 00:00:00+00:00,13619
2012-01-18 00:00:00+00:00,14250
2012-01-19 00:00:00+00:00,14131
2012-01-20 00:00:00+00:00,13403
2012-01-21 00:00:00+00:00,13455
2012-01-22 00:00:00+00:00,9742
2012-01-23 00:00:00+00:00,11089
2012-01-24 00:00:00+00:00,14987
2012-01-25 00:00:00+00:00,16598
2012-01-26 00:00:00+00:00,13584
2012-01-27 00:00:00+00:00,13503
2012-01-28 00:00:00+00:00,12206
2012-01-29 00:00:00+00:00,13306
2012-01-30 00:00:00+00:00,11801
2012-01-31 00:00:00+00:00,14715
2012-02-01 00:00:00+00:00,12876
2012-02-02 00:00:00+00:00,15344
2012-02-03 00:00:00+00:00,14427
2012-02-04 00:00:00+00:00,14772
2012-02-05 00:00:00+00:00,13299
2012-02-06 00:00:00+00:00,12105
2012-02-07 00:00:00+00:00,13360
2012-02-08 00:00:00+00:00,13286
2012-02-09 00:00:00+00:00,14871
2012-02-10 00:00:00+00:00,17036
2012-02-11 00:00:00+00:00,15508
2012-02-12 00:00:00+00:00,13448
2012-02-13 00:00:00+00:00,15939
2012-02-14 00:00:00+00:00,19893
2012-02-15 00:00:00+00:00,17942
2012-02-16 00:00:00+00:00,20420
2012-02-17 00:00:00+00:00,12802
2012-02-18 00:00:00+00:00,12175
2012-02-19 00:00:00+00:00,11377
2012-02-20 00:00:00+00:00,11781
2012-02-21 00:00:00+00:00,13408
2012-02-22 00:00:00+00:00,13749
2012-02-23 00:00:00+00:00,16826
2012-02-24 00:00:00+00:00,14874
2012-02-25 00:00:00+00:00,13348
2012-02-26 00:00:00+00:00,12073
2012-02-27 00:00:00+00:00,13415
2012-02-28 00:00:00+00:00,13690
2012-02-29 00:00:00+00:00,13440
2012-03-01 00:00:00+00:00,15724
2012-03-02 00:00:00+00:00,17042
2012-03-03 00:00:00+00:00,10007
2012-03-04 00:00:00+00:00,12841
2012-03-05 00:00:00+00:00,15938
2012-03-06 00:00:00+00:00,14535
2012-03-07 00:00:00+00:00,12978
2012-03-08 00:00:00+00:00,13723
2012-03-09 00:00:00+00:00,13966
2012-03-10 00:00:00+00:00,13805
2012-03-11 00:00:00+00:00,11502
2012-03-12 00:00:00+00:00,13046
2012-03-13 00:00:00+00:00,18395
2012-03-14 00:00:00+00:00,16482
2012-03-15 00:00:00+00:00,13741
2012-03-16 00:00:00+00:00,13677
2012-03-17 00:00:00+00:00,13635
2012-03-18 00:00:00+00:00,11526
2012-03-19 00:00:00+00:00,13651
2012-03-20 00:00:00+00:00,13668
2012-03-21 00:00:00+00:00,13648
2012-03-22 00:00:00+00:00,13477
2012-03-23 00:00:00+00:00,11970
2012-03-24 00:00:00+00:00,11861
2012-03-25 00:00:00+00:00,12746
2012-03-26 00:00:00+00:00,14439
2012-03-27 00:00:00+00:00,13480
2012-03-28 00:00:00+00:00,14880
2012-03-29 00:00:00+00:00,15046
2012-03-30 00:00:00+00:00,13874
2012-03-31 00:00:00+00:00,12145
2012-04-01 00:00:00+00:00,11730
2012-04-02 00:00:00+00:00,14063
2012-04-03 00:00:00+00:00,16641
2012-04-04 00:00:00+00:00,14457
2012-04-05 00:00:00+00:00,16207
2012-04-06 00:00:00+00:00,16055
2012-04-07 00:00:00+00:00,12166
2012-04-08 00:00:00+00:00,11898
2012-04-09 00:00:00+00:00,13219
2012-04-10 00:00:00+00:00,16587
2012-04-11 00:00:00+00:00,16889
2012-04-12 00:00:00+00:00,16990
2012-04-13 00:00:00+00:00,14474
2012-04-14 00:00:00+00:00,15725
2012-04-15 00:00:00+00:00,14254
2012-04-16 00:00:00+00:00,18736
2012-04-17 00:00:00+00:00,18119
2012-04-18 00:00:00+00:00,19942
2012-04-19 00:00:00+00:00,16991
2012-04-20 00:00:00+00:00,20288
2012-04-21 00:00:00+00:00,15684
2012-04-22 00:00:00+00:00,13453
2012-04-23 00:00:00+00:00,15273
2012-04-24 00:00:00+00:00,15551
2012-04-25 00:00:00+00:00,15658
2012-04-26 00:00:00+00:00,18994
2012-04-27 00:00:00+00:00,15427
2012-04-28 00:00:00+00:00,14885
2012-04-29 00:00:00+00:00,15171
2012-04-30 00:00:00+00:00,19089
2012-05-01 00:00:00+00:00,21897
2012-05-02 00:00:00+00:00,21842
2012-05-03 00:00:00+00:00,27746
2012-05-04 00:00:00+00:00,28707
2012-05-05 00:00:00+00:00,26052
2012-05-06 00:00:00+00:00,26909
2012-05-07 00:00:00+00:00,37619
2012-05-08 00:00:00+00:00,35767
2012-05-09 00:00:00+00:00,37131
2012-05-10 00:00:00+00:00,25026
2012-05-11 00:00:00+00:00,39604
2012-05-12 00:00:00+00:00,37244
2012-05-13 00:00:00+00:00,29666
2012-05-14 00:00:00+00:00,57713
2012-05-15 00:00:00+00:00,46362
2012-05-16 00:00:00+00:00,39751
2012-05-17 00:00:00+00:00,36267
2012-05-18 00:00:00+00:00,50225
2012-05-19 00:00:00+00:00,71899
2012-05-20 00:00:00+00:00,63360
2012-05-21 00:00:00+00:00,64089
2012-05-22 00:00:00+00:00,48139
2012-05-23 00:00:00+00:00,56704
2012-05-24 00:00:00+00:00,54610
2012-05-25 00:00:00+00:00,58499
2012-05-26 00:00:00+00:00,47731
2012-05-27 00:00:00+00:00,53814
2012-05-28 00:00:00+00:00,62145
2012-05-29 00:00:00+00:00,62105
2012-05-30 00:00:00+00:00,53623
2012-05-31 00:00:00+00:00,44531
2012-06-01 00:00:00+00:00,56985
2012-06-02 00:00:00+00:00,26846
2012-06-03 00:00:00+00:00,68163
2012-06-04 00:00:00+00:00,96067
2012-06-05 00:00:00+00:00,88931
2012-06-06 00:00:00+00:00,34229
2012-06-07 00:00:00+00:00,68893
2012-06-08 00:00:00+00:00,52032
2012-06-09 00:00:00+00:00,68846
2012-06-10 00:00:00+00:00,80682
2012-06-11 00:00:00+00:00,66461
2012-06-12 00:00:00+00:00,43522
2012-06-13 00:00:00+00:00,115382
2012-06-14 00:00:00+00:00,134388
2012-06-15 00:00:00+00:00,117765
2012-06-16 00:00:00+00:00,93750
2012-06-17 00:00:00+00:00,87696
2012-06-18 00:00:00+00:00,83865
2012-06-19 00:00:00+00:00,79577
2012-06-20 00:00:00+00:00,72039
2012-06-21 00:00:00+00:00,59492
2012-06-22 00:00:00+00:00,52926
2012-06-23 00:00:00+00:00,49574
2012-06-24 00:00:00+00:00,48724
2012-06-25 00:00:00+00:00,60531
2012-06-26 00:00:00+00:00,61997
2012-06-27 00:00:00+00:00,63654
2012-06-28 00:00:00+00:00,55388
2012-06-29 00:00:00+00:00,44747
2012-06-30 00:00:00+00:00,44613
2012-07-01 00:00:00+00:00,38094
2012-07-02 00:00:00+00:00,49494
2012-07-03 00:00:00+00:00,45025
2012-07-04 00:00:00+00:00,47729
2012-07-05 00:00:00+00:00,45816
2012-07-06 00:00:00+00:00,49432
2012-07-07 00:00:00+00:00,50902
2012-07-08 00:00:00+00:00,42467
2012-07-09 00:00:00+00:00,51291
2012-07-10 00:00:00+00:00,72599
2012-07-11 00:00:00+00:00,65697
2012-07-12 00:00:00+00:00,51115
2012-07-13 00:00:00+00:00,54960
2012-07-14 00:00:00+00:00,46911
2012-07-15 00:00:00+00:00,54370
2012-07-16 00:00:00+00:00,68492
2012-07-17 00:00:00+00:00,75257
2012-07-18 00:00:00+00:00,72431
2012-07-19 00:00:00+00:00,70252
2012-07-20 00:00:00+00:00,78156
2012-07-21 00:00:00+00:00,70559
2012-07-22 00:00:00+00:00,66348
2012-07-23 00:00:00+00:00,65167
2012-07-24 00:00:00+00:00,58433
2012-07-25 00:00:00+00:00,53490
2012-07-26 00:00:00+00:00,62850
2012-07-27 00:00:00+00:00,52045
2012-07-28 00:00:00+00:00,65948
2012-07-29 00:00:00+00:00,68952
2012-07-30 00:00:00+00:00,75054
2012-07-31 00:00:00+00:00,84802
2012-08-01 00:00:00+00:00,62684
2012-08-02 00:00:00+00:00,68100
2012-08-03 00:00:00+00:00,54960
2012-08-04 00:00:00+00:00,59923
2012-08-05 00:00:00+00:00,64253
2012-08-06 00:00:00+00:00,67220
2012-08-07 00:00:00+00:00,54206
2012-08-08 00:00:00+00:00,78393
2012-08-09 00:00:00+00:00,62727
2012-08-10 00:00:00+00:00,53553
2012-08-11 00:00:00+00:00,60943
2012-08-12 00:00:00+00:00,64590
2012-08-13 00:00:00+00:00,92991
2012-08-14 00:00:00+00:00,69098
2012-08-15 00:00:00+00:00,114258
2012-08-16 00:00:00+00:00,93662
2012-08-17 00:00:00+00:00,83014
2012-08-18 00:00:00+00:00,71304
2012-08-19 00:00:00+00:00,88601
2012-08-20 00:00:00+00:00,75337
2012-08-21 00:00:00+00:00,80160
2012-08-22 00:00:00+00:00,73580
2012-08-23 00:00:00+00:00,58670
2012-08-24 00:00:00+00:00,60424
2012-08-25 00:00:00+00:00,63401
2012-08-26 00:00:00+00:00,57423
2012-08-27 00:00:00+00:00,64620
2012-08-28 00:00:00+00:00,57810
2012-08-29 00:00:00+00:00,63705
2012-08-30 00:00:00+00:00,66529
2012-08-31 00:00:00+00:00,77954
2012-09-01 00:00:00+00:00,78370
2012-09-02 00:00:00+00:00,65869
2012-09-03 00:00:00+00:00,76745
2012-09-04 00:00:00+00:00,83958
2012-09-05 00:00:00+00:00,85032
2012-09-06 00:00:00+00:00,84665
2012-09-07 00:00:00+00:00,66581
2012-09-08 00:00:00+00:00,62903
2012-09-09 00:00:00+00:00,60065
2012-09-10 00:00:00+00:00,67028
2012-09-11 00:00:00+00:00,75508
2012-09-12 00:00:00+00:00,55914
2012-09-13 00:00:00+00:00,61271
2012-09-14 00:00:00+00:00,75555
2012-09-15 00:00:00+00:00,54754
2012-09-16 00:00:00+00:00,61173
2012-09-17 00:00:00+00:00,50882
2012-09-18 00:00:00+00:00,65826
2012-09-19 00:00:00+00:00,65096
2012-09-20 00:00:00+00:00,59519
2012-09-21 00:00:00+00:00,63862
2012-09-22 00:00:00+00:00,53943
2012-09-23 00:00:00+00:00,58527
2012-09-24 00:00:00+00:00,61288
2012-09-25 00:00:00+00:00,45204
2012-09-26 00:00:00+00:00,68362
2012-09-27 00:00:00+00:00,58076
2012-09-28 00:00:00+00:00,68840
2012-09-29 00:00:00+00:00,53262
2012-09-30 00:00:00+00:00,47690
2012-10-01 00:00:00+00:00,56549
2012-10-02 00:00:00+00:00,73246
2012-10-03 00:00:00+00:00,66490
2012-10-04 00:00:00+00:00,75438
2012-10-05 00:00:00+00:00,74269
2012-10-06 00:00:00+00:00,73427
2012-10-07 00:00:00+00:00,77173
2012-10-08 00:00:00+00:00,80888
2012-10-09 00:00:00+00:00,77051
2012-10-10 00:00:00+00:00,65706
2012-10-11 00:00:00+00:00,58139
2012-10-12 00:00:00+00:00,61481
2012-10-13 00:00:00+00:00,71895
2012-10-14 00:00:00+00:00,60029
2012-10-15 00:00:00+00:00,68409
2012-10-16 00:00:00+00:00,75707
2012-10-17 00:00:00+00:00,73727
2012-10-18 00:00:00+00:00,68876
2012-10-19 00:00:00+00:00,60606
2012-10-20 00:00:00+00:00,69822
2012-10-21 00:00:00+00:00,86466
2012-10-22 00:00:00+00:00,87998
2012-10-23 00:00:00+00:00,74801
2012-10-24 00:00:00+00:00,70804
2012-10-25 00:00:00+00:00,62970
2012-10-26 00:00:00+00:00,50882
2012-10-27 00:00:00+00:00,37932
2012-10-28 00:00:00+00:00,40662
2012-10-29 00:00:00+00:00,55296
2012-10-30 00:00:00+00:00,64749
2012-10-31 00:00:00+00:00,62295
2012-11-01 00:00:00+00:00,51706
2012-11-02 00:00:00+00:00,61136
2012-11-03 00:00:00+00:00,50156
2012-11-04 00:00:00+00:00,54657
2012-11-05 00:00:00+00:00,72337
2012-11-06 00:00:00+00:00,68633
2012-11-07 00:00:00+00:00,78129
2012-11-08 00:00:00+00:00,70680
2012-11-09 00:00:00+00:00,54704
2012-11-10 00:00:00+00:00,60919
2012-11-11 00:00:00+00:00,48075
2012-11-12 00:00:00+00:00,51335
2012-11-13 00:00:00+00:00,57739
2012-11-14 00:00:00+00:00,62400
2012-11-15 00:00:00+00:00,76884
2012-11-16 00:00:00+00:00,84997
2012-11-17 00:00:00+00:00,72567
2012-11-18 00:00:00+00:00,73004
2012-11-19 00:00:00+00:00,78749
2012-11-20 00:00:00+00:00,77758
2012-11-21 00:00:00+00:00,88776
2012-11-22 00:00:00+00:00,66639
2012-11-23 00:00:00+00:00,75856
2012-11-24 00:00:00+00:00,63063
2012-11-25 00:00:00+00:00,80930
2012-11-26 00:00:00+00:00,79210
2012-11-27 00:00:00+00:00,62603
2012-11-28 00:00:00+00:00,80439
2012-11-29 00:00:00+00:00,82047
2012-11-30 00:00:00+00:00,61818
2012-12-01 00:00:00+00:00,71448
2012-12-02 00:00:00+00:00,45354
2012-12-03 00:00:00+00:00,48779
2012-12-04 00:00:00+00:00,72486
