Time,utx-os-spent-btc-24h
2009-06-03 00:00:00+00:00,0
2009-06-04 00:00:00+00:00,0
2009-06-05 00:00:00+00:00,0
2009-06-06 00:00:00+00:00,0
2009-06-07 00:00:00+00:00,0
2009-06-08 00:00:00+00:00,0
2009-06-09 00:00:00+00:00,0
2009-06-10 00:00:00+00:00,0
2009-06-11 00:00:00+00:00,0
2009-06-12 00:00:00+00:00,0
2009-06-13 00:00:00+00:00,0
2009-06-14 00:00:00+00:00,0
2009-06-15 00:00:00+00:00,0
2009-06-16 00:00:00+00:00,0
2009-06-17 00:00:00+00:00,0
2009-06-18 00:00:00+00:00,0
2009-06-19 00:00:00+00:00,0
2009-06-20 00:00:00+00:00,0
2009-06-21 00:00:00+00:00,0
2009-06-22 00:00:00+00:00,60
2009-06-23 00:00:00+00:00,0
2009-06-24 00:00:00+00:00,3
2009-06-25 00:00:00+00:00,20
2009-06-26 00:00:00+00:00,0
2009-06-27 00:00:00+00:00,0
2009-06-28 00:00:00+00:00,1
2009-06-29 00:00:00+00:00,1
2009-06-30 00:00:00+00:00,3
2009-07-01 00:00:00+00:00,2
2009-07-02 00:00:00+00:00,1
2009-07-03 00:00:00+00:00,0
2009-07-04 00:00:00+00:00,0
2009-07-05 00:00:00+00:00,0
2009-07-06 00:00:00+00:00,0
2009-07-07 00:00:00+00:00,0
2009-07-08 00:00:00+00:00,0
2009-07-09 00:00:00+00:00,0
2009-07-10 00:00:00+00:00,0
2009-07-11 00:00:00+00:00,0
2009-07-12 00:00:00+00:00,0
2009-07-13 00:00:00+00:00,0
2009-07-14 00:00:00+00:00,0
2009-07-15 00:00:00+00:00,0
2009-07-16 00:00:00+00:00,0
2009-07-17 00:00:00+00:00,0
2009-07-18 00:00:00+00:00,0
2009-07-19 00:00:00+00:00,0
2009-07-20 00:00:00+00:00,121
2009-07-21 00:00:00+00:00,0
2009-07-22 00:00:00+00:00,0
2009-07-23 00:00:00+00:00,0
2009-07-24 00:00:00+00:00,0
2009-07-25 00:00:00+00:00,0
2009-07-26 00:00:00+00:00,0
2009-07-27 00:00:00+00:00,0
2009-07-28 00:00:00+00:00,0
2009-07-29 00:00:00+00:00,2
2009-07-30 00:00:00+00:00,1
2009-07-31 00:00:00+00:00,0
2009-08-01 00:00:00+00:00,0
2009-08-02 00:00:00+00:00,0
2009-08-03 00:00:00+00:00,0
2009-08-04 00:00:00+00:00,0
2009-08-05 00:00:00+00:00,0
2009-08-06 00:00:00+00:00,0
2009-08-07 00:00:00+00:00,111
2009-08-08 00:00:00+00:00,0
2009-08-09 00:00:00+00:00,0
2009-08-10 00:00:00+00:00,0
2009-08-11 00:00:00+00:00,0
2009-08-12 00:00:00+00:00,0
2009-08-13 00:00:00+00:00,0
2009-08-14 00:00:00+00:00,0
2009-08-15 00:00:00+00:00,0
2009-08-16 00:00:00+00:00,0
2009-08-17 00:00:00+00:00,0
2009-08-18 00:00:00+00:00,0
2009-08-19 00:00:00+00:00,0
2009-08-20 00:00:00+00:00,0
2009-08-21 00:00:00+00:00,0
2009-08-22 00:00:00+00:00,0
2009-08-23 00:00:00+00:00,0
2009-08-24 00:00:00+00:00,0
2009-08-25 00:00:00+00:00,0
2009-08-26 00:00:00+00:00,48
2009-08-27 00:00:00+00:00,0
2009-08-28 00:00:00+00:00,0
2009-08-29 00:00:00+00:00,0
2009-08-30 00:00:00+00:00,1
2009-08-31 00:00:00+00:00,6
2009-09-01 00:00:00+00:00,0
2009-09-02 00:00:00+00:00,0
2009-09-03 00:00:00+00:00,14
2009-09-04 00:00:00+00:00,0
2009-09-05 00:00:00+00:00,0
2009-09-06 00:00:00+00:00,0
2009-09-07 00:00:00+00:00,13
2009-09-08 00:00:00+00:00,0
2009-09-09 00:00:00+00:00,0
2009-09-10 00:00:00+00:00,0
2009-09-11 00:00:00+00:00,0
2009-09-12 00:00:00+00:00,0
2009-09-13 00:00:00+00:00,0
2009-09-14 00:00:00+00:00,0
2009-09-15 00:00:00+00:00,0
2009-09-16 00:00:00+00:00,1
2009-09-17 00:00:00+00:00,101
2009-09-18 00:00:00+00:00,0
2009-09-19 00:00:00+00:00,0
2009-09-20 00:00:00+00:00,0
2009-09-21 00:00:00+00:00,8
2009-09-22 00:00:00+00:00,40
2009-09-23 00:00:00+00:00,0
2009-09-24 00:00:00+00:00,0
2009-09-25 00:00:00+00:00,26
2009-09-26 00:00:00+00:00,0
2009-09-27 00:00:00+00:00,16
2009-09-28 00:00:00+00:00,0
2009-09-29 00:00:00+00:00,43
2009-09-30 00:00:00+00:00,0
2009-10-01 00:00:00+00:00,0
2009-10-02 00:00:00+00:00,10
2009-10-03 00:00:00+00:00,0
2009-10-04 00:00:00+00:00,0
2009-10-05 00:00:00+00:00,0
2009-10-06 00:00:00+00:00,15
2009-10-07 00:00:00+00:00,0
2009-10-08 00:00:00+00:00,0
2009-10-09 00:00:00+00:00,0
2009-10-10 00:00:00+00:00,0
2009-10-11 00:00:00+00:00,0
2009-10-12 00:00:00+00:00,74
2009-10-13 00:00:00+00:00,0
2009-10-14 00:00:00+00:00,0
2009-10-15 00:00:00+00:00,0
2009-10-16 00:00:00+00:00,81
2009-10-17 00:00:00+00:00,0
2009-10-18 00:00:00+00:00,7
2009-10-19 00:00:00+00:00,0
2009-10-20 00:00:00+00:00,101
2009-10-21 00:00:00+00:00,18
2009-10-22 00:00:00+00:00,40
2009-10-23 00:00:00+00:00,0
2009-10-24 00:00:00+00:00,7
2009-10-25 00:00:00+00:00,0
2009-10-26 00:00:00+00:00,0
2009-10-27 00:00:00+00:00,16
2009-10-28 00:00:00+00:00,0
2009-10-29 00:00:00+00:00,41
2009-10-30 00:00:00+00:00,0
2009-10-31 00:00:00+00:00,0
2009-11-01 00:00:00+00:00,0
2009-11-02 00:00:00+00:00,0
2009-11-03 00:00:00+00:00,0
2009-11-04 00:00:00+00:00,42
2009-11-05 00:00:00+00:00,0
2009-11-06 00:00:00+00:00,0
2009-11-07 00:00:00+00:00,0
2009-11-08 00:00:00+00:00,0
2009-11-09 00:00:00+00:00,0
2009-11-10 00:00:00+00:00,0
2009-11-11 00:00:00+00:00,57
2009-11-12 00:00:00+00:00,0
2009-11-13 00:00:00+00:00,13
2009-11-14 00:00:00+00:00,0
2009-11-15 00:00:00+00:00,0
2009-11-16 00:00:00+00:00,0
2009-11-17 00:00:00+00:00,0
2009-11-18 00:00:00+00:00,0
2009-11-19 00:00:00+00:00,91
2009-11-20 00:00:00+00:00,0
2009-11-21 00:00:00+00:00,0
2009-11-22 00:00:00+00:00,0
2009-11-23 00:00:00+00:00,0
2009-11-24 00:00:00+00:00,0
2009-11-25 00:00:00+00:00,0
2009-11-26 00:00:00+00:00,0
2009-11-27 00:00:00+00:00,0
2009-11-28 00:00:00+00:00,0
2009-11-29 00:00:00+00:00,0
2009-11-30 00:00:00+00:00,0
2009-12-01 00:00:00+00:00,168
2009-12-02 00:00:00+00:00,0
2009-12-03 00:00:00+00:00,0
2009-12-04 00:00:00+00:00,0
2009-12-05 00:00:00+00:00,18
2009-12-06 00:00:00+00:00,3
2009-12-07 00:00:00+00:00,0
2009-12-08 00:00:00+00:00,30
2009-12-09 00:00:00+00:00,25
2009-12-10 00:00:00+00:00,0
2009-12-11 00:00:00+00:00,0
2009-12-12 00:00:00+00:00,67
2009-12-13 00:00:00+00:00,0
2009-12-14 00:00:00+00:00,332
2009-12-15 00:00:00+00:00,8
2009-12-16 00:00:00+00:00,17
2009-12-17 00:00:00+00:00,10
2009-12-18 00:00:00+00:00,0
2009-12-19 00:00:00+00:00,1
2009-12-20 00:00:00+00:00,0
2009-12-21 00:00:00+00:00,1
2009-12-22 00:00:00+00:00,0
2009-12-23 00:00:00+00:00,0
2009-12-24 00:00:00+00:00,0
2009-12-25 00:00:00+00:00,1
2009-12-26 00:00:00+00:00,0
2009-12-27 00:00:00+00:00,5
2009-12-28 00:00:00+00:00,0
2009-12-29 00:00:00+00:00,0
2009-12-30 00:00:00+00:00,0
2009-12-31 00:00:00+00:00,0
2010-01-01 00:00:00+00:00,2
2010-01-02 00:00:00+00:00,0
2010-01-03 00:00:00+00:00,0
2010-01-04 00:00:00+00:00,82
2010-01-05 00:00:00+00:00,0
2010-01-06 00:00:00+00:00,0
2010-01-07 00:00:00+00:00,0
2010-01-08 00:00:00+00:00,0
2010-01-09 00:00:00+00:00,0
2010-01-10 00:00:00+00:00,0
2010-01-11 00:00:00+00:00,0
2010-01-12 00:00:00+00:00,216
2010-01-13 00:00:00+00:00,2
2010-01-14 00:00:00+00:00,9
2010-01-15 00:00:00+00:00,5
2010-01-16 00:00:00+00:00,6
2010-01-17 00:00:00+00:00,0
2010-01-18 00:00:00+00:00,1
2010-01-19 00:00:00+00:00,0
2010-01-20 00:00:00+00:00,0
2010-01-21 00:00:00+00:00,18
2010-01-22 00:00:00+00:00,5
2010-01-23 00:00:00+00:00,2
2010-01-24 00:00:00+00:00,1
2010-01-25 00:00:00+00:00,61
2010-01-26 00:00:00+00:00,19
2010-01-27 00:00:00+00:00,20
2010-01-28 00:00:00+00:00,21
2010-01-29 00:00:00+00:00,19
2010-01-30 00:00:00+00:00,34
2010-01-31 00:00:00+00:00,18
2010-02-01 00:00:00+00:00,20
2010-02-02 00:00:00+00:00,21
2010-02-03 00:00:00+00:00,6
2010-02-04 00:00:00+00:00,41
2010-02-05 00:00:00+00:00,245
2010-02-06 00:00:00+00:00,30
2010-02-07 00:00:00+00:00,10
2010-02-08 00:00:00+00:00,125
2010-02-09 00:00:00+00:00,418
2010-02-10 00:00:00+00:00,606
2010-02-11 00:00:00+00:00,74
2010-02-12 00:00:00+00:00,53
2010-02-13 00:00:00+00:00,85
2010-02-14 00:00:00+00:00,58
2010-02-15 00:00:00+00:00,91
2010-02-16 00:00:00+00:00,16
2010-02-17 00:00:00+00:00,28
2010-02-18 00:00:00+00:00,58
2010-02-19 00:00:00+00:00,4
2010-02-20 00:00:00+00:00,13
2010-02-21 00:00:00+00:00,126
2010-02-22 00:00:00+00:00,267
2010-02-23 00:00:00+00:00,1
2010-02-24 00:00:00+00:00,107
2010-02-25 00:00:00+00:00,143
2010-02-26 00:00:00+00:00,20
2010-02-27 00:00:00+00:00,10
2010-02-28 00:00:00+00:00,106
2010-03-01 00:00:00+00:00,32
2010-03-02 00:00:00+00:00,40
2010-03-03 00:00:00+00:00,116
2010-03-04 00:00:00+00:00,387
2010-03-05 00:00:00+00:00,2
2010-03-06 00:00:00+00:00,93
2010-03-07 00:00:00+00:00,115
2010-03-08 00:00:00+00:00,181
2010-03-09 00:00:00+00:00,81
2010-03-10 00:00:00+00:00,42
2010-03-11 00:00:00+00:00,64
2010-03-12 00:00:00+00:00,7
2010-03-13 00:00:00+00:00,36
2010-03-14 00:00:00+00:00,10
2010-03-15 00:00:00+00:00,5
2010-03-16 00:00:00+00:00,25
2010-03-17 00:00:00+00:00,25
2010-03-18 00:00:00+00:00,81
2010-03-19 00:00:00+00:00,127
2010-03-20 00:00:00+00:00,73
2010-03-21 00:00:00+00:00,9
2010-03-22 00:00:00+00:00,40
2010-03-23 00:00:00+00:00,77
2010-03-24 00:00:00+00:00,33
2010-03-25 00:00:00+00:00,344
2010-03-26 00:00:00+00:00,76
2010-03-27 00:00:00+00:00,24
2010-03-28 00:00:00+00:00,19
2010-03-29 00:00:00+00:00,68
2010-03-30 00:00:00+00:00,11
2010-03-31 00:00:00+00:00,25
2010-04-01 00:00:00+00:00,28
2010-04-02 00:00:00+00:00,20
2010-04-03 00:00:00+00:00,25
2010-04-04 00:00:00+00:00,69
2010-04-05 00:00:00+00:00,145
2010-04-06 00:00:00+00:00,101
2010-04-07 00:00:00+00:00,105
2010-04-08 00:00:00+00:00,51
2010-04-09 00:00:00+00:00,161
2010-04-10 00:00:00+00:00,282
2010-04-11 00:00:00+00:00,173
2010-04-12 00:00:00+00:00,165
2010-04-13 00:00:00+00:00,38
2010-04-14 00:00:00+00:00,114
2010-04-15 00:00:00+00:00,698
2010-04-16 00:00:00+00:00,221
2010-04-17 00:00:00+00:00,87
2010-04-18 00:00:00+00:00,3337
2010-04-19 00:00:00+00:00,306
2010-04-20 00:00:00+00:00,222
2010-04-21 00:00:00+00:00,153
2010-04-22 00:00:00+00:00,60
2010-04-23 00:00:00+00:00,76
2010-04-24 00:00:00+00:00,155
2010-04-25 00:00:00+00:00,181
2010-04-26 00:00:00+00:00,106
2010-04-27 00:00:00+00:00,89
2010-04-28 00:00:00+00:00,137
2010-04-29 00:00:00+00:00,58
2010-04-30 00:00:00+00:00,46
2010-05-01 00:00:00+00:00,70
2010-05-02 00:00:00+00:00,44
2010-05-03 00:00:00+00:00,118
2010-05-04 00:00:00+00:00,207
2010-05-05 00:00:00+00:00,175
2010-05-06 00:00:00+00:00,284
2010-05-07 00:00:00+00:00,94
2010-05-08 00:00:00+00:00,279
2010-05-09 00:00:00+00:00,114
2010-05-10 00:00:00+00:00,155
2010-05-11 00:00:00+00:00,41
2010-05-12 00:00:00+00:00,136
2010-05-13 00:00:00+00:00,117
2010-05-14 00:00:00+00:00,940
2010-05-15 00:00:00+00:00,1025
2010-05-16 00:00:00+00:00,47
2010-05-17 00:00:00+00:00,137
2010-05-18 00:00:00+00:00,138
2010-05-19 00:00:00+00:00,137
2010-05-20 00:00:00+00:00,79
2010-05-21 00:00:00+00:00,184
2010-05-22 00:00:00+00:00,267
2010-05-23 00:00:00+00:00,201
2010-05-24 00:00:00+00:00,117
2010-05-25 00:00:00+00:00,121
2010-05-26 00:00:00+00:00,177
2010-05-27 00:00:00+00:00,186
2010-05-28 00:00:00+00:00,107
2010-05-29 00:00:00+00:00,162
2010-05-30 00:00:00+00:00,86
2010-05-31 00:00:00+00:00,96
2010-06-01 00:00:00+00:00,111
2010-06-02 00:00:00+00:00,76
2010-06-03 00:00:00+00:00,234
2010-06-04 00:00:00+00:00,65
2010-06-05 00:00:00+00:00,93
2010-06-06 00:00:00+00:00,109
2010-06-07 00:00:00+00:00,296
2010-06-08 00:00:00+00:00,132
2010-06-09 00:00:00+00:00,157
2010-06-10 00:00:00+00:00,89
2010-06-11 00:00:00+00:00,154
2010-06-12 00:00:00+00:00,120
2010-06-13 00:00:00+00:00,148
2010-06-14 00:00:00+00:00,239
2010-06-15 00:00:00+00:00,141
2010-06-16 00:00:00+00:00,169
2010-06-17 00:00:00+00:00,87
2010-06-18 00:00:00+00:00,114
2010-06-19 00:00:00+00:00,243
2010-06-20 00:00:00+00:00,96
2010-06-21 00:00:00+00:00,149
2010-06-22 00:00:00+00:00,166
2010-06-23 00:00:00+00:00,142
2010-06-24 00:00:00+00:00,157
2010-06-25 00:00:00+00:00,77
2010-06-26 00:00:00+00:00,66
2010-06-27 00:00:00+00:00,111
2010-06-28 00:00:00+00:00,119
2010-06-29 00:00:00+00:00,240
2010-06-30 00:00:00+00:00,1044
2010-07-01 00:00:00+00:00,196
2010-07-02 00:00:00+00:00,463
2010-07-03 00:00:00+00:00,166
2010-07-04 00:00:00+00:00,305
2010-07-05 00:00:00+00:00,183
2010-07-06 00:00:00+00:00,91
2010-07-07 00:00:00+00:00,215
2010-07-08 00:00:00+00:00,117
2010-07-09 00:00:00+00:00,118
2010-07-10 00:00:00+00:00,185
2010-07-11 00:00:00+00:00,269
2010-07-12 00:00:00+00:00,1951
2010-07-13 00:00:00+00:00,957
2010-07-14 00:00:00+00:00,6165
2010-07-15 00:00:00+00:00,2178
2010-07-16 00:00:00+00:00,969
2010-07-17 00:00:00+00:00,501
2010-07-18 00:00:00+00:00,612
2010-07-19 00:00:00+00:00,556
2010-07-20 00:00:00+00:00,732
2010-07-21 00:00:00+00:00,472
2010-07-22 00:00:00+00:00,295
2010-07-23 00:00:00+00:00,304
2010-07-24 00:00:00+00:00,1188
2010-07-25 00:00:00+00:00,3264
2010-07-26 00:00:00+00:00,1225
2010-07-27 00:00:00+00:00,477
2010-07-28 00:00:00+00:00,2434
2010-07-29 00:00:00+00:00,1751
2010-07-30 00:00:00+00:00,413
2010-07-31 00:00:00+00:00,296
2010-08-01 00:00:00+00:00,298
2010-08-02 00:00:00+00:00,314
2010-08-03 00:00:00+00:00,686
2010-08-04 00:00:00+00:00,357
2010-08-05 00:00:00+00:00,807
2010-08-06 00:00:00+00:00,408
2010-08-07 00:00:00+00:00,389
2010-08-08 00:00:00+00:00,323
2010-08-09 00:00:00+00:00,1400
2010-08-10 00:00:00+00:00,289
2010-08-11 00:00:00+00:00,383
2010-08-12 00:00:00+00:00,260
2010-08-13 00:00:00+00:00,689
2010-08-14 00:00:00+00:00,434
2010-08-15 00:00:00+00:00,237
2010-08-16 00:00:00+00:00,635
2010-08-17 00:00:00+00:00,292
2010-08-18 00:00:00+00:00,1302
2010-08-19 00:00:00+00:00,271
2010-08-20 00:00:00+00:00,388
2010-08-21 00:00:00+00:00,286
2010-08-22 00:00:00+00:00,322
2010-08-23 00:00:00+00:00,338
2010-08-24 00:00:00+00:00,753
2010-08-25 00:00:00+00:00,230
2010-08-26 00:00:00+00:00,404
2010-08-27 00:00:00+00:00,255
2010-08-28 00:00:00+00:00,355
2010-08-29 00:00:00+00:00,168
2010-08-30 00:00:00+00:00,352
2010-08-31 00:00:00+00:00,769
2010-09-01 00:00:00+00:00,548
2010-09-02 00:00:00+00:00,345
2010-09-03 00:00:00+00:00,245
2010-09-04 00:00:00+00:00,205
2010-09-05 00:00:00+00:00,299
2010-09-06 00:00:00+00:00,271
2010-09-07 00:00:00+00:00,219
2010-09-08 00:00:00+00:00,293
2010-09-09 00:00:00+00:00,337
2010-09-10 00:00:00+00:00,309
2010-09-11 00:00:00+00:00,228
2010-09-12 00:00:00+00:00,495
2010-09-13 00:00:00+00:00,493
2010-09-14 00:00:00+00:00,404
2010-09-15 00:00:00+00:00,463
2010-09-16 00:00:00+00:00,413
2010-09-17 00:00:00+00:00,772
2010-09-18 00:00:00+00:00,307
2010-09-19 00:00:00+00:00,381
2010-09-20 00:00:00+00:00,496
2010-09-21 00:00:00+00:00,1121
2010-09-22 00:00:00+00:00,859
2010-09-23 00:00:00+00:00,750
2010-09-24 00:00:00+00:00,468
2010-09-25 00:00:00+00:00,593
2010-09-26 00:00:00+00:00,402
2010-09-27 00:00:00+00:00,998
2010-09-28 00:00:00+00:00,1499
2010-09-29 00:00:00+00:00,1550
2010-09-30 00:00:00+00:00,393
2010-10-01 00:00:00+00:00,622
2010-10-02 00:00:00+00:00,776
2010-10-03 00:00:00+00:00,429
2010-10-04 00:00:00+00:00,581
2010-10-05 00:00:00+00:00,487
2010-10-06 00:00:00+00:00,428
2010-10-07 00:00:00+00:00,400
2010-10-08 00:00:00+00:00,583
2010-10-09 00:00:00+00:00,579
2010-10-10 00:00:00+00:00,375
2010-10-11 00:00:00+00:00,374
2010-10-12 00:00:00+00:00,390
2010-10-13 00:00:00+00:00,716
2010-10-14 00:00:00+00:00,397
2010-10-15 00:00:00+00:00,299
2010-10-16 00:00:00+00:00,582
2010-10-17 00:00:00+00:00,405
2010-10-18 00:00:00+00:00,655
2010-10-19 00:00:00+00:00,1134
2010-10-20 00:00:00+00:00,848
2010-10-21 00:00:00+00:00,715
2010-10-22 00:00:00+00:00,766
2010-10-23 00:00:00+00:00,584
2010-10-24 00:00:00+00:00,574
2010-10-25 00:00:00+00:00,464
2010-10-26 00:00:00+00:00,487
2010-10-27 00:00:00+00:00,767
2010-10-28 00:00:00+00:00,623
2010-10-29 00:00:00+00:00,602
2010-10-30 00:00:00+00:00,359
2010-10-31 00:00:00+00:00,335
2010-11-01 00:00:00+00:00,346
2010-11-02 00:00:00+00:00,226
2010-11-03 00:00:00+00:00,316
2010-11-04 00:00:00+00:00,346
2010-11-05 00:00:00+00:00,607
2010-11-06 00:00:00+00:00,358
2010-11-07 00:00:00+00:00,411
2010-11-08 00:00:00+00:00,1232
2010-11-09 00:00:00+00:00,390
2010-11-10 00:00:00+00:00,353
2010-11-11 00:00:00+00:00,341
2010-11-12 00:00:00+00:00,240
2010-11-13 00:00:00+00:00,301
2010-11-14 00:00:00+00:00,597
2010-11-15 00:00:00+00:00,7718
2010-11-16 00:00:00+00:00,9155
2010-11-17 00:00:00+00:00,383
2010-11-18 00:00:00+00:00,1386
2010-11-19 00:00:00+00:00,9694
2010-11-20 00:00:00+00:00,9750
2010-11-21 00:00:00+00:00,10181
2010-11-22 00:00:00+00:00,347
2010-11-23 00:00:00+00:00,399
2010-11-24 00:00:00+00:00,4306
2010-11-25 00:00:00+00:00,8182
2010-11-26 00:00:00+00:00,1515
2010-11-27 00:00:00+00:00,489
2010-11-28 00:00:00+00:00,385
2010-11-29 00:00:00+00:00,547
2010-11-30 00:00:00+00:00,434
2010-12-01 00:00:00+00:00,684
2010-12-02 00:00:00+00:00,479
2010-12-03 00:00:00+00:00,540
2010-12-04 00:00:00+00:00,423
2010-12-05 00:00:00+00:00,337
2010-12-06 00:00:00+00:00,336
2010-12-07 00:00:00+00:00,700
2010-12-08 00:00:00+00:00,481
2010-12-09 00:00:00+00:00,490
2010-12-10 00:00:00+00:00,334
2010-12-11 00:00:00+00:00,599
2010-12-12 00:00:00+00:00,648
2010-12-13 00:00:00+00:00,1218
2010-12-14 00:00:00+00:00,639
2010-12-15 00:00:00+00:00,631
2010-12-16 00:00:00+00:00,560
2010-12-17 00:00:00+00:00,632
2010-12-18 00:00:00+00:00,473
2010-12-19 00:00:00+00:00,785
2010-12-20 00:00:00+00:00,1064
2010-12-21 00:00:00+00:00,654
2010-12-22 00:00:00+00:00,772
2010-12-23 00:00:00+00:00,579
2010-12-24 00:00:00+00:00,514
2010-12-25 00:00:00+00:00,577
2010-12-26 00:00:00+00:00,606
2010-12-27 00:00:00+00:00,809
2010-12-28 00:00:00+00:00,663
2010-12-29 00:00:00+00:00,625
2010-12-30 00:00:00+00:00,675
2010-12-31 00:00:00+00:00,535
2011-01-01 00:00:00+00:00,748
2011-01-02 00:00:00+00:00,690
2011-01-03 00:00:00+00:00,1723
2011-01-04 00:00:00+00:00,971
2011-01-05 00:00:00+00:00,1621
