Time,total-addresses-btc-24h
2010-12-01 00:00:00+00:00,156285
2010-12-02 00:00:00+00:00,156806
2010-12-03 00:00:00+00:00,157240
2010-12-04 00:00:00+00:00,157736
2010-12-05 00:00:00+00:00,158238
2010-12-06 00:00:00+00:00,158757
2010-12-07 00:00:00+00:00,159435
2010-12-08 00:00:00+00:00,160055
2010-12-09 00:00:00+00:00,160610
2010-12-10 00:00:00+00:00,161068
2010-12-11 00:00:00+00:00,161842
2010-12-12 00:00:00+00:00,162750
2010-12-13 00:00:00+00:00,163660
2010-12-14 00:00:00+00:00,164468
2010-12-15 00:00:00+00:00,165226
2010-12-16 00:00:00+00:00,165867
2010-12-17 00:00:00+00:00,166400
2010-12-18 00:00:00+00:00,167011
2010-12-19 00:00:00+00:00,167687
2010-12-20 00:00:00+00:00,168714
2010-12-21 00:00:00+00:00,169457
2010-12-22 00:00:00+00:00,170244
2010-12-23 00:00:00+00:00,170925
2010-12-24 00:00:00+00:00,171540
2010-12-25 00:00:00+00:00,172359
2010-12-26 00:00:00+00:00,173079
2010-12-27 00:00:00+00:00,173686
2010-12-28 00:00:00+00:00,174437
2010-12-29 00:00:00+00:00,175037
2010-12-30 00:00:00+00:00,175713
2010-12-31 00:00:00+00:00,176325
2011-01-01 00:00:00+00:00,177075
2011-01-02 00:00:00+00:00,177703
2011-01-03 00:00:00+00:00,178613
2011-01-04 00:00:00+00:00,179379
2011-01-05 00:00:00+00:00,180349
2011-01-06 00:00:00+00:00,181058
2011-01-07 00:00:00+00:00,181921
2011-01-08 00:00:00+00:00,182957
2011-01-09 00:00:00+00:00,183891
2011-01-10 00:00:00+00:00,184882
2011-01-11 00:00:00+00:00,185953
2011-01-12 00:00:00+00:00,186834
2011-01-13 00:00:00+00:00,187820
2011-01-14 00:00:00+00:00,188720
2011-01-15 00:00:00+00:00,189713
2011-01-16 00:00:00+00:00,190766
2011-01-17 00:00:00+00:00,191698
2011-01-18 00:00:00+00:00,192677
2011-01-19 00:00:00+00:00,193720
2011-01-20 00:00:00+00:00,194736
2011-01-21 00:00:00+00:00,196067
2011-01-22 00:00:00+00:00,197598
2011-01-23 00:00:00+00:00,198841
2011-01-24 00:00:00+00:00,200306
2011-01-25 00:00:00+00:00,201289
2011-01-26 00:00:00+00:00,202333
2011-01-27 00:00:00+00:00,203283
2011-01-28 00:00:00+00:00,204492
2011-01-29 00:00:00+00:00,205993
2011-01-30 00:00:00+00:00,208653
2011-01-31 00:00:00+00:00,210242
2011-02-01 00:00:00+00:00,211382
2011-02-02 00:00:00+00:00,212317
2011-02-03 00:00:00+00:00,213133
2011-02-04 00:00:00+00:00,214105
2011-02-05 00:00:00+00:00,214980
2011-02-06 00:00:00+00:00,215896
2011-02-07 00:00:00+00:00,216799
2011-02-08 00:00:00+00:00,217704
2011-02-09 00:00:00+00:00,219190
2011-02-10 00:00:00+00:00,221884
2011-02-11 00:00:00+00:00,225292
2011-02-12 00:00:00+00:00,227881
2011-02-13 00:00:00+00:00,230197
2011-02-14 00:00:00+00:00,232690
2011-02-15 00:00:00+00:00,235195
2011-02-16 00:00:00+00:00,237405
2011-02-17 00:00:00+00:00,240160
2011-02-18 00:00:00+00:00,242720
2011-02-19 00:00:00+00:00,244693
2011-02-20 00:00:00+00:00,247034
2011-02-21 00:00:00+00:00,249532
2011-02-22 00:00:00+00:00,252315
2011-02-23 00:00:00+00:00,255101
2011-02-24 00:00:00+00:00,257738
2011-02-25 00:00:00+00:00,260294
2011-02-26 00:00:00+00:00,262755
2011-02-27 00:00:00+00:00,265429
2011-02-28 00:00:00+00:00,267541
2011-03-01 00:00:00+00:00,271449
2011-03-02 00:00:00+00:00,273951
2011-03-03 00:00:00+00:00,277783
2011-03-04 00:00:00+00:00,280055
2011-03-05 00:00:00+00:00,282445
2011-03-06 00:00:00+00:00,284813
2011-03-07 00:00:00+00:00,287160
2011-03-08 00:00:00+00:00,290078
2011-03-09 00:00:00+00:00,292451
2011-03-10 00:00:00+00:00,294608
2011-03-11 00:00:00+00:00,296705
2011-03-12 00:00:00+00:00,298944
2011-03-13 00:00:00+00:00,300980
2011-03-14 00:00:00+00:00,302786
2011-03-15 00:00:00+00:00,305232
2011-03-16 00:00:00+00:00,307317
2011-03-17 00:00:00+00:00,309582
2011-03-18 00:00:00+00:00,311669
2011-03-19 00:00:00+00:00,313907
2011-03-20 00:00:00+00:00,317479
2011-03-21 00:00:00+00:00,321165
2011-03-22 00:00:00+00:00,323972
2011-03-23 00:00:00+00:00,329529
2011-03-24 00:00:00+00:00,332549
2011-03-25 00:00:00+00:00,335243
2011-03-26 00:00:00+00:00,338655
2011-03-27 00:00:00+00:00,341633
2011-03-28 00:00:00+00:00,344893
2011-03-29 00:00:00+00:00,348067
2011-03-30 00:00:00+00:00,350414
2011-03-31 00:00:00+00:00,353092
2011-04-01 00:00:00+00:00,355005
2011-04-02 00:00:00+00:00,357074
2011-04-03 00:00:00+00:00,359334
2011-04-04 00:00:00+00:00,362322
2011-04-05 00:00:00+00:00,365054
2011-04-06 00:00:00+00:00,367482
2011-04-07 00:00:00+00:00,369523
2011-04-08 00:00:00+00:00,371732
2011-04-09 00:00:00+00:00,373926
2011-04-10 00:00:00+00:00,376041
2011-04-11 00:00:00+00:00,378418
2011-04-12 00:00:00+00:00,380934
2011-04-13 00:00:00+00:00,383681
2011-04-14 00:00:00+00:00,388089
2011-04-15 00:00:00+00:00,390392
2011-04-16 00:00:00+00:00,392850
2011-04-17 00:00:00+00:00,395391
2011-04-18 00:00:00+00:00,398854
2011-04-19 00:00:00+00:00,403027
2011-04-20 00:00:00+00:00,406390
2011-04-21 00:00:00+00:00,408837
2011-04-22 00:00:00+00:00,411345
2011-04-23 00:00:00+00:00,414161
2011-04-24 00:00:00+00:00,416840
2011-04-25 00:00:00+00:00,419979
2011-04-26 00:00:00+00:00,424033
2011-04-27 00:00:00+00:00,429277
2011-04-28 00:00:00+00:00,433212
2011-04-29 00:00:00+00:00,437567
2011-04-30 00:00:00+00:00,443111
2011-05-01 00:00:00+00:00,447877
2011-05-02 00:00:00+00:00,451538
2011-05-03 00:00:00+00:00,455218
2011-05-04 00:00:00+00:00,458989
2011-05-05 00:00:00+00:00,463440
2011-05-06 00:00:00+00:00,467838
2011-05-07 00:00:00+00:00,472469
2011-05-08 00:00:00+00:00,476383
2011-05-09 00:00:00+00:00,480885
2011-05-10 00:00:00+00:00,484902
2011-05-11 00:00:00+00:00,488998
2011-05-12 00:00:00+00:00,493074
2011-05-13 00:00:00+00:00,498826
2011-05-14 00:00:00+00:00,504559
2011-05-15 00:00:00+00:00,509845
2011-05-16 00:00:00+00:00,517961
2011-05-17 00:00:00+00:00,524798
2011-05-18 00:00:00+00:00,533200
2011-05-19 00:00:00+00:00,541182
2011-05-20 00:00:00+00:00,548406
2011-05-21 00:00:00+00:00,555216
2011-05-22 00:00:00+00:00,562021
2011-05-23 00:00:00+00:00,569445
2011-05-24 00:00:00+00:00,577909
2011-05-25 00:00:00+00:00,587340
2011-05-26 00:00:00+00:00,596055
2011-05-27 00:00:00+00:00,602146
2011-05-28 00:00:00+00:00,609014
2011-05-29 00:00:00+00:00,615175
2011-05-30 00:00:00+00:00,622923
2011-05-31 00:00:00+00:00,631479
2011-06-01 00:00:00+00:00,639644
2011-06-02 00:00:00+00:00,648673
2011-06-03 00:00:00+00:00,659382
2011-06-04 00:00:00+00:00,671655
2011-06-05 00:00:00+00:00,682465
2011-06-06 00:00:00+00:00,695017
2011-06-07 00:00:00+00:00,706436
2011-06-08 00:00:00+00:00,721986
2011-06-09 00:00:00+00:00,738479
2011-06-10 00:00:00+00:00,753374
2011-06-11 00:00:00+00:00,767584
2011-06-12 00:00:00+00:00,784002
2011-06-13 00:00:00+00:00,799121
2011-06-14 00:00:00+00:00,817266
2011-06-15 00:00:00+00:00,833907
2011-06-16 00:00:00+00:00,851384
2011-06-17 00:00:00+00:00,866805
2011-06-18 00:00:00+00:00,883182
2011-06-19 00:00:00+00:00,899554
2011-06-20 00:00:00+00:00,914514
2011-06-21 00:00:00+00:00,929252
2011-06-22 00:00:00+00:00,945087
2011-06-23 00:00:00+00:00,959095
2011-06-24 00:00:00+00:00,973789
2011-06-25 00:00:00+00:00,986777
2011-06-26 00:00:00+00:00,1000795
2011-06-27 00:00:00+00:00,1018467
2011-06-28 00:00:00+00:00,1033812
2011-06-29 00:00:00+00:00,1048285
2011-06-30 00:00:00+00:00,1061589
2011-07-01 00:00:00+00:00,1081932
2011-07-02 00:00:00+00:00,1105450
2011-07-03 00:00:00+00:00,1118864
2011-07-04 00:00:00+00:00,1132808
2011-07-05 00:00:00+00:00,1145324
2011-07-06 00:00:00+00:00,1161230
2011-07-07 00:00:00+00:00,1175502
2011-07-08 00:00:00+00:00,1190454
2011-07-09 00:00:00+00:00,1204574
2011-07-10 00:00:00+00:00,1224512
2011-07-11 00:00:00+00:00,1240342
2011-07-12 00:00:00+00:00,1254141
2011-07-13 00:00:00+00:00,1271306
2011-07-14 00:00:00+00:00,1290004
2011-07-15 00:00:00+00:00,1305399
2011-07-16 00:00:00+00:00,1320024
2011-07-17 00:00:00+00:00,1335554
2011-07-18 00:00:00+00:00,1350910
2011-07-19 00:00:00+00:00,1366783
2011-07-20 00:00:00+00:00,1382623
2011-07-21 00:00:00+00:00,1399109
2011-07-22 00:00:00+00:00,1415102
2011-07-23 00:00:00+00:00,1429145
2011-07-24 00:00:00+00:00,1443941
2011-07-25 00:00:00+00:00,1460963
2011-07-26 00:00:00+00:00,1475432
2011-07-27 00:00:00+00:00,1490107
2011-07-28 00:00:00+00:00,1506412
2011-07-29 00:00:00+00:00,1520482
2011-07-30 00:00:00+00:00,1533079
2011-07-31 00:00:00+00:00,1548805
2011-08-01 00:00:00+00:00,1564140
2011-08-02 00:00:00+00:00,1576759
2011-08-03 00:00:00+00:00,1586397
2011-08-04 00:00:00+00:00,1596627
2011-08-05 00:00:00+00:00,1610419
2011-08-06 00:00:00+00:00,1623123
2011-08-07 00:00:00+00:00,1635942
2011-08-08 00:00:00+00:00,1649097
2011-08-09 00:00:00+00:00,1663810
2011-08-10 00:00:00+00:00,1674306
2011-08-11 00:00:00+00:00,1684221
2011-08-12 00:00:00+00:00,1693438
2011-08-13 00:00:00+00:00,1705284
2011-08-14 00:00:00+00:00,1718486
2011-08-15 00:00:00+00:00,1729238
2011-08-16 00:00:00+00:00,1740970
2011-08-17 00:00:00+00:00,1752944
2011-08-18 00:00:00+00:00,1764861
2011-08-19 00:00:00+00:00,1779099
2011-08-20 00:00:00+00:00,1792093
2011-08-21 00:00:00+00:00,1806944
2011-08-22 00:00:00+00:00,1823194
2011-08-23 00:00:00+00:00,1837284
2011-08-24 00:00:00+00:00,1850961
2011-08-25 00:00:00+00:00,1865496
2011-08-26 00:00:00+00:00,1877898
2011-08-27 00:00:00+00:00,1889753
2011-08-28 00:00:00+00:00,1901314
2011-08-29 00:00:00+00:00,1912727
2011-08-30 00:00:00+00:00,1922002
2011-08-31 00:00:00+00:00,1930976
2011-09-01 00:00:00+00:00,1939697
2011-09-02 00:00:00+00:00,1948190
2011-09-03 00:00:00+00:00,1955668
2011-09-04 00:00:00+00:00,1965658
2011-09-05 00:00:00+00:00,1975612
2011-09-06 00:00:00+00:00,1985614
2011-09-07 00:00:00+00:00,1994396
2011-09-08 00:00:00+00:00,2002398
2011-09-09 00:00:00+00:00,2011121
2011-09-10 00:00:00+00:00,2018416
2011-09-11 00:00:00+00:00,2026573
2011-09-12 00:00:00+00:00,2034765
2011-09-13 00:00:00+00:00,2042764
2011-09-14 00:00:00+00:00,2050191
2011-09-15 00:00:00+00:00,2058226
2011-09-16 00:00:00+00:00,2065950
2011-09-17 00:00:00+00:00,2072688
2011-09-18 00:00:00+00:00,2079881
2011-09-19 00:00:00+00:00,2088302
2011-09-20 00:00:00+00:00,2102163
2011-09-21 00:00:00+00:00,2111331
2011-09-22 00:00:00+00:00,2121977
2011-09-23 00:00:00+00:00,2135602
2011-09-24 00:00:00+00:00,2148457
2011-09-25 00:00:00+00:00,2161696
2011-09-26 00:00:00+00:00,2173091
2011-09-27 00:00:00+00:00,2185148
2011-09-28 00:00:00+00:00,2192195
2011-09-29 00:00:00+00:00,2198900
2011-09-30 00:00:00+00:00,2205923
2011-10-01 00:00:00+00:00,2212287
2011-10-02 00:00:00+00:00,2218307
2011-10-03 00:00:00+00:00,2225949
2011-10-04 00:00:00+00:00,2233298
2011-10-05 00:00:00+00:00,2240232
2011-10-06 00:00:00+00:00,2247585
2011-10-07 00:00:00+00:00,2254517
2011-10-08 00:00:00+00:00,2260976
2011-10-09 00:00:00+00:00,2267489
2011-10-10 00:00:00+00:00,2274619
2011-10-11 00:00:00+00:00,2282125
2011-10-12 00:00:00+00:00,2289342
2011-10-13 00:00:00+00:00,2295579
2011-10-14 00:00:00+00:00,2302851
2011-10-15 00:00:00+00:00,2309679
2011-10-16 00:00:00+00:00,2315710
2011-10-17 00:00:00+00:00,2322628
2011-10-18 00:00:00+00:00,2328605
2011-10-19 00:00:00+00:00,2334638
2011-10-20 00:00:00+00:00,2340054
2011-10-21 00:00:00+00:00,2346388
2011-10-22 00:00:00+00:00,2352610
2011-10-23 00:00:00+00:00,2359629
2011-10-24 00:00:00+00:00,2366937
2011-10-25 00:00:00+00:00,2373490
2011-10-26 00:00:00+00:00,2379956
2011-10-27 00:00:00+00:00,2385755
2011-10-28 00:00:00+00:00,2392308
2011-10-29 00:00:00+00:00,2399089
2011-10-30 00:00:00+00:00,2405105
2011-10-31 00:00:00+00:00,2411294
2011-11-01 00:00:00+00:00,2418583
2011-11-02 00:00:00+00:00,2425799
2011-11-03 00:00:00+00:00,2433242
2011-11-04 00:00:00+00:00,2441056
2011-11-05 00:00:00+00:00,2448122
2011-11-06 00:00:00+00:00,2454190
2011-11-07 00:00:00+00:00,2460748
2011-11-08 00:00:00+00:00,2468041
2011-11-09 00:00:00+00:00,2475887
2011-11-10 00:00:00+00:00,2483669
2011-11-11 00:00:00+00:00,2489878
2011-11-12 00:00:00+00:00,2495966
2011-11-13 00:00:00+00:00,2502658
2011-11-14 00:00:00+00:00,2509706
2011-11-15 00:00:00+00:00,2516931
2011-11-16 00:00:00+00:00,2524154
2011-11-17 00:00:00+00:00,2530111
2011-11-18 00:00:00+00:00,2536621
2011-11-19 00:00:00+00:00,2541032
2011-11-20 00:00:00+00:00,2545846
2011-11-21 00:00:00+00:00,2550507
2011-11-22 00:00:00+00:00,2555839
2011-11-23 00:00:00+00:00,2561075
2011-11-24 00:00:00+00:00,2565878
2011-11-25 00:00:00+00:00,2571228
2011-11-26 00:00:00+00:00,2575837
2011-11-27 00:00:00+00:00,2580851
2011-11-28 00:00:00+00:00,2587177
2011-11-29 00:00:00+00:00,2594829
2011-11-30 00:00:00+00:00,2601995
2011-12-01 00:00:00+00:00,2609084
2011-12-02 00:00:00+00:00,2615796
2011-12-03 00:00:00+00:00,2621312
2011-12-04 00:00:00+00:00,2626865
2011-12-05 00:00:00+00:00,2633212
2011-12-06 00:00:00+00:00,2641219
2011-12-07 00:00:00+00:00,2647437
2011-12-08 00:00:00+00:00,2652685
2011-12-09 00:00:00+00:00,2658023
2011-12-10 00:00:00+00:00,2663462
2011-12-11 00:00:00+00:00,2668438
2011-12-12 00:00:00+00:00,2673089
2011-12-13 00:00:00+00:00,2678913
2011-12-14 00:00:00+00:00,2684068
2011-12-15 00:00:00+00:00,2688431
2011-12-16 00:00:00+00:00,2693247
2011-12-17 00:00:00+00:00,2697780
2011-12-18 00:00:00+00:00,2702021
2011-12-19 00:00:00+00:00,2707760
2011-12-20 00:00:00+00:00,2713923
2011-12-21 00:00:00+00:00,2719030
2011-12-22 00:00:00+00:00,2724415
2011-12-23 00:00:00+00:00,2729874
2011-12-24 00:00:00+00:00,2734143
2011-12-25 00:00:00+00:00,2739196
2011-12-26 00:00:00+00:00,2744740
2011-12-27 00:00:00+00:00,2750028
2011-12-28 00:00:00+00:00,2754511
2011-12-29 00:00:00+00:00,2759551
2011-12-30 00:00:00+00:00,2763974
2011-12-31 00:00:00+00:00,2768496
2012-01-01 00:00:00+00:00,2773046
2012-01-02 00:00:00+00:00,2778133
2012-01-03 00:00:00+00:00,2783446
2012-01-04 00:00:00+00:00,2788769
2012-01-05 00:00:00+00:00,2795727
2012-01-06 00:00:00+00:00,2802189
2012-01-07 00:00:00+00:00,2807785
2012-01-08 00:00:00+00:00,2813927
2012-01-09 00:00:00+00:00,2819771
2012-01-10 00:00:00+00:00,2826679
2012-01-11 00:00:00+00:00,2833528
2012-01-12 00:00:00+00:00,2839658
2012-01-13 00:00:00+00:00,2846177
2012-01-14 00:00:00+00:00,2852675
2012-01-15 00:00:00+00:00,2858823
2012-01-16 00:00:00+00:00,2865117
2012-01-17 00:00:00+00:00,2871555
2012-01-18 00:00:00+00:00,2878043
2012-01-19 00:00:00+00:00,2884636
2012-01-20 00:00:00+00:00,2890991
2012-01-21 00:00:00+00:00,2896620
2012-01-22 00:00:00+00:00,2901161
2012-01-23 00:00:00+00:00,2906543
2012-01-24 00:00:00+00:00,2913390
2012-01-25 00:00:00+00:00,2921070
2012-01-26 00:00:00+00:00,2927146
2012-01-27 00:00:00+00:00,2933260
2012-01-28 00:00:00+00:00,2938636
2012-01-29 00:00:00+00:00,2944384
2012-01-30 00:00:00+00:00,2950086
2012-01-31 00:00:00+00:00,2956865
2012-02-01 00:00:00+00:00,2963006
2012-02-02 00:00:00+00:00,2969842
2012-02-03 00:00:00+00:00,2976794
2012-02-04 00:00:00+00:00,2984085
2012-02-05 00:00:00+00:00,2990582
2012-02-06 00:00:00+00:00,2996496
2012-02-07 00:00:00+00:00,3003256
2012-02-08 00:00:00+00:00,3009815
2012-02-09 00:00:00+00:00,3016790
2012-02-10 00:00:00+00:00,3024438
2012-02-11 00:00:00+00:00,3031496
2012-02-12 00:00:00+00:00,3037931
2012-02-13 00:00:00+00:00,3045496
2012-02-14 00:00:00+00:00,3054690
2012-02-15 00:00:00+00:00,3063639
2012-02-16 00:00:00+00:00,3072879
2012-02-17 00:00:00+00:00,3079486
2012-02-18 00:00:00+00:00,3085858
2012-02-19 00:00:00+00:00,3091849
2012-02-20 00:00:00+00:00,3098248
2012-02-21 00:00:00+00:00,3104632
2012-02-22 00:00:00+00:00,3111761
2012-02-23 00:00:00+00:00,3119690
2012-02-24 00:00:00+00:00,3126741
2012-02-25 00:00:00+00:00,3132554
2012-02-26 00:00:00+00:00,3137990
2012-02-27 00:00:00+00:00,3144300
2012-02-28 00:00:00+00:00,3150879
2012-02-29 00:00:00+00:00,3157430
2012-03-01 00:00:00+00:00,3164455
2012-03-02 00:00:00+00:00,3172133
2012-03-03 00:00:00+00:00,3177468
2012-03-04 00:00:00+00:00,3184310
2012-03-05 00:00:00+00:00,3191533
2012-03-06 00:00:00+00:00,3198028
2012-03-07 00:00:00+00:00,3204904
2012-03-08 00:00:00+00:00,3211666
2012-03-09 00:00:00+00:00,3218133
2012-03-10 00:00:00+00:00,3223224
2012-03-11 00:00:00+00:00,3228469
2012-03-12 00:00:00+00:00,3234442
2012-03-13 00:00:00+00:00,3242008
2012-03-14 00:00:00+00:00,3248890
2012-03-15 00:00:00+00:00,3255446
2012-03-16 00:00:00+00:00,3262302
2012-03-17 00:00:00+00:00,3269674
2012-03-18 00:00:00+00:00,3275832
2012-03-19 00:00:00+00:00,3282406
2012-03-20 00:00:00+00:00,3289280
2012-03-21 00:00:00+00:00,3296393
2012-03-22 00:00:00+00:00,3302828
2012-03-23 00:00:00+00:00,3308834
2012-03-24 00:00:00+00:00,3314884
2012-03-25 00:00:00+00:00,3320910
2012-03-26 00:00:00+00:00,3327552
2012-03-27 00:00:00+00:00,3334167
2012-03-28 00:00:00+00:00,3341482
2012-03-29 00:00:00+00:00,3348940
2012-03-30 00:00:00+00:00,3355537
2012-03-31 00:00:00+00:00,3361511
2012-04-01 00:00:00+00:00,3366645
2012-04-02 00:00:00+00:00,3372927
2012-04-03 00:00:00+00:00,3381042
2012-04-04 00:00:00+00:00,3388499
2012-04-05 00:00:00+00:00,3395765
2012-04-06 00:00:00+00:00,3402493
2012-04-07 00:00:00+00:00,3408503
2012-04-08 00:00:00+00:00,3414584
2012-04-09 00:00:00+00:00,3421285
2012-04-10 00:00:00+00:00,3429442
2012-04-11 00:00:00+00:00,3438000
2012-04-12 00:00:00+00:00,3446657
2012-04-13 00:00:00+00:00,3453718
2012-04-14 00:00:00+00:00,3461828
2012-04-15 00:00:00+00:00,3469367
2012-04-16 00:00:00+00:00,3477901
2012-04-17 00:00:00+00:00,3485977
2012-04-18 00:00:00+00:00,3494935
2012-04-19 00:00:00+00:00,3502830
2012-04-20 00:00:00+00:00,3511461
2012-04-21 00:00:00+00:00,3518827
2012-04-22 00:00:00+00:00,3525319
2012-04-23 00:00:00+00:00,3532732
2012-04-24 00:00:00+00:00,3540712
2012-04-25 00:00:00+00:00,3548590
2012-04-26 00:00:00+00:00,3558097
2012-04-27 00:00:00+00:00,3565496
2012-04-28 00:00:00+00:00,3572531
2012-04-29 00:00:00+00:00,3579417
2012-04-30 00:00:00+00:00,3588699
2012-05-01 00:00:00+00:00,3597623
2012-05-02 00:00:00+00:00,3607048
2012-05-03 00:00:00+00:00,3617926
2012-05-04 00:00:00+00:00,3628557
2012-05-05 00:00:00+00:00,3638462
2012-05-06 00:00:00+00:00,3647293
2012-05-07 00:00:00+00:00,3660526
2012-05-08 00:00:00+00:00,3673046
2012-05-09 00:00:00+00:00,3686200
2012-05-10 00:00:00+00:00,3695972
2012-05-11 00:00:00+00:00,3710224
2012-05-12 00:00:00+00:00,3722993
2012-05-13 00:00:00+00:00,3733412
2012-05-14 00:00:00+00:00,3754045
2012-05-15 00:00:00+00:00,3769526
2012-05-16 00:00:00+00:00,3782775
2012-05-17 00:00:00+00:00,3795045
2012-05-18 00:00:00+00:00,3811078
2012-05-19 00:00:00+00:00,3832020
2012-05-20 00:00:00+00:00,3851127
2012-05-21 00:00:00+00:00,3870553
2012-05-22 00:00:00+00:00,3886627
2012-05-23 00:00:00+00:00,3904378
2012-05-24 00:00:00+00:00,3921562
2012-05-25 00:00:00+00:00,3939881
2012-05-26 00:00:00+00:00,3954795
2012-05-27 00:00:00+00:00,3970988
2012-05-28 00:00:00+00:00,3988775
2012-05-29 00:00:00+00:00,4008877
2012-05-30 00:00:00+00:00,4025562
2012-05-31 00:00:00+00:00,4042014
2012-06-01 00:00:00+00:00,4059080
2012-06-02 00:00:00+00:00,4069231
2012-06-03 00:00:00+00:00,4088898
2012-06-04 00:00:00+00:00,4116128
2012-06-05 00:00:00+00:00,4143244
2012-06-06 00:00:00+00:00,4155786
2012-06-07 00:00:00+00:00,4176118
2012-06-08 00:00:00+00:00,4191102
2012-06-09 00:00:00+00:00,4209507
2012-06-10 00:00:00+00:00,4231337
2012-06-11 00:00:00+00:00,4250804
2012-06-12 00:00:00+00:00,4262519
2012-06-13 00:00:00+00:00,4294727
2012-06-14 00:00:00+00:00,4325424
2012-06-15 00:00:00+00:00,4355946
2012-06-16 00:00:00+00:00,4381473
2012-06-17 00:00:00+00:00,4407282
2012-06-18 00:00:00+00:00,4431870
2012-06-19 00:00:00+00:00,4453575
2012-06-20 00:00:00+00:00,4471833
2012-06-21 00:00:00+00:00,4488676
2012-06-22 00:00:00+00:00,4504879
2012-06-23 00:00:00+00:00,4520763
2012-06-24 00:00:00+00:00,4536725
2012-06-25 00:00:00+00:00,4556898
2012-06-26 00:00:00+00:00,4578935
2012-06-27 00:00:00+00:00,4602573
2012-06-28 00:00:00+00:00,4622202
2012-06-29 00:00:00+00:00,4641741
2012-06-30 00:00:00+00:00,4660919
2012-07-01 00:00:00+00:00,4680060
2012-07-02 00:00:00+00:00,4701932
2012-07-03 00:00:00+00:00,4721481
2012-07-04 00:00:00+00:00,4739019
2012-07-05 00:00:00+00:00,4754347
2012-07-06 00:00:00+00:00,4770919
2012-07-07 00:00:00+00:00,4790578
2012-07-08 00:00:00+00:00,4806549
2012-07-09 00:00:00+00:00,4825185
2012-07-10 00:00:00+00:00,4848731
2012-07-11 00:00:00+00:00,4869861
2012-07-12 00:00:00+00:00,4890385
2012-07-13 00:00:00+00:00,4907689
2012-07-14 00:00:00+00:00,4925254
2012-07-15 00:00:00+00:00,4943503
2012-07-16 00:00:00+00:00,4966656
2012-07-17 00:00:00+00:00,4992030
2012-07-18 00:00:00+00:00,5012442
2012-07-19 00:00:00+00:00,5032760
2012-07-20 00:00:00+00:00,5055663
2012-07-21 00:00:00+00:00,5078607
2012-07-22 00:00:00+00:00,5104069
2012-07-23 00:00:00+00:00,5129619
2012-07-24 00:00:00+00:00,5150328
2012-07-25 00:00:00+00:00,5168417
2012-07-26 00:00:00+00:00,5186275
2012-07-27 00:00:00+00:00,5204637
2012-07-28 00:00:00+00:00,5228700
2012-07-29 00:00:00+00:00,5249235
2012-07-30 00:00:00+00:00,5270777
2012-07-31 00:00:00+00:00,5305793
2012-08-01 00:00:00+00:00,5329479
2012-08-02 00:00:00+00:00,5354233
2012-08-03 00:00:00+00:00,5375423
2012-08-04 00:00:00+00:00,5395664
2012-08-05 00:00:00+00:00,5418297
2012-08-06 00:00:00+00:00,5444709
2012-08-07 00:00:00+00:00,5468584
2012-08-08 00:00:00+00:00,5499228
2012-08-09 00:00:00+00:00,5521327
2012-08-10 00:00:00+00:00,5543537
2012-08-11 00:00:00+00:00,5565990
2012-08-12 00:00:00+00:00,5589867
2012-08-13 00:00:00+00:00,5620479
2012-08-14 00:00:00+00:00,5645426
2012-08-15 00:00:00+00:00,5674152
2012-08-16 00:00:00+00:00,5712897
2012-08-17 00:00:00+00:00,5748086
2012-08-18 00:00:00+00:00,5780719
2012-08-19 00:00:00+00:00,5807810
2012-08-20 00:00:00+00:00,5832996
2012-08-21 00:00:00+00:00,5865145
2012-08-22 00:00:00+00:00,5894716
2012-08-23 00:00:00+00:00,5921321
2012-08-24 00:00:00+00:00,5947582
2012-08-25 00:00:00+00:00,5969643
2012-08-26 00:00:00+00:00,5989199
2012-08-27 00:00:00+00:00,6011218
2012-08-28 00:00:00+00:00,6032360
2012-08-29 00:00:00+00:00,6055912
2012-08-30 00:00:00+00:00,6076306
2012-08-31 00:00:00+00:00,6106181
2012-09-01 00:00:00+00:00,6133933
2012-09-02 00:00:00+00:00,6154332
2012-09-03 00:00:00+00:00,6174231
2012-09-04 00:00:00+00:00,6198266
2012-09-05 00:00:00+00:00,6223959
2012-09-06 00:00:00+00:00,6252047
2012-09-07 00:00:00+00:00,6276233
2012-09-08 00:00:00+00:00,6295678
2012-09-09 00:00:00+00:00,6319650
2012-09-10 00:00:00+00:00,6341145
2012-09-11 00:00:00+00:00,6367699
2012-09-12 00:00:00+00:00,6386651
2012-09-13 00:00:00+00:00,6405288
2012-09-14 00:00:00+00:00,6426636
2012-09-15 00:00:00+00:00,6443477
2012-09-16 00:00:00+00:00,6460231
2012-09-17 00:00:00+00:00,6477099
2012-09-18 00:00:00+00:00,6499367
2012-09-19 00:00:00+00:00,6524073
2012-09-20 00:00:00+00:00,6551950
2012-09-21 00:00:00+00:00,6570906
2012-09-22 00:00:00+00:00,6584278
2012-09-23 00:00:00+00:00,6598842
2012-09-24 00:00:00+00:00,6616616
2012-09-25 00:00:00+00:00,6641542
2012-09-26 00:00:00+00:00,6668469
2012-09-27 00:00:00+00:00,6690624
2012-09-28 00:00:00+00:00,6716855
2012-09-29 00:00:00+00:00,6735109
2012-09-30 00:00:00+00:00,6751340
2012-10-01 00:00:00+00:00,6769547
2012-10-02 00:00:00+00:00,6798449
2012-10-03 00:00:00+00:00,6822678
2012-10-04 00:00:00+00:00,6850242
2012-10-05 00:00:00+00:00,6876251
