Time,transaction-size-mean-btc-24h
2012-05-20 00:00:00+00:00,435.412872741204
2012-05-21 00:00:00+00:00,439.781466420991
2012-05-22 00:00:00+00:00,444.543847635353
2012-05-23 00:00:00+00:00,444.757050765511
2012-05-24 00:00:00+00:00,444.289978839176
2012-05-25 00:00:00+00:00,435.747073897085
2012-05-26 00:00:00+00:00,433.308423736867
2012-05-27 00:00:00+00:00,438.268677723676
2012-05-28 00:00:00+00:00,443.766455994083
2012-05-29 00:00:00+00:00,446.214786123273
2012-05-30 00:00:00+00:00,451.664033950253
2012-05-31 00:00:00+00:00,452.076311377245
2012-06-01 00:00:00+00:00,446.452947951107
2012-06-02 00:00:00+00:00,454.046914556964
2012-06-03 00:00:00+00:00,437.130291796221
2012-06-04 00:00:00+00:00,439.491186685011
2012-06-05 00:00:00+00:00,424.636158038762
2012-06-06 00:00:00+00:00,459.98226051698
2012-06-07 00:00:00+00:00,438.174993951126
2012-06-08 00:00:00+00:00,462.463040915979
2012-06-09 00:00:00+00:00,440.383588308649
2012-06-10 00:00:00+00:00,419.440808778204
2012-06-11 00:00:00+00:00,433.9150072551
2012-06-12 00:00:00+00:00,505.816774478906
2012-06-13 00:00:00+00:00,426.098404067509
2012-06-14 00:00:00+00:00,452.121799229548
2012-06-15 00:00:00+00:00,446.107465299945
2012-06-16 00:00:00+00:00,451.85076288086
2012-06-17 00:00:00+00:00,426.008732426563
2012-06-18 00:00:00+00:00,447.357260386674
2012-06-19 00:00:00+00:00,462.00957699288
2012-06-20 00:00:00+00:00,473.75352792748
2012-06-21 00:00:00+00:00,471.534826990916
2012-06-22 00:00:00+00:00,473.390617663381
2012-06-23 00:00:00+00:00,473.30543384977
2012-06-24 00:00:00+00:00,459.328781276668
2012-06-25 00:00:00+00:00,446.321789978641
2012-06-26 00:00:00+00:00,436.992388486338
2012-06-27 00:00:00+00:00,436.845304766867
2012-06-28 00:00:00+00:00,442.249611521699
2012-06-29 00:00:00+00:00,419.03180678369
2012-06-30 00:00:00+00:00,421.414213288267
2012-07-01 00:00:00+00:00,417.330563395006
2012-07-02 00:00:00+00:00,414.905701140227
2012-07-03 00:00:00+00:00,427.129470831297
2012-07-04 00:00:00+00:00,438.404145302857
2012-07-05 00:00:00+00:00,450.458300386064
2012-07-06 00:00:00+00:00,442.205883590756
2012-07-07 00:00:00+00:00,415.610357970843
2012-07-08 00:00:00+00:00,436.765765765768
2012-07-09 00:00:00+00:00,436.240527116881
2012-07-10 00:00:00+00:00,435.283595762953
2012-07-11 00:00:00+00:00,442.791682735571
2012-07-12 00:00:00+00:00,441.279923818987
2012-07-13 00:00:00+00:00,470.735210921168
2012-07-14 00:00:00+00:00,434.961150888358
2012-07-15 00:00:00+00:00,435.091356611331
2012-07-16 00:00:00+00:00,451.769701239233
2012-07-17 00:00:00+00:00,447.02589283165
2012-07-18 00:00:00+00:00,464.739802053465
2012-07-19 00:00:00+00:00,466.873527508094
2012-07-20 00:00:00+00:00,447.155460350378
2012-07-21 00:00:00+00:00,429.857250667595
2012-07-22 00:00:00+00:00,407.589511597751
2012-07-23 00:00:00+00:00,421.470497895993
2012-07-24 00:00:00+00:00,435.461287577992
2012-07-25 00:00:00+00:00,419.869032281812
2012-07-26 00:00:00+00:00,435.532418625972
2012-07-27 00:00:00+00:00,412.617192423176
2012-07-28 00:00:00+00:00,409.443766570689
2012-07-29 00:00:00+00:00,425.926304746916
2012-07-30 00:00:00+00:00,458.416084631347
2012-07-31 00:00:00+00:00,430.652995625589
2012-08-01 00:00:00+00:00,434.04413892909
2012-08-02 00:00:00+00:00,432.937390304425
2012-08-03 00:00:00+00:00,425.848323557101
2012-08-04 00:00:00+00:00,439.453628613014
2012-08-05 00:00:00+00:00,411.537412503017
2012-08-06 00:00:00+00:00,404.091548496883
2012-08-07 00:00:00+00:00,393.85240667142
2012-08-08 00:00:00+00:00,410.616919154041
2012-08-09 00:00:00+00:00,438.051760042993
2012-08-10 00:00:00+00:00,406.048655161415
2012-08-11 00:00:00+00:00,395.893633799401
2012-08-12 00:00:00+00:00,405.972184354787
2012-08-13 00:00:00+00:00,417.064973723105
2012-08-14 00:00:00+00:00,432.067920463479
2012-08-15 00:00:00+00:00,454.751619256844
2012-08-16 00:00:00+00:00,424.216134533604
2012-08-17 00:00:00+00:00,428.820467141727
2012-08-18 00:00:00+00:00,409.43838318338
2012-08-19 00:00:00+00:00,493.871658190323
2012-08-20 00:00:00+00:00,445.668536017723
2012-08-21 00:00:00+00:00,403.962856872308
2012-08-22 00:00:00+00:00,413.670661222757
2012-08-23 00:00:00+00:00,399.523078381196
2012-08-24 00:00:00+00:00,401.40280760731
2012-08-25 00:00:00+00:00,408.217170655538
2012-08-26 00:00:00+00:00,414.620701407585
2012-08-27 00:00:00+00:00,417.160814542808
2012-08-28 00:00:00+00:00,423.230875467379
2012-08-29 00:00:00+00:00,402.567639023531
2012-08-30 00:00:00+00:00,415.754087677724
2012-08-31 00:00:00+00:00,408.106486513193
2012-09-01 00:00:00+00:00,411.351537684978
2012-09-02 00:00:00+00:00,423.002872187649
2012-09-03 00:00:00+00:00,426.74701294609
2012-09-04 00:00:00+00:00,444.690448068755
2012-09-05 00:00:00+00:00,434.40781345379
2012-09-06 00:00:00+00:00,416.842089209036
2012-09-07 00:00:00+00:00,418.892120666366
2012-09-08 00:00:00+00:00,429.353261570197
2012-09-09 00:00:00+00:00,410.369781185113
2012-09-10 00:00:00+00:00,424.906427334094
2012-09-11 00:00:00+00:00,422.92678571428
2012-09-12 00:00:00+00:00,431.197308614579
2012-09-13 00:00:00+00:00,448.69683336217
2012-09-14 00:00:00+00:00,448.253393035934
2012-09-15 00:00:00+00:00,431.122491145219
2012-09-16 00:00:00+00:00,461.321087279677
2012-09-17 00:00:00+00:00,444.644781283467
2012-09-18 00:00:00+00:00,435.035615851044
2012-09-19 00:00:00+00:00,435.299563727016
2012-09-20 00:00:00+00:00,413.865114037903
2012-09-21 00:00:00+00:00,454.008648684472
2012-09-22 00:00:00+00:00,518.722057006907
2012-09-23 00:00:00+00:00,457.307280629283
2012-09-24 00:00:00+00:00,450.146296104968
2012-09-25 00:00:00+00:00,408.361386138614
2012-09-26 00:00:00+00:00,446.251479564958
2012-09-27 00:00:00+00:00,441.143191655434
2012-09-28 00:00:00+00:00,450.046826126955
2012-09-29 00:00:00+00:00,473.774345198121
2012-09-30 00:00:00+00:00,489.531669023356
2012-10-01 00:00:00+00:00,504.917954138882
2012-10-02 00:00:00+00:00,464.123090553587
2012-10-03 00:00:00+00:00,509.715933072054
2012-10-04 00:00:00+00:00,481.683444157124
2012-10-05 00:00:00+00:00,438.160535393956
2012-10-06 00:00:00+00:00,473.457053233692
2012-10-07 00:00:00+00:00,468.449380075721
2012-10-08 00:00:00+00:00,452.688323298191
2012-10-09 00:00:00+00:00,461.309193383937
2012-10-10 00:00:00+00:00,455.061041928112
2012-10-11 00:00:00+00:00,455.707035504247
2012-10-12 00:00:00+00:00,467.197975056055
2012-10-13 00:00:00+00:00,460.670845728857
2012-10-14 00:00:00+00:00,473.816799208414
2012-10-15 00:00:00+00:00,471.544746829286
2012-10-16 00:00:00+00:00,470.48024899645
2012-10-17 00:00:00+00:00,498.942123709385
2012-10-18 00:00:00+00:00,512.862064056939
2012-10-19 00:00:00+00:00,500.86854627647
2012-10-20 00:00:00+00:00,481.879144102496
2012-10-21 00:00:00+00:00,452.591389653816
2012-10-22 00:00:00+00:00,437.421796869549
2012-10-23 00:00:00+00:00,492.533650982727
2012-10-24 00:00:00+00:00,477.85633116883
2012-10-25 00:00:00+00:00,491.964811022156
2012-10-26 00:00:00+00:00,496.505238489109
2012-10-27 00:00:00+00:00,498.297062833064
2012-10-28 00:00:00+00:00,491.077363896848
2012-10-29 00:00:00+00:00,532.779027270173
2012-10-30 00:00:00+00:00,452.012580054895
2012-10-31 00:00:00+00:00,479.741045235597
2012-11-01 00:00:00+00:00,470.130462533509
2012-11-02 00:00:00+00:00,458.077339064722
2012-11-03 00:00:00+00:00,458.605270913146
2012-11-04 00:00:00+00:00,478.89394127635
2012-11-05 00:00:00+00:00,480.673682238318
2012-11-06 00:00:00+00:00,460.146212049856
2012-11-07 00:00:00+00:00,457.930567409082
2012-11-08 00:00:00+00:00,470.650072843374
2012-11-09 00:00:00+00:00,468.441391721655
2012-11-10 00:00:00+00:00,472.904023734472
2012-11-11 00:00:00+00:00,445.398197197544
2012-11-12 00:00:00+00:00,461.515670354635
2012-11-13 00:00:00+00:00,451.29558000815
2012-11-14 00:00:00+00:00,446.345486927885
2012-11-15 00:00:00+00:00,436.611375040033
2012-11-16 00:00:00+00:00,455.633037327294
2012-11-17 00:00:00+00:00,513.313445274398
2012-11-18 00:00:00+00:00,453.847778758459
2012-11-19 00:00:00+00:00,450.69527150121
2012-11-20 00:00:00+00:00,448.806733676557
2012-11-21 00:00:00+00:00,473.927044251425
2012-11-22 00:00:00+00:00,464.928209129929
2012-11-23 00:00:00+00:00,505.039615958238
2012-11-24 00:00:00+00:00,460.447289207562
2012-11-25 00:00:00+00:00,470.975977042908
2012-11-26 00:00:00+00:00,472.564841498559
2012-11-27 00:00:00+00:00,478.26066074807
2012-11-28 00:00:00+00:00,460.535729694747
2012-11-29 00:00:00+00:00,465.694983493034
2012-11-30 00:00:00+00:00,448.67559815071
2012-12-01 00:00:00+00:00,458.205821455365
2012-12-02 00:00:00+00:00,473.853491667886
2012-12-03 00:00:00+00:00,479.42883042023
2012-12-04 00:00:00+00:00,475.328216102222
2012-12-05 00:00:00+00:00,488.167063232411
2012-12-06 00:00:00+00:00,482.865418894829
2012-12-07 00:00:00+00:00,448.623656921541
2012-12-08 00:00:00+00:00,440.036142390117
2012-12-09 00:00:00+00:00,459.778191839165
2012-12-10 00:00:00+00:00,471.917124009094
2012-12-11 00:00:00+00:00,463.145516582507
2012-12-12 00:00:00+00:00,463.866879746492
2012-12-13 00:00:00+00:00,465.450028312572
2012-12-14 00:00:00+00:00,457.345147527505
2012-12-15 00:00:00+00:00,445.892678842754
2012-12-16 00:00:00+00:00,448.512116499363
2012-12-17 00:00:00+00:00,430.782379113096
2012-12-18 00:00:00+00:00,459.487008674298
2012-12-19 00:00:00+00:00,434.773659323669
2012-12-20 00:00:00+00:00,458.227691534511
2012-12-21 00:00:00+00:00,434.408174742427
2012-12-22 00:00:00+00:00,417.003091674003
2012-12-23 00:00:00+00:00,446.195570242516
2012-12-24 00:00:00+00:00,496.069040273491
2012-12-25 00:00:00+00:00,436.219120164925
2012-12-26 00:00:00+00:00,495.509195212997
2012-12-27 00:00:00+00:00,468.10057069515
2012-12-28 00:00:00+00:00,455.017364070223
2012-12-29 00:00:00+00:00,473.323210240739
2012-12-30 00:00:00+00:00,420.892427287385
2012-12-31 00:00:00+00:00,466.479937136362
2013-01-01 00:00:00+00:00,453.533497195437
2013-01-02 00:00:00+00:00,443.639434826885
2013-01-03 00:00:00+00:00,414.373146368661
2013-01-04 00:00:00+00:00,447.388409447517
2013-01-05 00:00:00+00:00,422.006817893804
2013-01-06 00:00:00+00:00,442.689729631091
2013-01-07 00:00:00+00:00,439.842098703889
2013-01-08 00:00:00+00:00,515.263074484943
2013-01-09 00:00:00+00:00,447.230585229911
2013-01-10 00:00:00+00:00,458.397579783174
2013-01-11 00:00:00+00:00,415.424665602676
2013-01-12 00:00:00+00:00,436.344639838412
2013-01-13 00:00:00+00:00,437.471343392557
2013-01-14 00:00:00+00:00,448.589825011821
2013-01-15 00:00:00+00:00,426.013385002561
2013-01-16 00:00:00+00:00,441.992037085499
2013-01-17 00:00:00+00:00,462.122861489094
2013-01-18 00:00:00+00:00,456.825390672816
2013-01-19 00:00:00+00:00,438.303520422733
2013-01-20 00:00:00+00:00,442.400402512065
2013-01-21 00:00:00+00:00,456.076930710264
2013-01-22 00:00:00+00:00,476.891877637132
2013-01-23 00:00:00+00:00,470.816205533596
2013-01-24 00:00:00+00:00,509.882405296861
2013-01-25 00:00:00+00:00,464.440815314009
2013-01-26 00:00:00+00:00,453.473913043478
2013-01-27 00:00:00+00:00,442.358618942491
2013-01-28 00:00:00+00:00,474.920358234198
2013-01-29 00:00:00+00:00,481.572470656708
2013-01-30 00:00:00+00:00,473.868918326597
2013-01-31 00:00:00+00:00,465.798250388804
2013-02-01 00:00:00+00:00,443.85179370305
2013-02-02 00:00:00+00:00,446.368113860656
2013-02-03 00:00:00+00:00,454.447062875134
2013-02-04 00:00:00+00:00,458.265440090443
2013-02-05 00:00:00+00:00,443.31866749291
2013-02-06 00:00:00+00:00,444.223183758167
2013-02-07 00:00:00+00:00,447.664538414948
2013-02-08 00:00:00+00:00,447.576320552903
2013-02-09 00:00:00+00:00,444.364816775739
2013-02-10 00:00:00+00:00,439.798017128035
2013-02-11 00:00:00+00:00,455.719004091589
2013-02-12 00:00:00+00:00,457.594929124153
2013-02-13 00:00:00+00:00,458.60316705986
2013-02-14 00:00:00+00:00,468.617287354513
2013-02-15 00:00:00+00:00,469.810287012331
2013-02-16 00:00:00+00:00,459.953945827806
2013-02-17 00:00:00+00:00,478.078083604669
2013-02-18 00:00:00+00:00,460.914902515289
2013-02-19 00:00:00+00:00,468.607082413539
2013-02-20 00:00:00+00:00,483.555167492235
2013-02-21 00:00:00+00:00,448.085396483674
2013-02-22 00:00:00+00:00,457.42115449751
2013-02-23 00:00:00+00:00,462.754045251377
2013-02-24 00:00:00+00:00,435.768418467583
2013-02-25 00:00:00+00:00,455.586614878992
2013-02-26 00:00:00+00:00,457.84917499052
2013-02-27 00:00:00+00:00,462.433981828955
2013-02-28 00:00:00+00:00,463.593448204546
2013-03-01 00:00:00+00:00,463.348756659366
2013-03-02 00:00:00+00:00,469.168821839079
2013-03-03 00:00:00+00:00,465.333474529449
2013-03-04 00:00:00+00:00,461.152368276833
2013-03-05 00:00:00+00:00,476.123393678714
2013-03-06 00:00:00+00:00,481.107547320505
2013-03-07 00:00:00+00:00,484.275454136018
2013-03-08 00:00:00+00:00,463.309926926049
2013-03-09 00:00:00+00:00,478.132780757354
2013-03-10 00:00:00+00:00,460.045152794561
2013-03-11 00:00:00+00:00,472.331602536996
2013-03-12 00:00:00+00:00,501.879542493127
2013-03-13 00:00:00+00:00,464.800435144076
2013-03-14 00:00:00+00:00,481.493453100707
2013-03-15 00:00:00+00:00,473.636492875849
2013-03-16 00:00:00+00:00,518.008761613544
2013-03-17 00:00:00+00:00,479.453854691368
2013-03-18 00:00:00+00:00,470.806259383301
2013-03-19 00:00:00+00:00,489.487635508728
2013-03-20 00:00:00+00:00,475.268316509281
2013-03-21 00:00:00+00:00,499.490134788424
2013-03-22 00:00:00+00:00,494.858603264021
2013-03-23 00:00:00+00:00,514.490350494336
2013-03-24 00:00:00+00:00,479.626168224298
2013-03-25 00:00:00+00:00,496.280967880612
2013-03-26 00:00:00+00:00,497.728521774689
2013-03-27 00:00:00+00:00,470.063380812418
2013-03-28 00:00:00+00:00,526.868055783968
2013-03-29 00:00:00+00:00,497.784456793108
2013-03-30 00:00:00+00:00,549.669433949482
2013-03-31 00:00:00+00:00,569.379943857407
2013-04-01 00:00:00+00:00,523.878908924906
2013-04-02 00:00:00+00:00,502.74448054521
2013-04-03 00:00:00+00:00,505.073910861588
2013-04-04 00:00:00+00:00,510.801522371064
2013-04-05 00:00:00+00:00,490.020191129625
2013-04-06 00:00:00+00:00,500.816855785083
2013-04-07 00:00:00+00:00,530.968095681402
2013-04-08 00:00:00+00:00,491.197074360015
2013-04-09 00:00:00+00:00,471.305405445865
2013-04-10 00:00:00+00:00,504.653540587223
2013-04-11 00:00:00+00:00,506.991853121746
2013-04-12 00:00:00+00:00,483.176666609704
2013-04-13 00:00:00+00:00,453.72341143393
2013-04-14 00:00:00+00:00,483.728352435009
2013-04-15 00:00:00+00:00,487.360468968559
2013-04-16 00:00:00+00:00,473.572180807007
2013-04-17 00:00:00+00:00,494.600672149997
2013-04-18 00:00:00+00:00,455.745482316495
2013-04-19 00:00:00+00:00,487.188698624367
2013-04-20 00:00:00+00:00,502.186778267008
2013-04-21 00:00:00+00:00,489.654990010901
2013-04-22 00:00:00+00:00,477.400629238329
2013-04-23 00:00:00+00:00,476.04286178862
2013-04-24 00:00:00+00:00,522.449931391745
2013-04-25 00:00:00+00:00,482.80182389332
2013-04-26 00:00:00+00:00,488.124425970634
2013-04-27 00:00:00+00:00,488.141988150696
2013-04-28 00:00:00+00:00,515.52043067479
2013-04-29 00:00:00+00:00,495.319289950006
2013-04-30 00:00:00+00:00,568.468493150685
2013-05-01 00:00:00+00:00,465.350732202404
2013-05-02 00:00:00+00:00,476.389257618228
2013-05-03 00:00:00+00:00,486.541355436372
2013-05-04 00:00:00+00:00,499.114346732664
2013-05-05 00:00:00+00:00,501.353020910161
2013-05-06 00:00:00+00:00,508.384059878889
2013-05-07 00:00:00+00:00,506.261230045788
2013-05-08 00:00:00+00:00,513.227075625576
2013-05-09 00:00:00+00:00,464.855322023721
2013-05-10 00:00:00+00:00,483.02185824632
2013-05-11 00:00:00+00:00,473.054875717017
2013-05-12 00:00:00+00:00,468.330263561145
2013-05-13 00:00:00+00:00,480.963287518083
2013-05-14 00:00:00+00:00,468.066213281866
2013-05-15 00:00:00+00:00,479.234577541774
2013-05-16 00:00:00+00:00,486.755990821178
2013-05-17 00:00:00+00:00,477.639422912751
2013-05-18 00:00:00+00:00,478.748780394117
2013-05-19 00:00:00+00:00,462.177240684798
2013-05-20 00:00:00+00:00,478.458062926148
2013-05-21 00:00:00+00:00,486.840828391368
2013-05-22 00:00:00+00:00,476.801076513485
2013-05-23 00:00:00+00:00,472.30760714585
2013-05-24 00:00:00+00:00,485.037713644263
2013-05-25 00:00:00+00:00,479.921705957154
2013-05-26 00:00:00+00:00,533.811657092137
2013-05-27 00:00:00+00:00,496.499011068426
2013-05-28 00:00:00+00:00,469.592107112735
2013-05-29 00:00:00+00:00,488.534413029221
2013-05-30 00:00:00+00:00,487.745855678025
2013-05-31 00:00:00+00:00,474.81755921065
2013-06-01 00:00:00+00:00,490.534807201744
2013-06-02 00:00:00+00:00,483.627663423656
2013-06-03 00:00:00+00:00,482.869495697169
2013-06-04 00:00:00+00:00,480.587120486333
2013-06-05 00:00:00+00:00,481.37262310203
2013-06-06 00:00:00+00:00,475.768992048778
2013-06-07 00:00:00+00:00,478.41028696638
2013-06-08 00:00:00+00:00,461.822012198929
2013-06-09 00:00:00+00:00,480.126308900523
2013-06-10 00:00:00+00:00,459.592758666847
2013-06-11 00:00:00+00:00,447.293130974275
2013-06-12 00:00:00+00:00,470.654669175563
2013-06-13 00:00:00+00:00,466.479735856952
2013-06-14 00:00:00+00:00,468.88876220195
2013-06-15 00:00:00+00:00,467.495245841865
2013-06-16 00:00:00+00:00,459.355438161799
2013-06-17 00:00:00+00:00,451.366435215512
2013-06-18 00:00:00+00:00,455.104191642874
2013-06-19 00:00:00+00:00,463.996780040517
2013-06-20 00:00:00+00:00,465.042455262503
2013-06-21 00:00:00+00:00,472.724556648667
2013-06-22 00:00:00+00:00,465.149331352156
2013-06-23 00:00:00+00:00,458.1590944656
2013-06-24 00:00:00+00:00,459.777934006123
2013-06-25 00:00:00+00:00,450.835267134376
2013-06-26 00:00:00+00:00,461.281257562758
2013-06-27 00:00:00+00:00,462.007049454974
2013-06-28 00:00:00+00:00,462.487860194807
2013-06-29 00:00:00+00:00,489.877859027932
2013-06-30 00:00:00+00:00,458.677110389611
2013-07-01 00:00:00+00:00,455.313694798695
2013-07-02 00:00:00+00:00,453.608299364507
2013-07-03 00:00:00+00:00,445.906781339292
2013-07-04 00:00:00+00:00,455.563925185754
2013-07-05 00:00:00+00:00,453.821497381348
2013-07-06 00:00:00+00:00,473.618984480942
2013-07-07 00:00:00+00:00,467.660391117005
2013-07-08 00:00:00+00:00,458.630473920429
2013-07-09 00:00:00+00:00,468.789750781115
2013-07-10 00:00:00+00:00,462.806853981509
2013-07-11 00:00:00+00:00,462.665117891815
2013-07-12 00:00:00+00:00,485.838377749138
2013-07-13 00:00:00+00:00,478.424404305399
2013-07-14 00:00:00+00:00,480.623284715631
2013-07-15 00:00:00+00:00,469.102323039085
2013-07-16 00:00:00+00:00,462.297721015598
2013-07-17 00:00:00+00:00,457.681109271115
2013-07-18 00:00:00+00:00,458.412299739081
2013-07-19 00:00:00+00:00,451.73327320433
2013-07-20 00:00:00+00:00,459.465777539084
2013-07-21 00:00:00+00:00,467.242164676519
2013-07-22 00:00:00+00:00,454.551338725068
2013-07-23 00:00:00+00:00,456.574625891202
2013-07-24 00:00:00+00:00,469.242216008715
2013-07-25 00:00:00+00:00,481.748254058138
2013-07-26 00:00:00+00:00,464.223574941547
2013-07-27 00:00:00+00:00,464.939936258885
2013-07-28 00:00:00+00:00,469.219367695374
2013-07-29 00:00:00+00:00,472.125066051783
2013-07-30 00:00:00+00:00,468.343571156046
2013-07-31 00:00:00+00:00,480.881967811244
2013-08-01 00:00:00+00:00,471.591519309242
2013-08-02 00:00:00+00:00,445.267241546737
2013-08-03 00:00:00+00:00,466.669782341583
2013-08-04 00:00:00+00:00,472.999836322398
2013-08-05 00:00:00+00:00,451.078446036367
2013-08-06 00:00:00+00:00,440.375016150171
2013-08-07 00:00:00+00:00,436.909090909092
2013-08-08 00:00:00+00:00,447.405659235174
2013-08-09 00:00:00+00:00,440.811252855667
2013-08-10 00:00:00+00:00,457.991706322232
2013-08-11 00:00:00+00:00,455.712087106737
2013-08-12 00:00:00+00:00,577.856134527712
2013-08-13 00:00:00+00:00,478.792313363709
2013-08-14 00:00:00+00:00,473.610075351513
2013-08-15 00:00:00+00:00,477.631929467383
2013-08-16 00:00:00+00:00,431.362024495779
2013-08-17 00:00:00+00:00,436.472868904818
2013-08-18 00:00:00+00:00,449.373681120223
2013-08-19 00:00:00+00:00,442.07516482281
2013-08-20 00:00:00+00:00,455.652701545099
2013-08-21 00:00:00+00:00,447.848562194415
2013-08-22 00:00:00+00:00,429.397681542439
2013-08-23 00:00:00+00:00,473.241258931978
2013-08-24 00:00:00+00:00,463.307258782976
2013-08-25 00:00:00+00:00,485.744243272532
2013-08-26 00:00:00+00:00,446.599388488566
2013-08-27 00:00:00+00:00,479.078848076367
2013-08-28 00:00:00+00:00,440.025476621908
2013-08-29 00:00:00+00:00,426.306957128037
2013-08-30 00:00:00+00:00,455.401615436393
2013-08-31 00:00:00+00:00,460.466583477856
2013-09-01 00:00:00+00:00,451.215279125432
2013-09-02 00:00:00+00:00,445.135511547275
2013-09-03 00:00:00+00:00,486.980103523255
2013-09-04 00:00:00+00:00,452.717377309902
2013-09-05 00:00:00+00:00,420.669353107297
2013-09-06 00:00:00+00:00,446.724536388359
2013-09-07 00:00:00+00:00,437.654837713712
2013-09-08 00:00:00+00:00,444.748050545416
2013-09-09 00:00:00+00:00,435.482678823101
2013-09-10 00:00:00+00:00,450.55351088676
2013-09-11 00:00:00+00:00,435.400244847987
2013-09-12 00:00:00+00:00,466.259892103596
2013-09-13 00:00:00+00:00,459.615908581672
2013-09-14 00:00:00+00:00,450.996400719855
2013-09-15 00:00:00+00:00,472.136826755902
2013-09-16 00:00:00+00:00,480.11005006669
2013-09-17 00:00:00+00:00,436.805880269217
2013-09-18 00:00:00+00:00,447.325456231576
2013-09-19 00:00:00+00:00,435.185408805035
2013-09-20 00:00:00+00:00,444.487702826817
2013-09-21 00:00:00+00:00,448.065227781069
2013-09-22 00:00:00+00:00,449.870986193294
2013-09-23 00:00:00+00:00,444.780030099204
2013-09-24 00:00:00+00:00,447.219781981406
2013-09-25 00:00:00+00:00,443.827371094182
2013-09-26 00:00:00+00:00,452.972030043743
2013-09-27 00:00:00+00:00,468.580441572885
2013-09-28 00:00:00+00:00,471.851802938468
2013-09-29 00:00:00+00:00,474.675379776156
2013-09-30 00:00:00+00:00,461.242972357586
2013-10-01 00:00:00+00:00,456.270900603679
2013-10-02 00:00:00+00:00,499.814757256408
2013-10-03 00:00:00+00:00,486.177938401403
2013-10-04 00:00:00+00:00,451.285297527046
2013-10-05 00:00:00+00:00,463.779584622183
2013-10-06 00:00:00+00:00,487.358853580803
2013-10-07 00:00:00+00:00,509.406681534544
2013-10-08 00:00:00+00:00,454.743384478541
2013-10-09 00:00:00+00:00,470.270665821679
2013-10-10 00:00:00+00:00,464.749298459261
2013-10-11 00:00:00+00:00,454.73863965827
2013-10-12 00:00:00+00:00,464.894234673161
2013-10-13 00:00:00+00:00,509.772703247659
2013-10-14 00:00:00+00:00,493.752281388763
2013-10-15 00:00:00+00:00,469.577997336506
2013-10-16 00:00:00+00:00,485.380591117433
2013-10-17 00:00:00+00:00,475.236109029396
2013-10-18 00:00:00+00:00,460.538465418957
2013-10-19 00:00:00+00:00,524.036668602962
2013-10-20 00:00:00+00:00,490.238525772564
2013-10-21 00:00:00+00:00,487.789292828685
2013-10-22 00:00:00+00:00,506.586901840969
2013-10-23 00:00:00+00:00,538.687855081412
2013-10-24 00:00:00+00:00,537.722985225248
2013-10-25 00:00:00+00:00,520.112202110561
2013-10-26 00:00:00+00:00,483.013160937666
2013-10-27 00:00:00+00:00,477.20205920206
2013-10-28 00:00:00+00:00,464.071197156824
2013-10-29 00:00:00+00:00,465.909865380751
2013-10-30 00:00:00+00:00,499.975192223996
2013-10-31 00:00:00+00:00,489.999120234607
2013-11-01 00:00:00+00:00,487.116002037068
2013-11-02 00:00:00+00:00,544.368403499317
2013-11-03 00:00:00+00:00,553.800167808699
2013-11-04 00:00:00+00:00,513.631706671373
2013-11-05 00:00:00+00:00,527.799311592091
2013-11-06 00:00:00+00:00,547.867736347891
2013-11-07 00:00:00+00:00,521.427812091208
2013-11-08 00:00:00+00:00,519.830560679651
2013-11-09 00:00:00+00:00,534.645342923567
2013-11-10 00:00:00+00:00,516.413913922643
2013-11-11 00:00:00+00:00,490.591894159179
2013-11-12 00:00:00+00:00,487.130502874062
2013-11-13 00:00:00+00:00,479.495023337769
2013-11-14 00:00:00+00:00,484.022678029758
2013-11-15 00:00:00+00:00,477.981513794694
2013-11-16 00:00:00+00:00,482.147080734764
2013-11-17 00:00:00+00:00,507.669202338823
2013-11-18 00:00:00+00:00,503.598762614737
2013-11-19 00:00:00+00:00,541.455146313585
2013-11-20 00:00:00+00:00,492.492971031343
2013-11-21 00:00:00+00:00,572.130622837372
2013-11-22 00:00:00+00:00,507.288166720934
2013-11-23 00:00:00+00:00,490.61595854922
2013-11-24 00:00:00+00:00,506.463957952321
2013-11-25 00:00:00+00:00,458.538718235127
2013-11-26 00:00:00+00:00,479.30611362108
2013-11-27 00:00:00+00:00,479.427336982741
2013-11-28 00:00:00+00:00,454.886256836139
2013-11-29 00:00:00+00:00,479.95373202389
2013-11-30 00:00:00+00:00,468.597435145444
2013-12-01 00:00:00+00:00,509.835017443398
2013-12-02 00:00:00+00:00,485.409648459781
2013-12-03 00:00:00+00:00,476.320420308006
2013-12-04 00:00:00+00:00,498.529709387939
2013-12-05 00:00:00+00:00,485.970317519519
2013-12-06 00:00:00+00:00,486.744321264138
2013-12-07 00:00:00+00:00,472.996223173421
2013-12-08 00:00:00+00:00,494.794847933676
2013-12-09 00:00:00+00:00,476.279326703332
2013-12-10 00:00:00+00:00,543.997627204104
2013-12-11 00:00:00+00:00,479.378894846585
2013-12-12 00:00:00+00:00,476.358412567173
2013-12-13 00:00:00+00:00,511.707395605674
2013-12-14 00:00:00+00:00,612.055199688073
2013-12-15 00:00:00+00:00,580.883735205536
2013-12-16 00:00:00+00:00,519.979980052327
2013-12-17 00:00:00+00:00,505.131350222839
2013-12-18 00:00:00+00:00,498.098645939657
2013-12-19 00:00:00+00:00,476.894064409302
2013-12-20 00:00:00+00:00,500.56584238503
2013-12-21 00:00:00+00:00,498.271789277925
2013-12-22 00:00:00+00:00,517.13459641936
