Time,transaction-size-total-btc-24h
2010-11-25 00:00:00+00:00,1683790.0
2010-11-26 00:00:00+00:00,329563.0
2010-11-27 00:00:00+00:00,95446.0
2010-11-28 00:00:00+00:00,86034.0
2010-11-29 00:00:00+00:00,99688.0
2010-11-30 00:00:00+00:00,86993.0
2010-12-01 00:00:00+00:00,123035.0
2010-12-02 00:00:00+00:00,90536.0
2010-12-03 00:00:00+00:00,88935.0
2010-12-04 00:00:00+00:00,82720.0
2010-12-05 00:00:00+00:00,65509.0
2010-12-06 00:00:00+00:00,69394.0
2010-12-07 00:00:00+00:00,128583.0
2010-12-08 00:00:00+00:00,97204.0
2010-12-09 00:00:00+00:00,97218.0
2010-12-10 00:00:00+00:00,71931.0
2010-12-11 00:00:00+00:00,128157.0
2010-12-12 00:00:00+00:00,143471.0
2010-12-13 00:00:00+00:00,216947.0
2010-12-14 00:00:00+00:00,140120.0
2010-12-15 00:00:00+00:00,137961.0
2010-12-16 00:00:00+00:00,115971.0
2010-12-17 00:00:00+00:00,128028.0
2010-12-18 00:00:00+00:00,105742.0
2010-12-19 00:00:00+00:00,150615.0
2010-12-20 00:00:00+00:00,234339.0
2010-12-21 00:00:00+00:00,140045.0
2010-12-22 00:00:00+00:00,160065.0
2010-12-23 00:00:00+00:00,127731.0
2010-12-24 00:00:00+00:00,116313.0
2010-12-25 00:00:00+00:00,131257.0
2010-12-26 00:00:00+00:00,134987.0
2010-12-27 00:00:00+00:00,147845.0
2010-12-28 00:00:00+00:00,151949.0
2010-12-29 00:00:00+00:00,126296.0
2010-12-30 00:00:00+00:00,141575.0
2010-12-31 00:00:00+00:00,119283.0
2011-01-01 00:00:00+00:00,161990.0
2011-01-02 00:00:00+00:00,141526.0
2011-01-03 00:00:00+00:00,353722.0
2011-01-04 00:00:00+00:00,220419.0
2011-01-05 00:00:00+00:00,345338.0
2011-01-06 00:00:00+00:00,187088.0
2011-01-07 00:00:00+00:00,239739.0
2011-01-08 00:00:00+00:00,350849.0
2011-01-09 00:00:00+00:00,314448.0
2011-01-10 00:00:00+00:00,335877.0
2011-01-11 00:00:00+00:00,359634.0
2011-01-12 00:00:00+00:00,284786.0
2011-01-13 00:00:00+00:00,339290.0
2011-01-14 00:00:00+00:00,331620.0
2011-01-15 00:00:00+00:00,267193.0
2011-01-16 00:00:00+00:00,256655.0
2011-01-17 00:00:00+00:00,202802.0
2011-01-18 00:00:00+00:00,230099.0
2011-01-19 00:00:00+00:00,250007.0
2011-01-20 00:00:00+00:00,224374.0
2011-01-21 00:00:00+00:00,342937.0
2011-01-22 00:00:00+00:00,484314.0
2011-01-23 00:00:00+00:00,340125.0
2011-01-24 00:00:00+00:00,394257.0
2011-01-25 00:00:00+00:00,224631.0
2011-01-26 00:00:00+00:00,264886.0
2011-01-27 00:00:00+00:00,264352.0
2011-01-28 00:00:00+00:00,297096.0
2011-01-29 00:00:00+00:00,450323.0
2011-01-30 00:00:00+00:00,969170.0
2011-01-31 00:00:00+00:00,479566.0
2011-02-01 00:00:00+00:00,387923.0
2011-02-02 00:00:00+00:00,265191.0
2011-02-03 00:00:00+00:00,209223.0
2011-02-04 00:00:00+00:00,254106.0
2011-02-05 00:00:00+00:00,241444.0
2011-02-06 00:00:00+00:00,272666.0
2011-02-07 00:00:00+00:00,224516.0
2011-02-08 00:00:00+00:00,226641.0
2011-02-09 00:00:00+00:00,331554.0
2011-02-10 00:00:00+00:00,644152.0
2011-02-11 00:00:00+00:00,674892.0
2011-02-12 00:00:00+00:00,557270.0
2011-02-13 00:00:00+00:00,500692.0
2011-02-14 00:00:00+00:00,696564.0
2011-02-15 00:00:00+00:00,618148.0
2011-02-16 00:00:00+00:00,551292.0
2011-02-17 00:00:00+00:00,624874.0
2011-02-18 00:00:00+00:00,655728.0
2011-02-19 00:00:00+00:00,462755.0
2011-02-20 00:00:00+00:00,526754.0
2011-02-21 00:00:00+00:00,517181.0
2011-02-22 00:00:00+00:00,632708.0
2011-02-23 00:00:00+00:00,642474.0
2011-02-24 00:00:00+00:00,617712.0
2011-02-25 00:00:00+00:00,582515.0
2011-02-26 00:00:00+00:00,557203.0
2011-02-27 00:00:00+00:00,665639.0
2011-02-28 00:00:00+00:00,530439.0
2011-03-01 00:00:00+00:00,852741.0
2011-03-02 00:00:00+00:00,606745.0
2011-03-03 00:00:00+00:00,899583.0
2011-03-04 00:00:00+00:00,645544.0
2011-03-05 00:00:00+00:00,781507.0
2011-03-06 00:00:00+00:00,586320.0
2011-03-07 00:00:00+00:00,590984.0
2011-03-08 00:00:00+00:00,794433.0
2011-03-09 00:00:00+00:00,598529.0
2011-03-10 00:00:00+00:00,518975.0
2011-03-11 00:00:00+00:00,598527.0
2011-03-12 00:00:00+00:00,826623.0
2011-03-13 00:00:00+00:00,769921.0
2011-03-14 00:00:00+00:00,827187.0
2011-03-15 00:00:00+00:00,899306.0
2011-03-16 00:00:00+00:00,918720.0
2011-03-17 00:00:00+00:00,913649.0
2011-03-18 00:00:00+00:00,719249.0
2011-03-19 00:00:00+00:00,905059.0
2011-03-20 00:00:00+00:00,1371453.0
2011-03-21 00:00:00+00:00,1558223.0
2011-03-22 00:00:00+00:00,691753.0
2011-03-23 00:00:00+00:00,1411486.0
2011-03-24 00:00:00+00:00,754741.0
2011-03-25 00:00:00+00:00,710082.0
2011-03-26 00:00:00+00:00,1094870.0
2011-03-27 00:00:00+00:00,921589.0
2011-03-28 00:00:00+00:00,1035495.0
2011-03-29 00:00:00+00:00,887259.0
2011-03-30 00:00:00+00:00,609668.0
2011-03-31 00:00:00+00:00,748077.0
2011-04-01 00:00:00+00:00,580301.0
2011-04-02 00:00:00+00:00,599324.0
2011-04-03 00:00:00+00:00,581263.0
2011-04-04 00:00:00+00:00,786703.0
2011-04-05 00:00:00+00:00,719231.0
2011-04-06 00:00:00+00:00,635156.0
2011-04-07 00:00:00+00:00,571323.0
2011-04-08 00:00:00+00:00,652393.0
2011-04-09 00:00:00+00:00,593541.0
2011-04-10 00:00:00+00:00,631791.0
2011-04-11 00:00:00+00:00,740398.0
2011-04-12 00:00:00+00:00,880662.0
2011-04-13 00:00:00+00:00,896503.0
2011-04-14 00:00:00+00:00,975182.0
2011-04-15 00:00:00+00:00,936635.0
2011-04-16 00:00:00+00:00,1029138.0
2011-04-17 00:00:00+00:00,791149.0
2011-04-18 00:00:00+00:00,1066105.0
2011-04-19 00:00:00+00:00,1235638.0
2011-04-20 00:00:00+00:00,1279670.0
2011-04-21 00:00:00+00:00,653970.0
2011-04-22 00:00:00+00:00,740589.0
2011-04-23 00:00:00+00:00,907959.0
2011-04-24 00:00:00+00:00,904886.0
2011-04-25 00:00:00+00:00,1110756.0
2011-04-26 00:00:00+00:00,1229018.0
2011-04-27 00:00:00+00:00,1910372.0
2011-04-28 00:00:00+00:00,1199307.0
2011-04-29 00:00:00+00:00,1304092.0
2011-04-30 00:00:00+00:00,1771220.0
2011-05-01 00:00:00+00:00,1642089.0
2011-05-02 00:00:00+00:00,1097565.0
2011-05-03 00:00:00+00:00,1155169.0
2011-05-04 00:00:00+00:00,1132948.0
2011-05-05 00:00:00+00:00,1408874.0
2011-05-06 00:00:00+00:00,1291468.0
2011-05-07 00:00:00+00:00,1319606.0
2011-05-08 00:00:00+00:00,1121321.0
2011-05-09 00:00:00+00:00,1416134.0
2011-05-10 00:00:00+00:00,1414752.0
2011-05-11 00:00:00+00:00,1315135.0
2011-05-12 00:00:00+00:00,1381880.0
2011-05-13 00:00:00+00:00,1898582.0
2011-05-14 00:00:00+00:00,1802426.0
2011-05-15 00:00:00+00:00,1652879.0
2011-05-16 00:00:00+00:00,1922642.0
2011-05-17 00:00:00+00:00,1847021.0
2011-05-18 00:00:00+00:00,2291401.0
2011-05-19 00:00:00+00:00,1935847.0
2011-05-20 00:00:00+00:00,2030324.0
2011-05-21 00:00:00+00:00,1931540.0
2011-05-22 00:00:00+00:00,1995878.0
2011-05-23 00:00:00+00:00,2277402.0
2011-05-24 00:00:00+00:00,2225358.0
2011-05-25 00:00:00+00:00,2556446.0
2011-05-26 00:00:00+00:00,2781551.0
2011-05-27 00:00:00+00:00,1849032.0
2011-05-28 00:00:00+00:00,1940440.0
2011-05-29 00:00:00+00:00,1886313.0
2011-05-30 00:00:00+00:00,2165827.0
2011-05-31 00:00:00+00:00,2537552.0
2011-06-01 00:00:00+00:00,2690333.0
2011-06-02 00:00:00+00:00,3015871.0
2011-06-03 00:00:00+00:00,4002167.0
2011-06-04 00:00:00+00:00,3701310.0
2011-06-05 00:00:00+00:00,3226607.0
2011-06-06 00:00:00+00:00,4204089.0
2011-06-07 00:00:00+00:00,3544326.0
2011-06-08 00:00:00+00:00,5626525.0
2011-06-09 00:00:00+00:00,5173386.0
2011-06-10 00:00:00+00:00,4658971.0
2011-06-11 00:00:00+00:00,4342375.0
2011-06-12 00:00:00+00:00,5232035.0
2011-06-13 00:00:00+00:00,4871991.0
2011-06-14 00:00:00+00:00,5509271.0
2011-06-15 00:00:00+00:00,5344244.0
2011-06-16 00:00:00+00:00,5382785.0
2011-06-17 00:00:00+00:00,4866881.0
2011-06-18 00:00:00+00:00,4734457.0
2011-06-19 00:00:00+00:00,4870941.0
2011-06-20 00:00:00+00:00,4265880.0
2011-06-21 00:00:00+00:00,3939273.0
2011-06-22 00:00:00+00:00,4290563.0
2011-06-23 00:00:00+00:00,3978528.0
2011-06-24 00:00:00+00:00,4256780.0
2011-06-25 00:00:00+00:00,3968004.0
2011-06-26 00:00:00+00:00,4263490.0
2011-06-27 00:00:00+00:00,5384498.0
2011-06-28 00:00:00+00:00,4441265.0
2011-06-29 00:00:00+00:00,4098993.0
2011-06-30 00:00:00+00:00,3989705.0
2011-07-01 00:00:00+00:00,4543001.0
2011-07-02 00:00:00+00:00,3667519.0
2011-07-03 00:00:00+00:00,3382071.0
2011-07-04 00:00:00+00:00,4016792.0
2011-07-05 00:00:00+00:00,3983512.0
2011-07-06 00:00:00+00:00,4700671.0
2011-07-07 00:00:00+00:00,3789123.0
2011-07-08 00:00:00+00:00,3582753.0
2011-07-09 00:00:00+00:00,3362260.0
2011-07-10 00:00:00+00:00,3891866.0
2011-07-11 00:00:00+00:00,4232790.0
2011-07-12 00:00:00+00:00,3448292.0
2011-07-13 00:00:00+00:00,3733963.0
2011-07-14 00:00:00+00:00,3752721.0
2011-07-15 00:00:00+00:00,3256398.0
2011-07-16 00:00:00+00:00,3661495.0
2011-07-17 00:00:00+00:00,3615737.0
2011-07-18 00:00:00+00:00,4547012.0
2011-07-19 00:00:00+00:00,4129616.0
2011-07-20 00:00:00+00:00,3821464.0
2011-07-21 00:00:00+00:00,3654012.0
2011-07-22 00:00:00+00:00,3785761.0
2011-07-23 00:00:00+00:00,3242265.0
2011-07-24 00:00:00+00:00,3554283.0
2011-07-25 00:00:00+00:00,4294340.0
2011-07-26 00:00:00+00:00,3746485.0
2011-07-27 00:00:00+00:00,3592471.0
2011-07-28 00:00:00+00:00,3665647.0
2011-07-29 00:00:00+00:00,3025235.0
2011-07-30 00:00:00+00:00,2560623.0
2011-07-31 00:00:00+00:00,3403947.0
2011-08-01 00:00:00+00:00,3675125.0
2011-08-02 00:00:00+00:00,3819380.0
2011-08-03 00:00:00+00:00,3432427.0
2011-08-04 00:00:00+00:00,3454454.0
2011-08-05 00:00:00+00:00,3079105.0
2011-08-06 00:00:00+00:00,3145146.0
2011-08-07 00:00:00+00:00,2786601.0
2011-08-08 00:00:00+00:00,3661506.0
2011-08-09 00:00:00+00:00,4070615.0
2011-08-10 00:00:00+00:00,3455584.0
2011-08-11 00:00:00+00:00,3053981.0
2011-08-12 00:00:00+00:00,2878043.0
2011-08-13 00:00:00+00:00,3098528.0
2011-08-14 00:00:00+00:00,3394520.0
2011-08-15 00:00:00+00:00,3790171.0
2011-08-16 00:00:00+00:00,4016047.0
2011-08-17 00:00:00+00:00,3440616.0
2011-08-18 00:00:00+00:00,3123699.0
2011-08-19 00:00:00+00:00,3504423.0
2011-08-20 00:00:00+00:00,3076844.0
2011-08-21 00:00:00+00:00,3201231.0
2011-08-22 00:00:00+00:00,3486160.0
2011-08-23 00:00:00+00:00,3158217.0
2011-08-24 00:00:00+00:00,3127367.0
2011-08-25 00:00:00+00:00,3138566.0
2011-08-26 00:00:00+00:00,3339753.0
2011-08-27 00:00:00+00:00,3012785.0
2011-08-28 00:00:00+00:00,2432441.0
2011-08-29 00:00:00+00:00,3395933.0
2011-08-30 00:00:00+00:00,3144783.0
2011-08-31 00:00:00+00:00,2920513.0
2011-09-01 00:00:00+00:00,3028913.0
2011-09-02 00:00:00+00:00,2828558.0
2011-09-03 00:00:00+00:00,2446203.0
2011-09-04 00:00:00+00:00,5345352.0
2011-09-05 00:00:00+00:00,3042432.0
2011-09-06 00:00:00+00:00,3452050.0
2011-09-07 00:00:00+00:00,2989340.0
2011-09-08 00:00:00+00:00,2780594.0
2011-09-09 00:00:00+00:00,3880307.0
2011-09-10 00:00:00+00:00,2860247.0
2011-09-11 00:00:00+00:00,2895450.0
2011-09-12 00:00:00+00:00,3047790.0
2011-09-13 00:00:00+00:00,2664088.0
2011-09-14 00:00:00+00:00,2587023.0
2011-09-15 00:00:00+00:00,2805320.0
2011-09-16 00:00:00+00:00,2602989.0
2011-09-17 00:00:00+00:00,2259659.0
2011-09-18 00:00:00+00:00,2444881.0
2011-09-19 00:00:00+00:00,3050946.0
2011-09-20 00:00:00+00:00,3901907.0
2011-09-21 00:00:00+00:00,3707204.0
2011-09-22 00:00:00+00:00,2625415.0
2011-09-23 00:00:00+00:00,2644253.0
2011-09-24 00:00:00+00:00,2652709.0
2011-09-25 00:00:00+00:00,2575965.0
2011-09-26 00:00:00+00:00,2381725.0
2011-09-27 00:00:00+00:00,2610841.0
2011-09-28 00:00:00+00:00,2437317.0
2011-09-29 00:00:00+00:00,2228146.0
2011-09-30 00:00:00+00:00,2383073.0
2011-10-01 00:00:00+00:00,2277674.0
2011-10-02 00:00:00+00:00,2064996.0
2011-10-03 00:00:00+00:00,2576767.0
2011-10-04 00:00:00+00:00,2504782.0
2011-10-05 00:00:00+00:00,2417325.0
2011-10-06 00:00:00+00:00,2565234.0
2011-10-07 00:00:00+00:00,2431306.0
2011-10-08 00:00:00+00:00,2253036.0
2011-10-09 00:00:00+00:00,2281999.0
2011-10-10 00:00:00+00:00,2390778.0
2011-10-11 00:00:00+00:00,2672982.0
2011-10-12 00:00:00+00:00,2555308.0
2011-10-13 00:00:00+00:00,2096943.0
2011-10-14 00:00:00+00:00,2593100.0
2011-10-15 00:00:00+00:00,2294405.0
2011-10-16 00:00:00+00:00,2112530.0
2011-10-17 00:00:00+00:00,2655426.0
2011-10-18 00:00:00+00:00,2098678.0
2011-10-19 00:00:00+00:00,2163241.0
2011-10-20 00:00:00+00:00,1848242.0
2011-10-21 00:00:00+00:00,1934858.0
2011-10-22 00:00:00+00:00,2138983.0
2011-10-23 00:00:00+00:00,2246417.0
2011-10-24 00:00:00+00:00,2410675.0
2011-10-25 00:00:00+00:00,2152975.0
2011-10-26 00:00:00+00:00,2191362.0
2011-10-27 00:00:00+00:00,1898118.0
2011-10-28 00:00:00+00:00,2218291.0
2011-10-29 00:00:00+00:00,2424609.0
2011-10-30 00:00:00+00:00,2028331.0
2011-10-31 00:00:00+00:00,2046626.0
2011-11-01 00:00:00+00:00,2275694.0
2011-11-02 00:00:00+00:00,2313856.0
2011-11-03 00:00:00+00:00,2391245.0
2011-11-04 00:00:00+00:00,2744181.0
2011-11-05 00:00:00+00:00,2460674.0
2011-11-06 00:00:00+00:00,1878876.0
2011-11-07 00:00:00+00:00,2349846.0
2011-11-08 00:00:00+00:00,2644643.0
2011-11-09 00:00:00+00:00,2688707.0
2011-11-10 00:00:00+00:00,2760611.0
2011-11-11 00:00:00+00:00,2222019.0
2011-11-12 00:00:00+00:00,2156465.0
2011-11-13 00:00:00+00:00,2090743.0
2011-11-14 00:00:00+00:00,2592385.0
2011-11-15 00:00:00+00:00,2659525.0
2011-11-16 00:00:00+00:00,2585066.0
2011-11-17 00:00:00+00:00,2214571.0
2011-11-18 00:00:00+00:00,2176469.0
2011-11-19 00:00:00+00:00,2028197.0
2011-11-20 00:00:00+00:00,2374824.0
2011-11-21 00:00:00+00:00,1922037.0
2011-11-22 00:00:00+00:00,2316987.0
2011-11-23 00:00:00+00:00,2234420.0
2011-11-24 00:00:00+00:00,2240695.0
2011-11-25 00:00:00+00:00,2247390.0
2011-11-26 00:00:00+00:00,2046208.0
2011-11-27 00:00:00+00:00,2030563.0
2011-11-28 00:00:00+00:00,2523367.0
2011-11-29 00:00:00+00:00,2973906.0
2011-11-30 00:00:00+00:00,3261751.0
2011-12-01 00:00:00+00:00,2917303.0
2011-12-02 00:00:00+00:00,2669722.0
2011-12-03 00:00:00+00:00,2444807.0
2011-12-04 00:00:00+00:00,2260994.0
2011-12-05 00:00:00+00:00,2565156.0
2011-12-06 00:00:00+00:00,3344415.0
2011-12-07 00:00:00+00:00,2652817.0
2011-12-08 00:00:00+00:00,2721749.0
2011-12-09 00:00:00+00:00,2322310.0
2011-12-10 00:00:00+00:00,2334065.0
2011-12-11 00:00:00+00:00,2629195.0
2011-12-12 00:00:00+00:00,2372624.0
2011-12-13 00:00:00+00:00,2420830.0
2011-12-14 00:00:00+00:00,2356543.0
2011-12-15 00:00:00+00:00,1901577.0
2011-12-16 00:00:00+00:00,2311185.0
2011-12-17 00:00:00+00:00,2140899.0
2011-12-18 00:00:00+00:00,1901872.0
2011-12-19 00:00:00+00:00,2710778.0
2011-12-20 00:00:00+00:00,3310121.0
2011-12-21 00:00:00+00:00,2386841.0
2011-12-22 00:00:00+00:00,2517373.0
2011-12-23 00:00:00+00:00,2325704.0
2011-12-24 00:00:00+00:00,1896570.0
2011-12-25 00:00:00+00:00,2198555.0
2011-12-26 00:00:00+00:00,2387082.0
2011-12-27 00:00:00+00:00,2301266.0
2011-12-28 00:00:00+00:00,2182872.0
2011-12-29 00:00:00+00:00,2280401.0
2011-12-30 00:00:00+00:00,2080387.0
2011-12-31 00:00:00+00:00,2407713.0
2012-01-01 00:00:00+00:00,2570570.0
2012-01-02 00:00:00+00:00,2847973.0
2012-01-03 00:00:00+00:00,2852636.0
2012-01-04 00:00:00+00:00,2844382.0
2012-01-05 00:00:00+00:00,3584138.0
2012-01-06 00:00:00+00:00,3671951.0
2012-01-07 00:00:00+00:00,3020107.0
2012-01-08 00:00:00+00:00,3285274.0
2012-01-09 00:00:00+00:00,3298178.0
2012-01-10 00:00:00+00:00,4147554.0
2012-01-11 00:00:00+00:00,4167939.0
2012-01-12 00:00:00+00:00,3093829.0
2012-01-13 00:00:00+00:00,3005588.0
2012-01-14 00:00:00+00:00,2954451.0
2012-01-15 00:00:00+00:00,2870053.0
2012-01-16 00:00:00+00:00,3396443.0
2012-01-17 00:00:00+00:00,3023977.0
2012-01-18 00:00:00+00:00,3137823.0
2012-01-19 00:00:00+00:00,3142554.0
2012-01-20 00:00:00+00:00,2985457.0
2012-01-21 00:00:00+00:00,2959988.0
2012-01-22 00:00:00+00:00,2219005.0
2012-01-23 00:00:00+00:00,2530897.0
2012-01-24 00:00:00+00:00,3311141.0
2012-01-25 00:00:00+00:00,3657227.0
2012-01-26 00:00:00+00:00,3011547.0
2012-01-27 00:00:00+00:00,2977913.0
2012-01-28 00:00:00+00:00,2728555.0
2012-01-29 00:00:00+00:00,2949784.0
2012-01-30 00:00:00+00:00,2664554.0
2012-01-31 00:00:00+00:00,3233526.0
2012-02-01 00:00:00+00:00,2891754.0
2012-02-02 00:00:00+00:00,3398856.0
2012-02-03 00:00:00+00:00,3237255.0
2012-02-04 00:00:00+00:00,3267590.0
2012-02-05 00:00:00+00:00,2970789.0
2012-02-06 00:00:00+00:00,2694857.0
2012-02-07 00:00:00+00:00,2995803.0
2012-02-08 00:00:00+00:00,2995350.0
2012-02-09 00:00:00+00:00,3298285.0
2012-02-10 00:00:00+00:00,3765247.0
2012-02-11 00:00:00+00:00,3410073.0
2012-02-12 00:00:00+00:00,3009236.0
2012-02-13 00:00:00+00:00,3529959.0
2012-02-14 00:00:00+00:00,4319338.0
2012-02-15 00:00:00+00:00,3977129.0
2012-02-16 00:00:00+00:00,4438242.0
2012-02-17 00:00:00+00:00,2800414.0
2012-02-18 00:00:00+00:00,2721112.0
2012-02-19 00:00:00+00:00,2522773.0
2012-02-20 00:00:00+00:00,2604138.0
2012-02-21 00:00:00+00:00,2917292.0
2012-02-22 00:00:00+00:00,3045860.0
2012-02-23 00:00:00+00:00,3667890.0
2012-02-24 00:00:00+00:00,3242849.0
2012-02-25 00:00:00+00:00,2934546.0
2012-02-26 00:00:00+00:00,2648285.0
2012-02-27 00:00:00+00:00,2947193.0
2012-02-28 00:00:00+00:00,3044070.0
2012-02-29 00:00:00+00:00,2978041.0
2012-03-01 00:00:00+00:00,3369178.0
2012-03-02 00:00:00+00:00,3686456.0
2012-03-03 00:00:00+00:00,2242619.0
2012-03-04 00:00:00+00:00,2890857.0
2012-03-05 00:00:00+00:00,3468291.0
2012-03-06 00:00:00+00:00,3152395.0
2012-03-07 00:00:00+00:00,2901573.0
2012-03-08 00:00:00+00:00,3046688.0
2012-03-09 00:00:00+00:00,3072481.0
2012-03-10 00:00:00+00:00,2962716.0
2012-03-11 00:00:00+00:00,2544827.0
2012-03-12 00:00:00+00:00,2886126.0
2012-03-13 00:00:00+00:00,3898587.0
2012-03-14 00:00:00+00:00,3518080.0
2012-03-15 00:00:00+00:00,2973685.0
2012-03-16 00:00:00+00:00,3015083.0
2012-03-17 00:00:00+00:00,2998586.0
2012-03-18 00:00:00+00:00,2555122.0
2012-03-19 00:00:00+00:00,2957810.0
2012-03-20 00:00:00+00:00,2993015.0
2012-03-21 00:00:00+00:00,3013868.0
2012-03-22 00:00:00+00:00,2974704.0
2012-03-23 00:00:00+00:00,2648774.0
2012-03-24 00:00:00+00:00,2639896.0
2012-03-25 00:00:00+00:00,2760495.0
2012-03-26 00:00:00+00:00,3116609.0
2012-03-27 00:00:00+00:00,2972970.0
2012-03-28 00:00:00+00:00,3247747.0
2012-03-29 00:00:00+00:00,3300704.0
2012-03-30 00:00:00+00:00,3034211.0
2012-03-31 00:00:00+00:00,2678910.0
2012-04-01 00:00:00+00:00,2546450.0
2012-04-02 00:00:00+00:00,3026088.0
2012-04-03 00:00:00+00:00,3582604.0
2012-04-04 00:00:00+00:00,3153014.0
2012-04-05 00:00:00+00:00,3462274.0
2012-04-06 00:00:00+00:00,3417087.0
2012-04-07 00:00:00+00:00,2680607.0
2012-04-08 00:00:00+00:00,2625527.0
2012-04-09 00:00:00+00:00,2889199.0
2012-04-10 00:00:00+00:00,3650250.0
2012-04-11 00:00:00+00:00,3651330.0
2012-04-12 00:00:00+00:00,3688863.0
2012-04-13 00:00:00+00:00,3149399.0
2012-04-14 00:00:00+00:00,3452416.0
2012-04-15 00:00:00+00:00,3119476.0
2012-04-16 00:00:00+00:00,4039021.0
2012-04-17 00:00:00+00:00,3862273.0
2012-04-18 00:00:00+00:00,4222972.0
2012-04-19 00:00:00+00:00,3634533.0
2012-04-20 00:00:00+00:00,4294448.0
2012-04-21 00:00:00+00:00,3354618.0
2012-04-22 00:00:00+00:00,2915396.0
2012-04-23 00:00:00+00:00,3295823.0
2012-04-24 00:00:00+00:00,3375344.0
2012-04-25 00:00:00+00:00,3431142.0
2012-04-26 00:00:00+00:00,4162067.0
2012-04-27 00:00:00+00:00,3322063.0
2012-04-28 00:00:00+00:00,3256234.0
2012-04-29 00:00:00+00:00,3323403.0
2012-04-30 00:00:00+00:00,4113370.0
2012-05-01 00:00:00+00:00,4710978.0
2012-05-02 00:00:00+00:00,4646572.0
2012-05-03 00:00:00+00:00,6028283.0
2012-05-04 00:00:00+00:00,6217699.0
2012-05-05 00:00:00+00:00,5615455.0
2012-05-06 00:00:00+00:00,5600946.0
2012-05-07 00:00:00+00:00,7983673.0
2012-05-08 00:00:00+00:00,7705090.0
2012-05-09 00:00:00+00:00,7849793.0
2012-05-10 00:00:00+00:00,5337722.0
2012-05-11 00:00:00+00:00,8453576.0
2012-05-12 00:00:00+00:00,7873699.0
2012-05-13 00:00:00+00:00,6385842.0
2012-05-14 00:00:00+00:00,12388381.0
2012-05-15 00:00:00+00:00,10012527.0
2012-05-16 00:00:00+00:00,8508737.0
2012-05-17 00:00:00+00:00,7822006.0
2012-05-18 00:00:00+00:00,10923015.0
2012-05-19 00:00:00+00:00,15531780.0
2012-05-20 00:00:00+00:00,13638002.0
2012-05-21 00:00:00+00:00,13843441.0
2012-05-22 00:00:00+00:00,10386767.0
2012-05-23 00:00:00+00:00,12142757.0
2012-05-24 00:00:00+00:00,11757690.0
2012-05-25 00:00:00+00:00,12583504.0
2012-05-26 00:00:00+00:00,10025457.0
2012-05-27 00:00:00+00:00,11521207.0
2012-05-28 00:00:00+00:00,13200277.0
2012-05-29 00:00:00+00:00,13248117.0
2012-05-30 00:00:00+00:00,11494398.0
2012-05-31 00:00:00+00:00,9437093.0
2012-06-01 00:00:00+00:00,12017174.0
2012-06-02 00:00:00+00:00,5739153.0
2012-06-03 00:00:00+00:00,14621134.0
2012-06-04 00:00:00+00:00,20121225.0
2012-06-05 00:00:00+00:00,18776137.0
2012-06-06 00:00:00+00:00,7260360.0
2012-06-07 00:00:00+00:00,14487818.0
2012-06-08 00:00:00+00:00,10986272.0
2012-06-09 00:00:00+00:00,14479372.0
2012-06-10 00:00:00+00:00,17010422.0
2012-06-11 00:00:00+00:00,14054941.0
2012-06-12 00:00:00+00:00,9148708.0
2012-06-13 00:00:00+00:00,24135918.0
2012-06-14 00:00:00+00:00,27932989.0
2012-06-15 00:00:00+00:00,24458734.0
2012-06-16 00:00:00+00:00,19486516.0
2012-06-17 00:00:00+00:00,18635752.0
2012-06-18 00:00:00+00:00,17400408.0
2012-06-19 00:00:00+00:00,16546873.0
2012-06-20 00:00:00+00:00,15207962.0
2012-06-21 00:00:00+00:00,12564517.0
2012-06-22 00:00:00+00:00,11090122.0
2012-06-23 00:00:00+00:00,10478509.0
2012-06-24 00:00:00+00:00,10225118.0
2012-06-25 00:00:00+00:00,12746504.0
2012-06-26 00:00:00+00:00,13147353.0
2012-06-27 00:00:00+00:00,13416393.0
2012-06-28 00:00:00+00:00,11668756.0
2012-06-29 00:00:00+00:00,9525012.0
2012-06-30 00:00:00+00:00,9475920.0
2012-07-01 00:00:00+00:00,7985203.0
2012-07-02 00:00:00+00:00,10370568.0
2012-07-03 00:00:00+00:00,9613403.0
2012-07-04 00:00:00+00:00,10089433.0
2012-07-05 00:00:00+00:00,9684403.0
2012-07-06 00:00:00+00:00,10507254.0
2012-07-07 00:00:00+00:00,10576868.0
2012-07-08 00:00:00+00:00,9017466.0
2012-07-09 00:00:00+00:00,10891181.0
2012-07-10 00:00:00+00:00,15204456.0
2012-07-11 00:00:00+00:00,13777906.0
2012-07-12 00:00:00+00:00,10658234.0
2012-07-13 00:00:00+00:00,11482644.0
2012-07-14 00:00:00+00:00,9841431.0
2012-07-15 00:00:00+00:00,11401569.0
2012-07-16 00:00:00+00:00,14108316.0
2012-07-17 00:00:00+00:00,15658870.0
2012-07-18 00:00:00+00:00,15072906.0
2012-07-19 00:00:00+00:00,14426392.0
2012-07-20 00:00:00+00:00,16386459.0
2012-07-21 00:00:00+00:00,14809442.0
2012-07-22 00:00:00+00:00,14145394.0
2012-07-23 00:00:00+00:00,13721815.0
2012-07-24 00:00:00+00:00,12283492.0
2012-07-25 00:00:00+00:00,11406582.0
2012-07-26 00:00:00+00:00,13300289.0
2012-07-27 00:00:00+00:00,11131174.0
2012-07-28 00:00:00+00:00,14362059.0
2012-07-29 00:00:00+00:00,14616513.0
2012-07-30 00:00:00+00:00,15686540.0
