Time,market-cap-btc-24h
2011-09-27 00:00:00+00:00,35945584.025985405
2011-09-28 00:00:00+00:00,35392596.4121661
2011-09-29 00:00:00+00:00,34852457.865815036
2011-09-30 00:00:00+00:00,36570131.20334827
2011-10-01 00:00:00+00:00,37101475.680230945
2011-10-02 00:00:00+00:00,36943466.318016335
2011-10-03 00:00:00+00:00,36652875.0950642
2011-10-04 00:00:00+00:00,36701129.7567147
2011-10-05 00:00:00+00:00,36225002.673261896
2011-10-06 00:00:00+00:00,35080876.4272231
2011-10-07 00:00:00+00:00,33599234.13554968
2011-10-08 00:00:00+00:00,30181106.8146292
2011-10-09 00:00:00+00:00,30832743.77807851
2011-10-10 00:00:00+00:00,30578069.35296944
2011-10-11 00:00:00+00:00,29589087.009752423
2011-10-12 00:00:00+00:00,29866289.04345944
2011-10-13 00:00:00+00:00,30477389.01728765
2011-10-14 00:00:00+00:00,29983267.59622108
2011-10-15 00:00:00+00:00,29251900.795473605
2011-10-16 00:00:00+00:00,28126532.04516862
2011-10-17 00:00:00+00:00,22119018.505070455
2011-10-18 00:00:00+00:00,19680132.95063078
2011-10-19 00:00:00+00:00,17329959.283304177
2011-10-20 00:00:00+00:00,17283974.336409736
2011-10-21 00:00:00+00:00,19015493.118108112
2011-10-22 00:00:00+00:00,21922302.85844589
2011-10-23 00:00:00+00:00,23327199.105314676
2011-10-24 00:00:00+00:00,21921161.510205224
2011-10-25 00:00:00+00:00,20513676.071930755
2011-10-26 00:00:00+00:00,20656125.281251352
2011-10-27 00:00:00+00:00,21577237.475534294
2011-10-28 00:00:00+00:00,23407473.74466187
2011-10-29 00:00:00+00:00,26597904.049307432
2011-10-30 00:00:00+00:00,26210607.995702084
2011-10-31 00:00:00+00:00,24057470.64336643
2011-11-01 00:00:00+00:00,24335303.477864463
2011-11-02 00:00:00+00:00,24389137.927767277
2011-11-03 00:00:00+00:00,24406614.727453034
2011-11-04 00:00:00+00:00,23979337.162782516
2011-11-05 00:00:00+00:00,23146654.785142925
2011-11-06 00:00:00+00:00,22526626.04357912
2011-11-07 00:00:00+00:00,22700500.71141389
2011-11-08 00:00:00+00:00,23374700.264912322
2011-11-09 00:00:00+00:00,22839214.335136414
2011-11-10 00:00:00+00:00,22098459.85707338
2011-11-11 00:00:00+00:00,22228050.100274052
2011-11-12 00:00:00+00:00,23255864.077091135
2011-11-13 00:00:00+00:00,22910888.087340917
2011-11-14 00:00:00+00:00,19217744.12112684
2011-11-15 00:00:00+00:00,17703591.528495934
2011-11-16 00:00:00+00:00,18541617.458330665
2011-11-17 00:00:00+00:00,17559756.816530105
2011-11-18 00:00:00+00:00,17137545.16289449
2011-11-19 00:00:00+00:00,16791294.642770458
2011-11-20 00:00:00+00:00,17569622.53318134
2011-11-21 00:00:00+00:00,17123803.568411585
2011-11-22 00:00:00+00:00,17713277.58647156
2011-11-23 00:00:00+00:00,17951023.705257963
2011-11-24 00:00:00+00:00,18304199.186992522
2011-11-25 00:00:00+00:00,19059547.613887995
2011-11-26 00:00:00+00:00,19183678.91340131
2011-11-27 00:00:00+00:00,18991212.56753448
2011-11-28 00:00:00+00:00,19441683.23894231
2011-11-29 00:00:00+00:00,21670270.040956043
2011-11-30 00:00:00+00:00,22128090.000667457
2011-12-01 00:00:00+00:00,23672623.062590122
2011-12-02 00:00:00+00:00,24020557.48792385
2011-12-03 00:00:00+00:00,23447187.70153587
2011-12-04 00:00:00+00:00,21499636.723845012
2011-12-05 00:00:00+00:00,22351543.29719627
2011-12-06 00:00:00+00:00,23190351.628393073
2011-12-07 00:00:00+00:00,23317168.17072287
2011-12-08 00:00:00+00:00,23103885.372142266
2011-12-09 00:00:00+00:00,23334754.521949004
2011-12-10 00:00:00+00:00,23407160.863693688
2011-12-11 00:00:00+00:00,25133184.088918902
2011-12-12 00:00:00+00:00,25168163.53329336
2011-12-13 00:00:00+00:00,25159026.739128068
2011-12-14 00:00:00+00:00,24842260.88726192
2011-12-15 00:00:00+00:00,24916062.77213924
2011-12-16 00:00:00+00:00,25076175.213425413
2011-12-17 00:00:00+00:00,25177528.943696994
2011-12-18 00:00:00+00:00,25244196.389981806
2011-12-19 00:00:00+00:00,26588706.97005306
2011-12-20 00:00:00+00:00,31442184.354448475
2011-12-21 00:00:00+00:00,31238908.72915677
2011-12-22 00:00:00+00:00,30679057.56175994
2011-12-23 00:00:00+00:00,31015557.2143481
2011-12-24 00:00:00+00:00,31109743.09950464
2011-12-25 00:00:00+00:00,32675094.018782835
2011-12-26 00:00:00+00:00,32190625.899583817
2011-12-27 00:00:00+00:00,31931968.45642815
2011-12-28 00:00:00+00:00,32906161.794089798
2011-12-29 00:00:00+00:00,33560291.920956574
2011-12-30 00:00:00+00:00,33473517.17617376
2011-12-31 00:00:00+00:00,35609668.79462916
2012-01-01 00:00:00+00:00,39491699.48456344
2012-01-02 00:00:00+00:00,42334466.25220148
2012-01-03 00:00:00+00:00,40286216.19106911
2012-01-04 00:00:00+00:00,41096725.91520608
2012-01-05 00:00:00+00:00,49450370.127897985
2012-01-06 00:00:00+00:00,54740518.55447528
2012-01-07 00:00:00+00:00,53698832.220012546
2012-01-08 00:00:00+00:00,56394895.457205564
2012-01-09 00:00:00+00:00,53779464.85219614
2012-01-10 00:00:00+00:00,51615535.50298376
2012-01-11 00:00:00+00:00,54740451.931581065
2012-01-12 00:00:00+00:00,54726059.227242775
2012-01-13 00:00:00+00:00,53662842.957822695
2012-01-14 00:00:00+00:00,52830358.11016909
2012-01-15 00:00:00+00:00,55618686.88099061
2012-01-16 00:00:00+00:00,56105158.971761756
2012-01-17 00:00:00+00:00,53706174.33621724
2012-01-18 00:00:00+00:00,47824288.4495587
2012-01-19 00:00:00+00:00,50119566.58228455
2012-01-20 00:00:00+00:00,52226132.83188404
2012-01-21 00:00:00+00:00,51742163.2675838
2012-01-22 00:00:00+00:00,50755722.97439561
