ds,yhat,yhat_lower,yhat_upper,trend,trend_lower,trend_upper
2021-12-10,50578.146931118245,44052.049325214015,56534.406210152876,50985.850197043874,50985.850197043874,50989.725674402776
2021-12-11,50653.1920194728,44362.13761094059,56711.57018532387,51044.40353693231,51044.15746515311,51049.76299564602
2021-12-12,50704.14364067748,44749.33821897939,56689.512168222565,51102.95687682075,51101.238473785124,51109.75951092155
2021-12-13,50776.72920149391,44916.03866827642,56444.258208958905,51161.51021670921,51157.57973984784,51169.92129017813
2021-12-14,50828.04871118127,44758.04583135934,57045.72635155991,51220.06355659765,51215.51981156293,51231.91618964978
2021-12-15,50932.41027697195,44884.88266905146,57100.33729252036,51278.61689648612,51272.75814868872,51291.59611314247
2021-12-16,50971.620463850035,44728.996013649106,56990.70021376783,51337.17023637456,51329.268669376244,51351.09159998037
2021-12-17,51088.479113205496,44911.279019585614,56951.04470832632,51395.72357626302,51383.09702864555,51410.641588742496
2021-12-18,51184.10567722724,45281.92264542797,57419.39229723923,51454.27691615146,51439.05908653244,51472.60137417074
2021-12-19,51260.177634966014,45173.1768141675,57095.0871283845,51512.830256039924,51495.04048845787,51532.69375506482
2021-12-20,51361.797528920935,45511.106014944366,57447.19806581608,51571.38359592836,51551.11405064339,51591.884678588445
2021-12-21,51445.29410381873,45005.75297019146,57438.7932748142,51629.9369358168,51605.34144813171,51651.457058566266
2021-12-22,51584.0784100143,45467.20799104111,57802.584830693486,51688.49027570526,51660.71365891482,51712.54040532254
2021-12-23,51658.95845687062,45248.7570645006,57359.723488802556,51747.0436155937,51717.65108232322,51772.13202362075
2021-12-24,51811.66137481646,45357.77825463619,57748.7736213697,51805.596955482164,51773.89683006672,51832.89225552579
2021-12-25,51942.189422267395,46015.060139317626,58053.20055431186,51864.1502953706,51829.475950967615,51893.15475281927
2021-12-26,52051.08961667625,46211.49970188166,57953.96691227924,51922.703635259066,51886.512721455525,51952.88168988811
2021-12-27,52182.35269658655,46056.82244108543,58321.421466836706,51981.2569751475,51943.72531182435,52014.12432712813
2021-12-28,52291.246040983824,46647.90885028933,58363.60047187334,52039.81031503597,52000.04930054799,52077.22616241647
2021-12-29,52450.200552276605,46272.467862232385,58106.54611737807,52098.363654924404,52055.84209879225,52136.80247175183
2021-12-30,52539.154254174435,46449.18033950124,59032.29254313838,52156.91699481284,52108.168670164836,52196.962055686236
2021-12-31,52699.10077334251,46454.04277122266,58990.05433941748,52215.470334701306,52165.22968481828,52259.51008057156
2022-01-01,52829.46831660878,46769.41973056068,58925.13734731863,52274.02367458974,52221.391276934395,52317.1260018588
2022-01-02,52930.40828348175,46637.79143949327,58597.16719167953,52332.57701447821,52274.01051079208,52380.49306600563
2022-01-03,53045.708683531055,46658.19368025041,59815.90771811318,52391.13035436664,52325.851947634415,52440.774829802154
2022-01-04,53130.63656444311,47105.02092139942,59251.540755762384,52449.683694255116,52381.7778751503,52501.93623690604
2022-01-05,53257.82916500966,47202.00816125771,58914.59661206972,52508.23703414355,52438.87248041676,52564.726228150605
2022-01-06,53307.63638888249,46998.80063577137,59399.90130938151,52566.79037403202,52500.47691043516,52626.76648168845
2022-01-07,53421.66275377994,47798.214823634866,59285.34101731158,52625.343713920454,52555.23782168052,52687.03246191212
2022-01-08,53500.13455588216,47017.98185279033,59448.756834799606,52683.89705380889,52609.47436894886,52748.74764802935
2022-01-09,53544.17165639668,47672.3227928329,59771.192896439425,52742.450393697356,52664.20268875531,52811.40511461073
2022-01-10,53598.67945979361,47827.25492195855,59628.51964935065,52801.00373358579,52718.91510930272,52871.75505778192
2022-01-11,53620.165812101324,47819.732438129926,59649.090415251696,52859.55707347426,52773.87650019835,52932.15600439998
2022-01-12,53682.603165393746,47478.69596856903,59423.09575560478,52918.110413362694,52828.618947636955,52992.003368681195
2022-01-13,53667.73932920702,47497.404205353036,59437.130536913966,52976.66375325116,52885.04323056536,53053.021930536175
2022-01-14,53718.60576277656,47634.31357563075,59479.872921670765,53035.217093139596,52941.46751349376,53117.58423045359
2022-01-15,53736.85000060385,48167.18309858911,60350.192782059305,53093.77043302806,52997.21003526914,53184.248144836594
2022-01-16,53724.97250249079,47494.29553003627,59582.872332024075,53152.3237729165,53053.78647125528,53247.30064290271
2022-01-17,53729.18439007346,47700.3677469989,59907.02061145112,53210.87711280496,53109.946658307505,53308.05888308598
2022-01-18,53707.19167584576,46991.704819620274,59732.192658542146,53269.4304526934,53163.68064314211,53369.70954384239
2022-01-19,53734.027170588524,47487.8392340711,59745.08842139948,53327.983792581836,53219.580619641434,53433.287471200616
2022-01-20,53692.33416997005,47869.27906001946,60198.388859414226,53386.5371324703,53274.90764662692,53496.397111722756
2022-01-21,53725.851574098684,47687.69570387002,60222.76884256448,53445.09047235874,53328.64190738939,53558.10086894711
2022-01-22,53736.727634010706,47729.33331001645,59730.02175640497,53503.6438122472,53384.955137266115,53617.99321333761
2022-01-23,53727.74310359624,48150.65114038199,59904.20572928163,53562.19715213564,53436.046472415146,53680.71254602565
2022-01-24,53745.160619518705,47849.63063813188,59796.08057207473,53620.75049202411,53485.828781877724,53743.13206182352
2022-01-25,53746.5061394419,47566.018683946015,59360.47303566999,53679.30383191255,53540.69622790445,53807.136585539265
2022-01-26,53806.40370677058,47867.49732500014,60333.34550971162,53737.85717180101,53598.09126226299,53871.82342588495
2022-01-27,53806.867580844286,47598.905351131245,60149.235153215006,53796.41051168945,53655.48629662152,53935.64191096794
2022-01-28,53890.80118210484,47874.756718167024,59698.32961690715,53854.963851577886,53711.82018467102,53997.85225682423
2022-01-29,53959.32970491978,47918.44625224974,60197.22000268789,53913.51719146635,53762.25915527469,54058.81851582596
2022-01-30,54014.04670720889,47831.215824810984,60051.308551732225,53972.07053135479,53817.22321022701,54119.667013750135
2022-01-31,54099.890914311174,47940.239341629094,60037.52302185667,54030.62387124325,53876.300680206376,54180.48383883951
2022-02-01,54172.95838184503,48314.42752640835,59673.76409768639,54089.17721113169,53935.811686810506,54241.30066392888
2022-02-02,54306.37051763396,47893.50963636956,60652.917346794355,54147.730551020155,53991.764573600674,54302.270238824516
2022-02-03,54380.601170950446,48512.98760221126,60225.35639971351,54206.28389090859,54045.34771718041,54363.00496178233
2022-02-04,54537.01136692548,48583.50463869234,60447.7353307741,54264.83723079706,54099.861202560765,54423.90673549168
2022-02-05,54675.21764872626,48381.06785998644,60396.5899161254,54323.39057068549,54155.52764945857,54484.80850920103
2022-02-06,54795.37345115113,48190.93200383803,60328.13991882056,54381.94391057393,54202.830026020885,54545.782799752604
2022-02-07,54941.07888494424,48388.14500894859,61011.61639673915,54440.497250462395,54252.41317418812,54607.86939766879
2022-02-08,55067.22326779004,49287.93906479843,61015.07850476877,54499.05059035083,54307.43858448492,54670.86048600635
2022-02-09,55245.88016321178,49145.63358993458,60965.07004112732,54557.6039302393,54362.49287697661,54732.86684095435
2022-02-10,55356.65748541876,49744.464940832426,61334.896603911126,54616.15727012773,54417.34861512815,54793.74703261597
2022-02-11,55540.25070265331,49292.71521718771,61362.90910199004,54674.7106100162,54472.97315901586,54856.69348071331
